,num_dol,num_ttfp,num_tfsi,num_ps,num_li,atoms_dol,atoms_ttfp,atoms_tfsi,atoms_ps,atoms_li,count,%
287,2,3,1,2,2,1O:1O,::2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
288,2,2,1,1,2,1O:2O,3O:3O,1O,,1L:1L,2,0.06000600060006
289,3,1,1,2,2,:1O:1O,2O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
290,2,2,1,1,2,:1O,2O:3O,3O1S,,1L:1L,2,0.06000600060006
291,2,2,1,2,2,1O:1O,:2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
292,2,3,1,2,1,1O:2O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
293,2,2,1,1,2,1O:2O,2O:3O,2O,,1L:1L,2,0.06000600060006
294,3,0,2,2,2,:1O:1O,,1O:1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
295,3,1,1,2,2,:1O:1O,2O,2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
296,2,2,1,1,1,:1O,1O:2O,2O1S,,1L,2,0.06000600060006
297,2,2,2,1,2,1O:1O,:2O,1O:2O,,1L:1L,2,0.06000600060006
298,2,2,2,1,2,1O:1O,:2O,1O:1O,,1L:1L,2,0.06000600060006
299,2,2,1,1,2,1O:1O,2O:3O,1N2O1S,,1L:1L,2,0.06000600060006
300,3,1,1,1,2,1O:1O:2O,2O,2O,,1L:1L,2,0.06000600060006
301,2,2,1,1,2,1O:1O,1O:2O,2O,,1L:1L,2,0.06000600060006
302,3,1,1,1,2,1O:1O:1O,2O,2O2S,,1L:1L,2,0.06000600060006
303,3,1,1,1,1,:1O:1O,1O,1O,,1L,2,0.06000600060006
304,2,2,2,2,2,1O:1O,:2O,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
305,2,3,0,1,1,:1O,:1O:3O,,,1L,2,0.06000600060006
306,2,3,0,1,2,1O:1O,:2O:2O,,,1L:1L,2,0.06000600060006
307,3,1,1,1,1,:1O:1O,,1O,,1L,2,0.06000600060006
308,2,3,0,2,1,:1O,::1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,2,0.06000600060006
309,2,3,0,1,2,1O:2O,:2O:3O,,,1L:1L,2,0.06000600060006
310,2,3,0,2,1,:1O,::,,2S:2S:2S:3S:3S:3S:4S:4S,1L,2,0.06000600060006
311,2,3,0,2,1,1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
312,2,3,0,2,1,1O:2O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
313,3,1,1,1,1,::1O,3O,2O1S,,1L,2,0.06000600060006
314,2,2,2,1,2,:1O,2O:3O,:1O,,1L:1L,2,0.06000600060006
315,2,3,0,3,2,1O:1O,::3O,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
316,3,1,1,2,2,:1O:1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
317,2,2,2,1,2,:1O,1O:2O,1O:1O,,1L:1L,2,0.06000600060006
318,2,2,1,1,1,:1O,:2O,,,1L,2,0.06000600060006
319,2,2,1,1,2,1O:1O,:2O,1N3O2S,,1L:1L,2,0.06000600060006
320,3,1,1,1,1,::,2O,1O,,1L,2,0.06000600060006
321,2,2,2,1,2,1O:1O,:3O,1O:2O,,1L:1L,2,0.06000600060006
322,3,1,1,2,2,:1O:1O,2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
323,2,2,1,1,2,1O:1O,2O:2O,2O2S,,1L:1L,2,0.06000600060006
324,3,1,1,2,2,:1O:1O,,2O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
325,3,1,1,2,2,1O:1O:1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
326,2,2,2,1,2,:1O,1O:3O,1O:2O1S,,1L:1L,2,0.06000600060006
327,2,2,1,1,1,:1O,:3O,,,1L,2,0.06000600060006
328,3,1,1,2,2,1O:1O:1O,2O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
329,2,2,2,1,2,:1O,2O:2O,1O:1O,,1L:1L,2,0.06000600060006
330,3,1,0,2,2,1O:1O:1O,3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
331,2,3,1,1,1,:1O,:1O:2O,,,1L,2,0.06000600060006
332,3,1,1,2,2,:1O:2O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
333,3,2,1,2,2,1O:1O:1O,:2O,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
334,3,1,1,3,2,1O:1O:1O,,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
335,4,2,0,1,2,:1O:1O:1O,2O:2O,,,1L:1L,2,0.06000600060006
336,4,2,0,2,1,::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
337,4,2,0,2,1,::1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
338,4,2,0,2,1,::1O:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
339,4,2,0,2,1,::1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
340,4,2,0,2,2,:1O:1O:1O,2O:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
341,4,2,0,2,2,::1O:1O,2O:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
342,4,2,1,1,1,:1O:1O:1O,:,1O,,1L,2,0.06000600060006
343,4,2,1,1,1,::1O:1O,:2O,,,1L,2,0.06000600060006
344,4,2,1,1,1,::1O:1O,:2O,1O,,1L,2,0.06000600060006
345,4,2,1,1,2,:1O:1O:1O,:3O,1O,,1L:1L,2,0.06000600060006
346,4,3,0,2,1,::1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
347,4,3,0,2,1,::1O:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
348,5,0,0,3,2,::1O:1O:1O,,,::::1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
349,5,0,1,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
350,5,0,1,1,1,:::1O:1O,,1O,,1L,2,0.06000600060006
351,5,0,1,1,2,1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
352,5,0,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
353,4,2,0,2,1,:1O:1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
354,4,2,0,1,2,1O:1O:1O:1O,:2O,,,1L:1L,2,0.06000600060006
355,5,0,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
356,4,2,0,1,1,:::1O,1O:3O,,,1L,2,0.06000600060006
357,4,1,1,2,2,:1O:1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
358,4,1,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
359,4,1,1,2,2,::1O:1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
360,4,1,1,2,2,::1O:1O,2O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
361,4,1,2,1,2,1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
362,4,1,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
363,4,1,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
364,4,1,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
365,4,1,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
366,4,1,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
367,4,1,2,1,2,1O:1O:1O:2O,,1O:3O1S,,1L:1L,2,0.06000600060006
368,4,1,2,1,2,:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
369,4,1,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
370,4,1,2,1,2,:1O:1O:1O,2O,1O:1O,,1L:1L,2,0.06000600060006
371,4,2,0,1,0,:::,:,,,,2,0.06000600060006
372,4,2,0,1,1,:1O:1O:1O,:1O,,,1L,2,0.06000600060006
373,4,2,0,1,1,:::,:3O,,,1L,2,0.06000600060006
374,5,0,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
375,5,0,1,2,2,:1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
376,3,1,1,3,2,1O:1O:2O,,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
377,5,1,1,1,2,:1O:1O:1O:1O,2O,2O,,1L:1L,2,0.06000600060006
378,5,1,2,1,2,:1O:1O:1O:1O,2O,:1O,,1L:1L,2,0.06000600060006
379,5,2,0,1,1,:::1O:2O,:2O,,,1L,2,0.06000600060006
380,5,2,0,2,1,::1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
381,5,2,0,2,1,::1O:1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
382,5,2,0,2,1,:::1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
383,5,2,1,1,1,::::1O,:3O,1O,,1L,2,0.06000600060006
384,6,0,1,1,1,::::1O:1O,,1O,,1L,2,0.06000600060006
385,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
386,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
387,6,1,0,1,1,::1O:1O:1O:1O,,,,1L,2,0.06000600060006
388,6,1,0,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
389,6,1,0,1,1,::::1O:1O,2O,,,1L,2,0.06000600060006
390,6,1,0,1,1,:::::1O,3O,,,1L,2,0.06000600060006
391,6,1,0,2,1,:::1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
392,6,1,0,2,1,::::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
393,6,1,1,1,1,:::::1O,2O,2O,,1L,2,0.06000600060006
394,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
395,5,1,1,1,2,::1O:1O:1O,3O,1O,,1L:1L,2,0.06000600060006
396,5,1,1,1,2,:1O:1O:1O:1O,2O,1O,,1L:1L,2,0.06000600060006
397,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
398,5,1,1,1,1,::::1O,2O,1O,,1L,2,0.06000600060006
399,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
400,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
401,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
402,5,0,2,1,2,::1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
403,5,0,2,2,2,:::1O:1O,,1O:1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
404,5,1,0,1,1,:1O:1O:1O:1O,,,,1L,2,0.06000600060006
405,5,1,0,1,1,::1O:1O:1O,2O,,,1L,2,0.06000600060006
406,5,1,0,1,1,:::1O:1O,3O,,,1L,2,0.06000600060006
407,5,1,0,1,2,1O:1O:1O:1O:2O,2O,,,1L:1L,2,0.06000600060006
408,5,1,0,2,1,::1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
409,5,1,0,2,1,:::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
410,5,1,0,2,1,:::1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
411,5,1,1,1,1,:::1O:1O,,1N1O1S,,1L,2,0.06000600060006
412,5,1,1,1,1,:::1O:1O,,1O1S,,1L,2,0.06000600060006
413,5,1,1,1,1,:::1O:1O,,2O,,1L,2,0.06000600060006
414,5,1,1,1,1,:::1O:1O,2O,1O,,1L,2,0.06000600060006
415,5,1,1,1,1,::::1O,2O,,,1L,2,0.06000600060006
416,4,1,1,1,2,:1O:2O:2O,3O,1O,,1L:1L,2,0.06000600060006
417,4,1,1,1,2,:1O:1O:2O,3O,2O,,1L:1L,2,0.06000600060006
418,4,1,1,1,2,:1O:1O:1O,3O,2O1S,,1L:1L,2,0.06000600060006
419,3,2,0,2,2,:1O:1O,2O:3O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
420,3,2,1,1,1,:1O:1O,:2O,1O,,1L,2,0.06000600060006
421,3,2,1,1,1,::,:3O,1O,,1L,2,0.06000600060006
422,3,2,1,1,1,::1O,:3O,1O,,1L,2,0.06000600060006
423,3,2,1,1,1,::1O,:3O,2O1S,,1L,2,0.06000600060006
424,3,2,1,1,2,1O:1O:1O,2O:3O,1O,,1L:1L,2,0.06000600060006
425,3,2,1,1,2,1O:1O:1O,:1O,2O1S,,1L:1L,2,0.06000600060006
426,3,2,1,1,2,1O:1O:1O,:2O,2O,,1L:1L,2,0.06000600060006
427,3,2,1,1,2,1O:1O:1O,:2O,2O1S,,1L:1L,2,0.06000600060006
428,3,2,1,1,2,1O:1O:1O,:2O,3O1S,,1L:1L,2,0.06000600060006
429,3,2,1,1,2,:1O:1O,1O:2O,1N3O2S,,1L:1L,2,0.06000600060006
430,3,2,1,1,2,:1O:1O,2O:3O,2O1S,,1L:1L,2,0.06000600060006
431,3,2,1,1,2,:1O:1O,:2O,2O1S,,1L:1L,2,0.06000600060006
432,3,2,1,1,2,:1O:1O,:3O,2O1S,,1L:1L,2,0.06000600060006
433,3,2,1,1,2,::1O,1O:2O,2O1S,,1L:1L,2,0.06000600060006
434,3,2,1,2,2,:1O:1O,:3O,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
435,3,2,2,1,2,1O:1O:1O,:1O,1O:1O,,1L:1L,2,0.06000600060006
436,3,2,2,1,2,1O:1O:1O,:2O,1O:2O,,1L:1L,2,0.06000600060006
437,3,2,1,1,1,1O:1O:1O,:,1O,,1L,2,0.06000600060006
438,3,2,0,2,2,:1O:1O,1O:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
439,4,1,1,1,2,:1O:1O:1O,2O,2O1S,,1L:1L,2,0.06000600060006
440,3,2,0,2,2,1O:1O:2O,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
441,3,1,2,1,2,1O:1O:1O,2O,1O:2O1S,,1L:1L,2,0.06000600060006
442,3,1,2,1,2,1O:1O:2O,3O,:1O,,1L:1L,2,0.06000600060006
443,3,1,2,1,2,:1O:1O,2O,1O:1O,,1L:1L,2,0.06000600060006
444,3,1,2,1,2,:1O:1O,2O,1O:2O1S,,1L:1L,2,0.06000600060006
445,3,1,2,1,2,:1O:1O,3O,1O:1O,,1L:1L,2,0.06000600060006
446,3,1,2,2,2,1O:1O:1O,,:2O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
447,3,1,2,2,2,:1O:1O,,1O:1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
448,3,1,3,1,2,1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
449,3,1,3,1,2,1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
450,3,1,3,1,2,:1O:1O,2O,1O:1O:1O,,1L:1L,2,0.06000600060006
451,3,2,0,1,1,:1O:2O,:2O,,,1L,2,0.06000600060006
452,3,2,0,1,1,::2O,:2O,,,1L,2,0.06000600060006
453,3,2,0,1,2,1O:1O:1O,1O:2O,,,1L:1L,2,0.06000600060006
454,3,2,0,1,2,1O:1O:2O,2O:2O,,,1L:1L,2,0.06000600060006
455,3,2,0,2,1,1O:1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
456,3,2,0,2,2,1O:1O:1O,2O:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
457,3,2,0,2,2,1O:1O:2O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
458,3,3,0,1,1,:1O:1O,::1O,,,1L,2,0.06000600060006
459,3,3,0,1,1,::1O,:1O:2O,,,1L,2,0.06000600060006
460,3,3,0,1,2,:1O:1O,:2O:3O,,,1L:1L,2,0.06000600060006
461,3,3,0,2,1,1O:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
462,4,1,0,1,2,1O:1O:2O:2O,3O,,,1L:1L,2,0.06000600060006
463,4,1,0,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
464,4,1,0,2,2,:1O:1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
465,4,1,0,2,2,:1O:1O:1O,2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
466,4,1,0,2,2,:1O:1O:2O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
467,4,1,0,3,2,:1O:1O:1O,,,:::1S:1S:1S:1S:1S:2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
468,4,1,0,3,2,:1O:1O:1O,,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
469,4,1,0,3,2,:1O:1O:1O,,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
470,4,1,1,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
471,4,1,1,1,1,:1O:1O:1O,1O,1O,,1L,2,0.06000600060006
472,4,1,1,1,1,::1O:1O,3O,1O,,1L,2,0.06000600060006
473,4,1,1,1,1,:::1O,2O,,,1L,2,0.06000600060006
474,4,1,1,1,1,:::1O,2O,1O,,1L,2,0.06000600060006
475,4,1,1,1,2,1O:1O:1O:1O,2O,1O1S,,1L:1L,2,0.06000600060006
476,4,1,1,1,2,1O:1O:1O:1O,3O,2O,,1L:1L,2,0.06000600060006
477,4,1,1,1,2,1O:1O:1O:2O,2O,1O,,1L:1L,2,0.06000600060006
478,4,1,1,1,2,:1O:1O:1O,2O,1O,,1L:1L,2,0.06000600060006
479,4,1,0,1,2,1O:1O:1O:2O,2O,,,1L:1L,2,0.06000600060006
480,4,1,0,1,2,1O:1O:1O:1O,3O,,,1L:1L,2,0.06000600060006
481,4,1,0,1,1,:::1O,3O,,,1L,2,0.06000600060006
482,3,3,1,1,1,::1O,::2O,1O,,1L,2,0.06000600060006
483,3,3,0,2,1,:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
484,3,3,0,2,1,:1O:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
485,3,3,0,2,1,:1O:1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
486,3,3,0,2,2,1O:1O:1O,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
487,3,3,0,2,2,1O:1O:2O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
488,3,3,1,1,1,:1O:1O,::2O,1O,,1L,2,0.06000600060006
489,3,3,1,1,1,::1O,::2O,,,1L,2,0.06000600060006
490,4,0,1,1,2,1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
491,4,1,0,1,1,::1O:1O,,,,1L,2,0.06000600060006
492,4,0,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
493,4,0,1,2,2,:1O:1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
494,4,0,1,2,2,:1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
495,4,0,1,3,2,:1O:1O:1O,,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
496,4,0,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
497,4,0,2,1,2,1O:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
498,4,0,3,1,2,:1O:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
499,2,2,1,1,1,1O:1O,:2O,,,1L,2,0.06000600060006
500,0,2,1,2,2,,2O:2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
501,1,3,0,1,1,,:1O:3O,,,1L,2,0.06000600060006
502,0,2,2,1,2,,2O:2O,2O1S:2O1S,,1L:1L,2,0.06000600060006
503,2,2,0,2,2,1O:2O,:2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
504,2,1,1,2,2,1O:1O,2O,2O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
505,2,2,0,2,1,:,:2O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
506,0,2,3,1,2,,3O:3O,:1O:1O1S,,1L:1L,2,0.06000600060006
507,0,3,2,1,2,,:2O:2O,1O:1O,,1L:1L,2,0.06000600060006
508,1,3,1,1,1,1O,:2O:2O,,,1L,2,0.06000600060006
509,1,4,0,1,1,1O,:::3O,,,1L,2,0.06000600060006
510,1,2,2,1,2,2O,2O:3O,1O:1O,,1L:1L,2,0.06000600060006
511,1,2,2,1,2,1O,2O:2O,:1O,,1L:1L,2,0.06000600060006
512,0,2,2,1,2,,2O:3O,1O:1O,,1L:1L,2,0.06000600060006
513,2,1,1,2,2,1O:1O,2O,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
514,1,2,2,1,2,1O,2O:3O,1O:1O1S,,1L:1L,2,0.06000600060006
515,0,3,2,1,2,,:2O:2O,1N2O1S:2O,,1L:1L,2,0.06000600060006
516,1,4,0,1,1,,:::2O,,,1L,2,0.06000600060006
517,2,1,3,1,2,1O:1O,3O,1O:1O:1O,,1L:1L,2,0.06000600060006
518,1,3,1,2,2,,:2O:2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
519,1,2,0,2,2,1O,2O:2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
520,1,2,3,1,2,,2O:3O,::2O1S,,1L:1L,2,0.06000600060006
521,2,1,0,3,2,1O:1O,3O,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
522,1,2,1,2,2,,2O:3O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
523,0,2,2,1,2,,2O:3O,1O:1O1S,,1L:1L,2,0.06000600060006
524,1,3,2,1,2,1O,::2O,1O:2O,,1L:1L,2,0.06000600060006
525,0,2,2,1,2,,2O:3O,1O:2O1S,,1L:1L,2,0.06000600060006
526,2,2,0,2,1,1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
527,1,3,1,1,1,,:1O:2O,2O1S,,1L,2,0.06000600060006
528,1,2,2,1,2,,2O:3O,2O1S:2O1S,,1L:1L,2,0.06000600060006
529,1,3,2,1,1,1O,:1O:2O,:,,1L,2,0.06000600060006
530,0,2,2,1,2,,2O:3O,1N1O1S:1O,,1L:1L,2,0.06000600060006
531,1,3,1,1,1,1O,::2O,,,1L,2,0.06000600060006
532,1,2,2,1,2,1O,1O:2O,1O:1O,,1L:1L,2,0.06000600060006
533,1,2,2,1,2,1O,1O:2O,1O:1O1S,,1L:1L,2,0.06000600060006
534,2,1,1,2,2,1O:1O,2O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
535,2,1,1,2,2,1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
536,1,2,1,1,2,1O,2O:2O,2O1S,,1L:1L,2,0.06000600060006
537,1,3,0,2,2,1O,:2O:2O,,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
538,2,1,2,2,2,1O:1O,,1O:1O,1S:2S:3S:3S:4S:4S:4S:5S,1L:1L,2,0.06000600060006
539,2,2,0,1,1,:1O,1O:3O,,,1L,2,0.06000600060006
540,0,3,2,1,2,,:2O:3O,1N2O1S:1O,,1L:1L,2,0.06000600060006
541,2,1,1,2,2,1O:1O,2O,3O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
542,2,1,2,2,2,1O:1O,2O,:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
543,2,0,2,2,2,1O:1O,,1O:1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
544,1,2,2,1,2,1O,1O:2O,1O:2O,,1L:1L,2,0.06000600060006
545,2,2,0,2,2,:1O,2O:3O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
546,0,3,2,1,2,,:2O:3O,1N1O:1O,,1L:1L,2,0.06000600060006
547,2,1,1,2,2,1O:1O,3O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
548,2,2,0,2,2,:1O,2O:2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
549,1,3,2,1,2,1O,:2O:3O,1O:2O1S,,1L:1L,2,0.06000600060006
550,1,3,0,2,2,1O,:2O:2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
551,1,3,0,2,2,1O,:2O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
552,1,2,1,1,1,1O,1O:3O,,,1L,2,0.06000600060006
553,1,3,1,1,1,1O,::2O,1O,,1L,2,0.06000600060006
554,2,2,0,1,2,1O:2O,2O:3O,,,1L:1L,2,0.06000600060006
555,2,2,0,2,1,1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
556,1,2,2,1,2,1O,2O:2O,1O:2O,,1L:1L,2,0.06000600060006
557,1,3,2,1,2,,:2O:3O,1O:1O,,1L:1L,2,0.06000600060006
558,1,2,1,1,1,1O,2O:2O,1O,,1L,2,0.06000600060006
559,1,2,2,1,2,,2O:2O,1N3O2S:1N3O2S,,1L:1L,1,0.03000300030003
560,4,1,1,1,2,1O:1O:1O:1O,2O,2O,,1L:1L,1,0.03000300030003
561,1,2,2,1,2,,2O:2O,1N2O1S:1O1S,,1L:1L,1,0.03000300030003
562,1,2,2,1,2,,2O:2O,1N3O2S:2O1S,,1L:1L,1,0.03000300030003
