,num_dol,num_eee,num_tfsi,num_ps,num_li,atoms_dol,atoms_eee,atoms_tfsi,atoms_ps,atoms_li,count,%
342,3,2,0,2,2,1O:1O:1O,:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
343,3,2,0,2,2,1O:1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
344,1,2,1,1,2,1O,3O:3O,,,1L:1L,2,0.06000600060006
345,4,2,0,1,1,:::1O,:,,,1L,2,0.06000600060006
346,3,1,1,1,1,::,3O,1O,,1L,2,0.06000600060006
347,4,2,0,1,1,:::1O,1O:2O,,,1L,2,0.06000600060006
348,4,1,1,1,2,:1O:1O:2O,2O,1O,,1L:1L,2,0.06000600060006
349,3,3,1,1,1,::,::2O,1O,,1L,2,0.06000600060006
350,3,2,1,1,2,1O:1O:2O,:3O,2O,,1L:1L,2,0.06000600060006
351,0,5,0,1,1,,::::3O,,,1L,2,0.06000600060006
352,2,3,0,1,2,1O:1O,:3O:3O,,,1L:1L,2,0.06000600060006
353,2,2,0,2,1,:,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
354,2,3,0,1,1,:2O,:1O:3O,,,1L,2,0.06000600060006
355,3,3,0,2,1,::,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
356,2,3,0,1,1,:2O,::3O,,,1L,2,0.06000600060006
357,3,3,0,1,2,::1O,::2O,,,1L:1L,2,0.06000600060006
358,3,3,1,1,1,1O:1O:1O,::,1O,,1L,2,0.06000600060006
359,7,1,0,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
360,5,1,1,1,1,::1O:1O:1O,,2O1S,,1L,2,0.06000600060006
361,0,5,1,1,1,,::::2O,1O,,1L,2,0.06000600060006
362,2,2,1,1,1,:1O,:,,,1L,2,0.06000600060006
363,5,1,1,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
364,2,3,0,2,1,:,:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
365,2,2,0,1,1,:1O,:1O,,,1L,2,0.06000600060006
366,3,3,0,2,1,::1O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
367,3,3,0,2,1,::1O,::1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
368,5,1,0,1,1,::1O:1O:2O,3O,,,1L,2,0.06000600060006
369,2,3,0,1,1,1O:1O,::,,,1L,2,0.06000600060006
370,3,3,0,2,2,:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
371,3,3,0,1,1,::2O,::3O,,,1L,2,0.06000600060006
372,2,1,1,2,2,1O:1O,3O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
373,5,1,0,1,1,::1O:1O:1O,2O,,,1L,2,0.06000600060006
374,3,3,0,1,1,::2O,::2O,,,1L,2,0.06000600060006
375,2,2,0,1,2,1O:2O,2O:3O,,,1L:1L,2,0.06000600060006
376,5,2,0,1,1,1O:1O:1O:1O:1O,:,,,1L,2,0.06000600060006
377,2,1,1,2,2,1O:1O,3O,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
378,2,2,1,1,2,1O:1O,2O:2O,,,1L:1L,2,0.06000600060006
379,3,3,0,1,1,::1O,::1O,,,1L,2,0.06000600060006
380,2,3,0,1,1,:1O,::,,,1L,2,0.06000600060006
381,5,1,0,1,1,::1O:1O:2O,2O,,,1L,2,0.06000600060006
382,2,3,0,1,1,:1O,::1O,,,1L,2,0.06000600060006
383,2,2,1,1,2,1O:1O,2O:2O,1O,,1L:1L,2,0.06000600060006
384,5,2,0,1,1,::1O:1O:1O,:3O,,,1L,2,0.06000600060006
385,0,3,1,1,1,,::3O,,,1L,2,0.06000600060006
386,5,1,0,1,1,:::1O:2O,2O,,,1L,2,0.06000600060006
387,2,3,0,2,1,:,::2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,2,0.06000600060006
388,4,3,0,1,1,:::1O,:1O:3O,,,1L,2,0.06000600060006
389,2,2,1,1,1,1O:1O,:3O,,,1L,2,0.06000600060006
390,2,2,1,1,2,:1O,3O:3O,,,1L:1L,2,0.06000600060006
391,3,4,0,1,1,:1O:2O,:::2O,,,1L,2,0.06000600060006
392,3,4,1,1,1,:1O:1O,:::,1O,,1L,2,0.06000600060006
393,3,4,1,1,1,:1O:1O,:::2O,,,1L,2,0.06000600060006
394,2,1,0,1,1,:1O,3O,,,1L,2,0.06000600060006
395,5,1,0,1,2,::1O:1O:1O,2O,,,1L:1L,2,0.06000600060006
396,2,2,0,2,1,:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
397,5,0,0,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
398,5,0,0,1,1,:1O:1O:1O:1O,,,,1L,2,0.06000600060006
399,7,1,0,1,1,:::1O:1O:1O:1O,,,,1L,2,0.06000600060006
400,3,4,0,1,1,::,:::3O,,,1L,2,0.06000600060006
401,5,1,1,1,1,::::1O,,1O,,1L,2,0.06000600060006
402,3,3,1,1,1,::,::3O,1O,,1L,2,0.06000600060006
403,2,2,1,1,2,:1O,2O:2O,1O1S,,1L:1L,2,0.06000600060006
404,3,3,1,1,1,:1O:1O,::,2O,,1L,2,0.06000600060006
405,6,2,0,1,1,:::::1O,:2O,,,1L,2,0.06000600060006
406,5,2,0,1,1,::::,:3O,,,1L,2,0.06000600060006
407,3,3,1,1,1,1O:1O:2O,::1O,1O,,1L,2,0.06000600060006
408,5,1,0,1,1,::::,3O,,,1L,2,0.06000600060006
409,2,2,0,1,1,:,1O:3O,,,1L,2,0.06000600060006
410,3,3,0,2,1,::1O,::,,2S:2S:2S:3S:3S:3S:3S:3S,1L,2,0.06000600060006
411,3,3,1,1,1,::1O,::1O,,,1L,2,0.06000600060006
412,0,3,0,2,1,,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
413,3,3,0,1,1,1O:1O:2O,::,,,1L,2,0.06000600060006
414,2,1,0,2,2,1O:1O,3O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
415,3,3,0,1,1,1O:1O:1O,::3O,,,1L,2,0.06000600060006
416,4,3,0,2,1,:1O:1O:1O,::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
417,0,3,0,1,1,,:1O:3O,,,1L,2,0.06000600060006
418,2,2,1,1,2,1O:1O,:3O,2O,,1L:1L,2,0.06000600060006
419,4,1,1,1,1,:1O:1O:1O,1O,,,1L,1,0.03000300030003
420,7,1,0,1,1,::::1O:1O:1O,,,,1L,1,0.03000300030003
421,3,4,0,1,1,1O:1O:1O,::1O:2O,,,1L,1,0.03000300030003
422,4,1,1,1,1,:1O:1O:1O,1O,1O,,1L,1,0.03000300030003
423,7,1,0,1,1,:::1O:1O:1O:1O,3O,,,1L,1,0.03000300030003
424,4,1,1,1,1,1O:1O:2O:2O,,1O,,1L,1,0.03000300030003
425,4,1,1,1,1,:1O:1O:1O,1O,2O,,1L,1,0.03000300030003
426,4,1,0,2,2,:::1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
427,3,4,1,2,1,::1O,:::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
428,3,4,0,1,0,::1O,:::1O,,,,1,0.03000300030003
429,4,1,1,1,1,:::1O,3O,1N1O,,1L,1,0.03000300030003
430,3,3,1,1,1,::,::3O,1O1S,,1L,1,0.03000300030003
431,6,1,0,1,1,::1O:1O:2O:2O,,,,1L,1,0.03000300030003
432,3,3,1,1,1,::1O,:1O:3O,,,1L,1,0.03000300030003
433,8,1,0,1,1,::::1O:1O:1O:1O,,,,1L,1,0.03000300030003
434,7,2,0,1,1,::1O:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
435,3,3,1,1,1,::1O,::,1O,,1L,1,0.03000300030003
436,6,1,0,1,1,:::1O:1O:1O,1O,,,1L,1,0.03000300030003
437,4,1,1,1,2,1O:1O:1O:1O,2O,1O1S,,1L:1L,1,0.03000300030003
438,4,1,1,1,1,:::1O,3O,1O,,1L,1,0.03000300030003
439,6,1,0,1,1,:::1O:1O:2O,1O,,,1L,1,0.03000300030003
440,6,1,0,1,1,:::1O:1O:2O,2O,,,1L,1,0.03000300030003
441,4,1,1,1,1,::1O:1O,,1N3O2S,,1L,1,0.03000300030003
442,4,1,1,1,1,:::1O,2O,1O,,1L,1,0.03000300030003
443,4,1,1,1,1,:::1O,2O,,,1L,1,0.03000300030003
444,4,1,1,1,1,:::,2O,1O,,1L,1,0.03000300030003
445,6,1,0,1,1,::::1O:1O,,,,1L,1,0.03000300030003
446,7,1,1,1,1,:::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
447,4,1,1,1,1,::2O:2O,1O,1O,,1L,1,0.03000300030003
448,4,1,1,1,1,::1O:1O,1O,2O1S,,1L,1,0.03000300030003
449,3,3,1,2,1,::1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
450,4,1,1,1,1,::1O:1O,,3O2S,,1L,1,0.03000300030003
451,3,4,0,1,0,::,:::1O,,,,1,0.03000300030003
452,3,4,0,1,1,:2O:2O,:::2O,,,1L,1,0.03000300030003
453,6,1,0,1,1,:::::1O,2O,,,1L,1,0.03000300030003
454,3,4,0,1,1,::,:::2O,,,1L,1,0.03000300030003
455,6,2,0,2,1,::::1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
456,3,4,0,2,1,:1O:1O,:::,,2S:3S:3S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
457,3,4,0,2,1,:1O:1O,:::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
458,6,2,0,1,1,:::::1O,:3O,,,1L,1,0.03000300030003
459,6,1,1,1,1,::::1O:1O,,1O,,1L,1,0.03000300030003
460,4,1,0,1,2,1O:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
461,6,1,1,1,1,:::1O:1O:2O,,1O,,1L,1,0.03000300030003
462,6,1,1,1,1,:::1O:1O:2O,,,,1L,1,0.03000300030003
463,6,2,1,1,1,:::1O:1O:1O,:1O,2O,,1L,1,0.03000300030003
464,6,2,0,2,1,:::::1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
465,6,1,1,1,1,:::1O:1O:1O,,1O,,1L,1,0.03000300030003
466,6,2,1,1,1,::1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
467,6,1,1,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
468,6,2,1,1,1,::1O:1O:1O:2O,:,1O,,1L,1,0.03000300030003
469,4,1,0,1,2,:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
470,3,4,0,2,1,::1O,:::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
471,6,2,0,1,1,:1O:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
472,3,4,0,2,1,::1O,:::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
473,6,2,0,1,1,:::1O:1O:1O,:1O,,,1L,1,0.03000300030003
474,3,4,1,1,1,1O:1O:1O,:::,1O,,1L,1,0.03000300030003
475,4,1,0,1,1,:1O:1O:2O,2O,,,1L,1,0.03000300030003
476,4,1,0,1,1,:1O:1O:2O,,,,1L,1,0.03000300030003
477,4,1,0,1,1,:1O:1O:1O,3O,,,1L,1,0.03000300030003
478,3,4,1,1,1,::,:::3O,1O,,1L,1,0.03000300030003
479,6,2,0,1,1,::1O:1O:1O:2O,:,,,1L,1,0.03000300030003
480,4,1,0,1,1,1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
481,4,0,1,1,1,::1O:2O,,,,1L,1,0.03000300030003
482,4,0,1,1,1,::1O:1O,,2O1S,,1L,1,0.03000300030003
483,3,5,0,1,1,::1O,::::3O,,,1L,1,0.03000300030003
484,3,5,0,1,1,:1O:1O,::::2O,,,1L,1,0.03000300030003
485,3,5,0,1,0,::1O,::::,,,,1,0.03000300030003
486,3,5,0,1,0,::,::::1O,,,,1,0.03000300030003
487,3,4,0,2,1,1O:1O:1O,:::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
488,6,1,1,1,1,::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
489,4,1,0,2,2,::1O:1O,3O,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
490,6,1,0,1,1,::::1O:2O,2O,,,1L,1,0.03000300030003
491,6,1,0,2,1,::1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
492,4,1,0,2,2,1O:1O:1O:2O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
493,4,1,0,2,2,1O:1O:1O:2O,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
494,4,1,0,2,2,:1O:1O:1O,2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
495,3,4,1,1,1,::1O,:::2O,,,1L,1,0.03000300030003
496,7,1,0,1,1,::1O:1O:1O:1O:2O,,,,1L,1,0.03000300030003
497,3,4,0,1,1,::1O,:::1O,,,1L,1,0.03000300030003
498,4,1,0,2,1,1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
499,4,1,0,2,2,:1O:1O:2O,3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
500,3,4,0,1,1,::1O,:::,,,1L,1,0.03000300030003
501,4,1,0,2,2,::1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
502,3,4,0,1,1,::1O,::1O:3O,,,1L,1,0.03000300030003
503,4,1,0,2,2,::1O:1O,2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
504,4,1,0,2,2,::1O:1O,3O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
505,4,1,0,2,2,1O:1O:1O:1O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
506,6,1,0,2,2,::1O:1O:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
507,6,1,1,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
508,3,4,0,1,1,::2O,:::2O,,,1L,1,0.03000300030003
509,4,1,0,2,2,1O:1O:1O:1O,2O,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
510,4,1,0,2,2,1O:1O:1O:1O,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
511,4,1,0,2,2,1O:1O:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
512,4,1,0,2,1,:::1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
513,4,1,0,2,1,:::1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
514,7,0,0,1,1,:::1O:1O:1O:1O,,,,1L,1,0.03000300030003
515,4,1,0,2,1,::1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
516,7,0,0,1,1,::1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
517,4,1,0,2,1,::1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
518,4,1,0,2,1,::1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
519,4,1,0,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
520,4,1,0,2,1,:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
521,6,2,1,1,1,::::1O:1O,:,1O1S,,1L,1,0.03000300030003
522,5,1,0,2,2,::1O:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
523,5,3,0,2,1,:::1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
524,4,1,1,1,2,1O:1O:1O:1O,3O,1O,,1L:1L,1,0.03000300030003
525,5,2,0,1,1,:1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
526,5,2,0,1,1,::::2O,:2O,,,1L,1,0.03000300030003
527,4,3,0,1,2,::1O:1O,:2O:3O,,,1L:1L,1,0.03000300030003
528,4,3,0,1,2,:::1O,::,,,1L:1L,1,0.03000300030003
529,4,3,0,2,1,1O:1O:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
530,4,3,0,2,1,:1O:1O:2O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
531,4,3,0,2,1,::1O:1O,::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
532,4,3,0,2,1,:::,::2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
533,4,3,0,2,1,:::1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
534,4,3,0,2,1,:::1O,::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
535,5,2,0,1,1,:::1O:2O,:2O,,,1L,1,0.03000300030003
536,4,3,0,2,1,:::1O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
537,5,2,0,1,1,:::1O:1O,:1O,,,1L,1,0.03000300030003
538,4,3,1,1,1,:1O:1O:1O,::,,,1L,1,0.03000300030003
539,4,3,1,1,1,:1O:1O:1O,::,1O,,1L,1,0.03000300030003
540,4,3,1,1,1,:1O:1O:1O,::,2O1S,,1L,1,0.03000300030003
541,4,3,1,1,1,::1O:1O,::,,,1L,1,0.03000300030003
542,5,2,0,1,1,:::1O:1O,1O:3O,,,1L,1,0.03000300030003
543,5,2,0,1,1,::1O:1O:2O,:2O,,,1L,1,0.03000300030003
544,5,2,0,1,1,::1O:1O:2O,:,,,1L,1,0.03000300030003
545,5,2,0,1,2,:::1O:1O,:2O,,,1L:1L,1,0.03000300030003
546,4,3,0,1,1,:::1O,::1O,,,1L,1,0.03000300030003
547,4,3,0,1,1,:::,::3O,,,1L,1,0.03000300030003
548,4,3,0,1,1,:1O:1O:1O,::3O,,,1L,1,0.03000300030003
549,5,2,0,2,2,::1O:1O:1O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
550,4,2,1,2,2,::1O:1O,:3O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
551,4,2,2,1,1,:1O:1O:1O,:,:,,1L,1,0.03000300030003
552,4,2,2,1,1,::1O:2O,:,:1O,,1L,1,0.03000300030003
553,4,3,0,1,0,:::,::,,,,1,0.03000300030003
554,4,3,0,1,0,:::1O,::,,,,1,0.03000300030003
555,4,3,0,1,1,1O:1O:1O:1O,::,,,1L,1,0.03000300030003
556,4,3,0,1,1,1O:1O:1O:2O,::1O,,,1L,1,0.03000300030003
557,5,2,0,2,1,::::1O,:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
558,4,3,0,1,1,::1O:2O,::3O,,,1L,1,0.03000300030003
559,4,3,0,1,1,::1O:1O,:1O:3O,,,1L,1,0.03000300030003
560,5,2,0,2,1,::::1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
561,4,3,0,1,1,::1O:1O,::,,,1L,1,0.03000300030003
562,4,3,0,1,1,::1O:1O,::1O,,,1L,1,0.03000300030003
563,5,2,0,2,1,:::1O:1O,:,,2S:3S:3S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
564,5,2,0,2,1,:::1O:1O,:,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
565,5,2,0,2,1,:::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
566,4,3,0,1,1,::1O:2O,::2O,,,1L,1,0.03000300030003
567,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,1,0.03000300030003
568,4,3,1,1,1,::1O:1O,::,1O1S,,1L,1,0.03000300030003
569,4,1,1,1,2,1O:1O:1O:2O,2O,1O1S,,1L:1L,1,0.03000300030003
570,4,3,1,1,1,::1O:1O,::2O,,,1L,1,0.03000300030003
571,5,1,0,1,1,::1O:1O:2O,,,,1L,1,0.03000300030003
572,5,1,1,1,1,:::1O:1O,,,,1L,1,0.03000300030003
573,5,1,1,1,1,::1O:1O:1O,2O,1O,,1L,1,0.03000300030003
574,5,1,0,1,1,:::1O:1O,,,,1L,1,0.03000300030003
575,5,1,0,1,1,:::1O:1O,1O,,,1L,1,0.03000300030003
576,5,1,1,1,1,::1O:1O:1O,,1O1S,,1L,1,0.03000300030003
577,5,1,1,1,1,:1O:1O:1O:1O,,1O1S,,1L,1,0.03000300030003
578,5,1,1,1,1,:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
579,5,1,1,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
580,5,1,0,1,1,::::1O,,,,1L,1,0.03000300030003
581,5,1,0,2,2,::1O:1O:1O,3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
582,5,1,0,1,2,1O:1O:1O:1O:1O,3O,,,1L:1L,1,0.03000300030003
583,5,1,0,2,1,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
584,5,1,0,2,1,::1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
585,5,1,0,2,1,:::1O:1O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
586,5,1,0,2,2,::1O:1O:1O,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
587,5,1,0,2,1,::::,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
588,5,1,0,2,1,::::1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
589,5,1,0,2,1,::::1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
590,5,1,1,1,1,:::1O:1O,,2O,,1L,1,0.03000300030003
591,5,1,1,1,1,:::1O:1O,1O,1O1S,,1L,1,0.03000300030003
592,5,1,1,1,1,:::1O:2O,,1O,,1L,1,0.03000300030003
593,4,4,0,1,1,:1O:1O:1O,:::,,,1L,1,0.03000300030003
594,4,3,1,1,1,::1O:1O,::3O,1O,,1L,1,0.03000300030003
595,4,3,1,1,1,:::1O,::2O,,,1L,1,0.03000300030003
596,4,3,1,1,1,:::1O,::3O,,,1L,1,0.03000300030003
597,5,2,0,1,1,1O:1O:1O:1O:1O,1O:2O,,,1L,1,0.03000300030003
598,4,4,0,1,0,:::,:::1O,,,,1,0.03000300030003
599,5,1,1,2,2,::1O:1O:1O,2O,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
600,5,1,1,1,2,:1O:1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
601,4,4,0,1,1,1O:1O:1O:1O,:::,,,1L,1,0.03000300030003
602,4,4,0,1,1,:::1O,::1O:3O,,,1L,1,0.03000300030003
603,5,1,0,1,1,:1O:1O:1O:1O,3O,,,1L,1,0.03000300030003
604,5,1,1,1,1,::::1O,2O,,,1L,1,0.03000300030003
605,4,4,0,1,1,:::1O,:::3O,,,1L,1,0.03000300030003
606,4,4,0,2,1,:::1O,:::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
607,4,4,1,1,0,:::1O,:::,,,,1,0.03000300030003
608,5,0,0,2,1,:::1O:2O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
609,5,0,1,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
610,5,1,0,1,1,1O:1O:1O:1O:2O,,,,1L,1,0.03000300030003
611,5,1,0,1,1,:1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
612,4,2,1,2,1,:::1O,:,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
613,4,2,1,1,2,:1O:1O:1O,:3O,1O,,1L:1L,1,0.03000300030003
614,5,2,0,2,2,::::2O,:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
615,4,2,1,1,2,:1O:1O:1O,:2O,1O,,1L:1L,1,0.03000300030003
616,4,2,0,1,1,:1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
617,6,0,0,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
618,4,2,0,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
619,5,4,0,1,0,::::1O,:::1O,,,,1,0.03000300030003
620,5,3,1,1,1,:::1O:1O,::1O,1N1O1S,,1L,1,0.03000300030003
621,5,3,1,1,1,:::1O:1O,:1O:2O,1O,,1L,1,0.03000300030003
622,4,2,0,1,1,::1O:2O,:,,,1L,1,0.03000300030003
623,5,3,1,1,1,::1O:1O:1O,::,1O,,1L,1,0.03000300030003
624,5,1,0,2,2,::1O:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
625,5,3,0,2,1,::1O:1O:1O,::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
626,4,2,0,1,1,::1O:2O,:2O,,,1L,1,0.03000300030003
627,5,3,0,1,1,:::1O:1O,::2O,,,1L,1,0.03000300030003
628,5,3,0,1,1,::1O:1O:2O,::2O,,,1L,1,0.03000300030003
629,5,3,0,1,1,:1O:1O:2O:2O,::,,,1L,1,0.03000300030003
630,5,3,0,1,1,:1O:1O:1O:1O,::,,,1L,1,0.03000300030003
631,4,2,0,1,1,:::1O,:1O,,,1L,1,0.03000300030003
632,5,3,0,1,0,::::1O,::,,,,1,0.03000300030003
633,5,2,2,1,1,::1O:1O:1O,:,:1O,,1L,1,0.03000300030003
634,5,2,1,2,1,::1O:1O:1O,:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
635,4,2,0,1,1,1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
636,6,0,0,1,1,::1O:1O:1O:2O,,,,1L,1,0.03000300030003
637,4,2,0,1,1,1O:1O:1O:1O,:,,,1L,1,0.03000300030003
638,4,1,1,1,2,:1O:1O:1O,3O,2O1S,,1L:1L,1,0.03000300030003
639,6,1,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
640,6,1,0,1,0,:::::1O,,,,,1,0.03000300030003
641,6,0,1,1,1,::::1O:2O,,1O1S,,1L,1,0.03000300030003
642,6,0,1,1,1,::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
643,4,1,1,1,2,1O:1O:1O:2O,3O,1O,,1L:1L,1,0.03000300030003
644,6,0,1,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
645,4,1,1,1,2,:1O:1O:1O,3O,1O1S,,1L:1L,1,0.03000300030003
646,4,1,1,1,2,:1O:1O:1O,3O,2O,,1L:1L,1,0.03000300030003
647,4,1,1,1,2,:1O:1O:2O,3O,,,1L:1L,1,0.03000300030003
648,4,2,0,1,0,:::,:1O,,,,1,0.03000300030003
649,4,1,1,1,2,:1O:1O:2O,3O,1O,,1L:1L,1,0.03000300030003
