,num_dol,num_ems,num_tfsi,num_ps,num_li,atoms_dol,atoms_ems,atoms_tfsi,atoms_ps,atoms_li,count,%
275,7,4,0,1,1,:::1O:1O:1O:1O,1O:1O:1O:1O1S,,,1L,3,0.09000900090009
276,8,5,0,1,0,:::::::,::::,,,,3,0.09000900090009
277,7,4,0,1,1,:::1O:1O:1O:1O,1O:1O:1O:1O,,,1L,3,0.09000900090009
278,7,4,1,1,1,::::1O:1O:2O,:1O:1O:2O1S,,,1L,3,0.09000900090009
279,6,4,1,1,1,:::1O:1O:1O,:1O:1O:1O,1O,,1L,3,0.09000900090009
280,9,6,0,1,1,:::::1O:1O:1O:1O,:::1O:1O:1O,,,1L,3,0.09000900090009
281,5,5,0,1,1,::1O:2O:2O,::1O:2O1S:2O1S,,,1L,3,0.09000900090009
282,7,6,1,1,1,::::1O:1O:1O,:::1O:1O:1O,,,1L,3,0.09000900090009
283,7,5,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O1S:2O1S,,,1L:1L,3,0.09000900090009
284,6,5,0,1,2,::1O:1O:1O:2O,:1O:1O:1O:2O1S,,,1L:1L,3,0.09000900090009
285,7,6,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:1O:2O1S,,,1L:1L,3,0.09000900090009
286,6,3,0,1,1,:::1O:1O:1O,1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
287,6,4,0,1,1,:1O:1O:1O:1O:1O,1O:1O:1O1S:1O1S,,,1L,2,0.06000600060006
288,7,3,0,1,1,::::1O:1O:2O,1O:1O1S:2O1S,,,1L,2,0.06000600060006
289,7,3,0,1,1,::::1O:1O:2O,:1O:2O1S,,,1L,2,0.06000600060006
290,6,3,0,2,1,::::1O:1O,:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
291,7,4,0,1,0,:::::1O:1O,:::1O,,,,2,0.06000600060006
292,7,3,0,1,1,::1O:1O:1O:1O:1O,1O:1O:1O1S,,,1L,2,0.06000600060006
293,7,6,0,1,1,::::1O:1O:2O,:::1O:1O1S:2O1S,,,1L,2,0.06000600060006
294,6,6,0,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O1S,,,1L:1L,2,0.06000600060006
295,6,3,0,2,1,:::1O:1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
296,7,6,0,1,1,:::1O:1O:1O:1O,:::1O:1O1S:1O1S,,,1L,2,0.06000600060006
297,6,6,0,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
298,7,4,0,1,1,::1O:1O:1O:1O:2O,:1O:1O:1O1S,,,1L,2,0.06000600060006
299,7,3,0,1,1,:::1O:1O:1O:1O,1O:1O1S:1O1S,,,1L,2,0.06000600060006
300,6,4,0,1,0,:::::1O,:::1O1S,,,,2,0.06000600060006
301,7,2,0,1,0,:::::1O:1O,:,,,,2,0.06000600060006
302,6,3,1,1,1,::::1O:1O,:1O:1O1S,,,1L,2,0.06000600060006
303,6,3,0,1,1,::1O:1O:1O:2O,:1O:2O1S,,,1L,2,0.06000600060006
304,6,6,1,1,1,:::1O:1O:1O,:::1O:1O:1O,,,1L,2,0.06000600060006
305,6,3,1,1,1,:::1O:1O:1O,:1O:1O,,,1L,2,0.06000600060006
306,7,2,0,1,0,:::::1O:1O,:1O,,,,2,0.06000600060006
307,6,3,0,1,1,::::1O:1O,:1O:1O,,,1L,2,0.06000600060006
308,6,3,1,1,1,:::1O:1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
309,7,2,0,1,1,:::1O:1O:1O:1O,1O:1O1S,,,1L,2,0.06000600060006
310,6,3,0,1,1,::1O:1O:1O:2O,1O:1O:1O,,,1L,2,0.06000600060006
311,6,4,0,1,0,::::1O:1O,:::,,,,2,0.06000600060006
312,6,4,0,1,0,::::1O:1O,:::1O,,,,2,0.06000600060006
313,6,3,1,1,1,::::1O:1O,:1O:1O,1O,,1L,2,0.06000600060006
314,6,4,0,1,0,::::1O:1O,:::1O1S,,,,2,0.06000600060006
315,6,3,0,1,1,::1O:1O:1O:2O,1O:1O1S:1O1S,,,1L,2,0.06000600060006
316,7,6,0,1,1,::::1O:1O:1O,::::1O:1O,,,1L,2,0.06000600060006
317,7,2,0,1,0,::::1O:1O:1O,:,,,,2,0.06000600060006
318,6,3,1,1,1,::1O:1O:1O:1O,1O:1O:1O1S,,,1L,2,0.06000600060006
319,6,5,0,1,1,::1O:1O:1O:1O,:1O:1O:1O:1O,,,1L,2,0.06000600060006
320,6,4,0,1,1,:1O:1O:1O:1O:2O,1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
321,7,4,1,1,1,:::::1O:1O,::1O:1O1S,1O,,1L,2,0.06000600060006
322,6,5,0,1,2,:1O:1O:1O:1O:2O,1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
323,6,5,0,1,2,:1O:1O:1O:2O:2O,1O:1O:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
324,6,4,1,1,1,::::1O:1O,::1O:1O,2O1S,,1L,2,0.06000600060006
325,6,4,1,1,1,::::1O:1O,::1O:1O,1O,,1L,2,0.06000600060006
326,7,5,0,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O1S,,,1L:1L,2,0.06000600060006
327,6,5,0,1,2,:::1O:2O:2O,::1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
328,6,4,1,1,1,:::1O:1O:1O,::1O:1O,1O,,1L,2,0.06000600060006
329,6,4,0,2,1,:::1O:1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
330,6,5,0,2,1,:::1O:1O:1O,::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
331,6,4,1,1,1,:::1O:1O:1O,:1O:1O1S:1O1S,,,1L,2,0.06000600060006
332,7,4,1,1,1,::::1O:1O:1O,::1O:1O1S,,,1L,2,0.06000600060006
333,6,4,0,2,2,:1O:1O:1O:1O:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
334,7,5,0,2,1,:::::1O:1O,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
335,6,5,0,2,1,::::1O:1O,:::1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
336,6,5,0,1,2,:1O:1O:1O:1O:2O,1O:1O:1O1S:1O1S:2O1S,,,1L:1L,2,0.06000600060006
337,7,5,0,1,0,:::::1O:1O,::::1O,,,,2,0.06000600060006
338,6,5,0,1,2,1O:1O:1O:1O:2O:2O,1O:1O:1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
339,6,5,0,1,2,1O:1O:1O:1O:1O:2O,1O:1O:1O1S:1O1S:2O1S,,,1L:1L,2,0.06000600060006
340,6,5,0,1,1,:::1O:2O:2O,::1O1S:2O1S:2O1S,,,1L,2,0.06000600060006
341,6,4,1,2,1,::::1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
342,6,5,0,1,1,:::1O:1O:2O,::1O:1O:2O,,,1L,2,0.06000600060006
343,6,5,0,1,0,:::::1O,::::1O,,,,2,0.06000600060006
344,6,5,0,1,0,:::::1O,::::1O1S,,,,2,0.06000600060006
345,7,5,0,1,1,:::1O:1O:1O:2O,:1O:1O:1O:2O1S,,,1L,2,0.06000600060006
346,6,5,0,1,1,:1O:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L,2,0.06000600060006
347,7,5,0,1,1,::1O:1O:1O:1O:1O,::1O:1O:1O,,,1L,2,0.06000600060006
348,7,5,0,1,1,::1O:1O:1O:1O:1O,::1O:1O:1O1S,,,1L,2,0.06000600060006
349,7,5,0,1,1,:::1O:1O:1O:1O,:::1O:1O1S,,,1L,2,0.06000600060006
350,6,5,0,1,1,::1O:1O:1O:2O,::1O:1O:1O1S,,,1L,2,0.06000600060006
351,6,5,0,1,1,::1O:1O:1O:2O,::1O:1O1S:2O1S,,,1L,2,0.06000600060006
352,6,5,0,1,1,::1O:1O:1O:2O,:1O:1O1S:1O1S:2O1S,,,1L,2,0.06000600060006
353,7,4,1,1,1,::::1O:1O:1O,::1O:1O,,,1L,2,0.06000600060006
354,7,4,1,1,1,::::1O:1O:1O,:1O:1O:1O1S,,,1L,2,0.06000600060006
355,6,6,0,1,1,::1O:1O:1O:2O,::1O:1O:1O:2O1S,,,1L,2,0.06000600060006
356,6,5,1,2,1,::::1O:1O,:::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
357,6,4,0,1,1,::1O:1O:1O:2O,1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
358,6,4,0,1,1,::1O:1O:1O:1O,::1O:1O,,,1L,2,0.06000600060006
359,6,5,1,1,1,:::1O:1O:1O,:::1O:1O1S,,,1L,2,0.06000600060006
360,6,5,1,1,1,:::1O:1O:2O,::1O:1O:2O1S,,,1L,2,0.06000600060006
361,6,4,0,1,1,::1O:1O:1O:1O,::1O1S:1O1S,,,1L,2,0.06000600060006
362,6,5,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O1S:1O1S,1O,,1L:1L,2,0.06000600060006
363,6,5,2,1,1,:::1O:1O:1O,::1O:1O:1O1S,:,,1L,2,0.06000600060006
364,7,5,0,2,2,::1O:1O:1O:1O:1O,1O:1O:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
365,7,4,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
366,6,4,0,1,1,::1O:1O:1O:1O,1O:1O:1O:1O1S,,,1L,2,0.06000600060006
367,6,4,0,1,1,::1O:1O:1O:1O,1O:1O:1O:1O,,,1L,2,0.06000600060006
368,6,6,0,1,1,::1O:1O:1O:1O,::1O:1O:1O:1O,,,1L,2,0.06000600060006
369,6,4,0,1,1,:1O:1O:1O:1O:2O,:1O:1O:2O1S,,,1L,2,0.06000600060006
370,6,6,0,1,1,::1O:1O:1O:2O,::1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
371,7,6,0,1,1,::1O:1O:1O:1O:1O,::1O:1O:1O:1O1S,,,1L,2,0.06000600060006
372,6,4,0,1,1,::1O:1O:1O:2O,:1O:1O:2O1S,,,1L,2,0.06000600060006
373,6,5,1,1,1,:::1O:1O:1O,::1O:1O:1O1S,1O,,1L,2,0.06000600060006
374,7,5,1,1,1,:::::1O:1O,:::1O:1O,2O,,1L,2,0.06000600060006
375,7,4,0,2,1,:::::1O:1O,::1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
376,6,4,0,1,1,:::1O:1O:2O,::1O:2O,,,1L,2,0.06000600060006
377,6,5,1,1,1,::1O:1O:1O:1O,:1O:1O:1O1S:1O1S,,,1L,2,0.06000600060006
378,6,4,0,1,1,:::1O:2O:2O,:1O:2O1S:2O1S,,,1L,2,0.06000600060006
379,7,5,1,1,1,::::1O:1O:1O,:::1O:1O,,,1L,2,0.06000600060006
380,6,5,0,2,2,:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O1S,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
381,6,4,0,1,1,::::1O:1O,:::1O,,,1L,2,0.06000600060006
382,7,5,1,1,1,::::1O:1O:1O,::1O:1O:1O1S,,,1L,2,0.06000600060006
383,7,5,1,1,1,::::1O:1O:1O,::1O:1O1S:1O1S,1O,,1L,2,0.06000600060006
384,7,5,1,1,1,:::1O:1O:1O:2O,:1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
385,7,5,1,1,1,:::1O:1O:1O:1O,::1O:1O:1O1S,,,1L,2,0.06000600060006
386,7,5,1,1,1,:::1O:1O:1O:1O,::1O:1O:1O,,,1L,2,0.06000600060006
387,7,5,1,1,1,::1O:1O:1O:1O:1O,:1O:1O:1O:1O1S,,,1L,2,0.06000600060006
388,6,3,0,1,1,:::1O:1O:1O,:1O1S:1O1S,,,1L,2,0.06000600060006
389,7,3,0,2,1,:::::1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
390,8,5,0,1,1,:::::1O:1O:1O,:::1O:1O,,,1L,2,0.06000600060006
391,4,4,0,1,1,:1O:1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
392,5,4,1,1,1,:::1O:1O,::1O:1O,1O,,1L,2,0.06000600060006
393,5,4,1,1,1,::1O:1O:1O,::1O:1O1S,1O,,1L,2,0.06000600060006
394,8,4,0,1,1,:::1O:1O:1O:1O:2O,:1O:1O:1O,,,1L,2,0.06000600060006
395,5,2,0,1,0,::::,:,,,,2,0.06000600060006
396,5,4,1,1,1,:1O:1O:1O:1O,:1O:1O:1O,1O,,1L,2,0.06000600060006
397,5,2,0,1,1,:1O:1O:1O:1O,1O:1O1S,,,1L,2,0.06000600060006
398,5,4,1,1,1,:1O:1O:1O:1O,1O:1O:1O1S:1O1S,,,1L,2,0.06000600060006
399,5,2,0,1,1,::1O:1O:1O,1O:1O1S,,,1L,2,0.06000600060006
400,8,7,0,1,2,::1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
401,5,4,1,1,0,::::1O,:::,,,,2,0.06000600060006
402,5,3,0,1,0,:::1O:1O,::1O1S,,,,2,0.06000600060006
403,8,4,0,1,1,:::::1O:1O:2O,:1O:1O:2O1S,,,1L,2,0.06000600060006
404,5,4,0,2,1,:::1O:2O,::1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
405,5,3,0,1,1,:1O:1O:1O:1O,1O:1O1S:1O1S,,,1L,2,0.06000600060006
406,5,4,0,2,1,:::1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
407,5,1,0,1,0,::::,,,,,2,0.06000600060006
408,8,8,0,1,1,:::::1O:1O:2O,:::::1O:1O:2O,,,1L,2,0.06000600060006
409,4,4,2,1,0,:::,:::,:,,,2,0.06000600060006
410,8,3,0,1,1,::::1O:1O:1O:1O,1O:1O1S:1O1S,,,1L,2,0.06000600060006
411,5,5,0,1,1,::1O:1O:2O,::1O:1O1S:2O1S,,,1L,2,0.06000600060006
412,5,5,0,1,1,::1O:1O:1O,::1O:1O:1O,,,1L,2,0.06000600060006
413,9,4,0,1,1,:::::1O:1O:1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
414,8,3,0,1,1,:::1O:1O:1O:1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
415,5,5,0,1,1,:1O:1O:1O:2O,:1O:1O:1O1S:2O,,,1L,2,0.06000600060006
416,9,4,0,1,1,::::1O:1O:1O:1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
417,8,3,0,1,1,::::1O:1O:1O:1O,1O:1O:1O1S,,,1L,2,0.06000600060006
418,9,3,0,1,0,::::::::,::,,,,2,0.06000600060006
419,5,4,1,2,1,:::1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
420,4,4,0,2,1,::1O:1O,::1O:1O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
421,8,4,0,1,0,::::::1O:1O,::1O:1O1S,,,,2,0.06000600060006
422,8,4,0,1,0,::::::1O:1O,:::,,,,2,0.06000600060006
423,4,4,1,1,1,:1O:1O:1O,:1O:1O:1O1S,,,1L,2,0.06000600060006
424,4,4,1,1,1,:1O:1O:1O,:1O:1O:1O1S,1O,,1L,2,0.06000600060006
425,5,3,0,1,1,::1O:1O:2O,1O:1O1S:2O1S,,,1L,2,0.06000600060006
426,8,7,0,1,1,::::1O:1O:1O:1O,:::1O:1O:1O:1O1S,,,1L,2,0.06000600060006
427,8,5,0,1,0,::::::1O:1O,::::1O,,,,2,0.06000600060006
428,5,4,0,1,0,::::1O,:::1O1S,,,,2,0.06000600060006
429,5,4,0,1,1,:1O:1O:1O:2O,:1O:1O:1O1S,,,1L,2,0.06000600060006
430,5,4,0,1,1,:1O:1O:1O:2O,:1O:1O1S:2O1S,,,1L,2,0.06000600060006
431,5,3,1,1,0,::::,::,1O,,,2,0.06000600060006
432,8,6,0,1,1,:::::1O:1O:2O,:::1O:1O1S:2O1S,,,1L,2,0.06000600060006
433,5,3,1,1,1,:1O:1O:1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
434,5,4,0,1,1,:1O:1O:1O:1O,1O:1O:1O:1O1S,,,1L,2,0.06000600060006
435,5,4,0,1,0,::::1O,:::,,,,2,0.06000600060006
436,5,3,0,2,1,:::1O:1O,:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
437,5,3,1,1,1,::1O:1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
438,8,6,0,1,1,::::1O:1O:1O:1O,::1O:1O:1O:1O,,,1L,2,0.06000600060006
439,5,3,1,1,1,:::1O:1O,:1O:1O1S,2O,,1L,2,0.06000600060006
440,5,3,1,1,1,:::1O:1O,:1O:1O1S,1O,,1L,2,0.06000600060006
441,8,5,1,1,1,:::::1O:1O:1O,:::1O:1O,1O,,1L,2,0.06000600060006
442,5,3,1,1,1,::1O:1O:1O,:1O:1O1S,,,1L,2,0.06000600060006
443,5,3,0,2,1,:::1O:1O,:1O:1O1S,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
444,5,3,0,2,1,:::1O:1O,:1O1S:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
445,5,3,0,1,2,:1O:1O:1O:2O,1O:1O:2O1S,,,1L:1L,2,0.06000600060006
446,5,3,0,2,1,::1O:1O:1O,:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
447,5,4,0,2,1,::1O:1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
448,5,3,0,2,1,::1O:1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
449,5,4,0,2,1,::1O:1O:1O,:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
450,8,5,0,1,1,:::1O:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L,2,0.06000600060006
451,8,5,0,1,1,:::1O:1O:1O:1O:1O,::1O:1O:1O1S,,,1L,2,0.06000600060006
452,5,4,0,1,2,:1O:1O:2O:2O,1O:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
453,8,5,0,1,1,::::1O:1O:1O:1O,:1O:1O:1O1S:1O1S,,,1L,2,0.06000600060006
454,8,5,0,1,1,::::1O:1O:1O:2O,::1O:1O1S:2O1S,,,1L,2,0.06000600060006
455,5,4,0,1,2,:1O:1O:1O:2O,1O:1O1S:1O1S:2O1S,,,1L:1L,2,0.06000600060006
456,8,5,0,1,1,::::1O:1O:1O:1O,:1O:1O:1O:1O1S,,,1L,2,0.06000600060006
457,5,4,0,1,1,:::1O:1O,::1O:1O1S,,,1L,2,0.06000600060006
458,8,6,0,1,2,::1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O1S,,,1L:1L,2,0.06000600060006
459,5,4,0,1,1,::1O:1O:2O,:1O1S:1O1S:2O1S,,,1L,2,0.06000600060006
460,5,4,0,1,1,::1O:1O:1O,:1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
461,8,3,0,1,0,::::::1O:1O,::1O,,,,2,0.06000600060006
462,8,4,0,1,1,::::1O:1O:1O:2O,:1O:1O:1O,,,1L,2,0.06000600060006
463,5,3,1,1,1,::1O:1O:1O,:1O:1O1S,1O,,1L,2,0.06000600060006
464,7,7,0,1,0,::::::,::::::,,,,2,0.06000600060006
465,7,7,0,1,1,::::1O:1O:2O,::::1O:1O1S:2O1S,,,1L,2,0.06000600060006
466,9,7,0,1,1,::::::1O:1O:2O,::::1O:1O:2O1S,,,1L,2,0.06000600060006
467,9,5,0,1,1,:::::1O:1O:1O:1O,::1O:1O:1O,,,1L,2,0.06000600060006
468,4,3,1,2,1,:1O:1O:1O,:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
469,9,7,0,1,1,::::::1O:1O:1O,::::1O:1O:1O1S,,,1L,2,0.06000600060006
470,9,7,0,1,1,::::::1O:1O:1O,::::1O:1O:1O,,,1L,2,0.06000600060006
471,7,7,0,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O1S:1O1S:2O1S,,,1L:1L,2,0.06000600060006
472,9,7,0,1,2,:::1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
473,6,2,0,2,1,::::1O:1O,:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
474,5,5,1,1,1,::1O:1O:1O,::1O:1O1S:1O1S,1O,,1L,2,0.06000600060006
475,6,2,1,1,1,::::1O:1O,1O:1O,1O,,1L,2,0.06000600060006
476,4,3,0,1,1,:1O:1O:1O,1O:1O1S:1O1S,,,1L,2,0.06000600060006
477,5,5,1,1,0,::::,::::,,,,2,0.06000600060006
478,6,3,0,1,0,:::::2O,::,,,,2,0.06000600060006
479,6,3,0,1,1,:1O:1O:1O:1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
480,6,3,0,1,1,:1O:1O:1O:1O:1O,1O:1O1S:1O1S,,,1L,2,0.06000600060006
481,7,6,1,1,1,::::1O:1O:1O,:::1O:1O:1O,1O,,1L,2,0.06000600060006
482,9,6,0,1,2,::::1O:1O:1O:1O:2O,:::1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
483,9,7,0,1,0,::::::::1O,::::::,,,,1,0.03000300030003
484,7,4,1,1,1,:::::1O:2O,::1O:2O1S,1O,,1L,1,0.03000300030003
485,8,6,0,1,2,:::1O:1O:1O:1O:1O,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
486,8,6,2,1,1,:::::1O:1O:1O,::::1O:1O,:1O,,1L,1,0.03000300030003
487,7,4,0,1,1,::1O:1O:1O:1O:1O,1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
488,7,4,1,1,1,:::::1O:1O,::1O:1O,1O1S,,1L,1,0.03000300030003
489,8,6,1,1,1,:::::1O:1O:1O,:::1O:1O:1O,1O,,1L,1,0.03000300030003
490,8,6,0,1,2,::::1O:1O:2O:2O,::1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
491,9,7,0,1,1,::::::1O:1O:1O,:::::1O:1O,,,1L,1,0.03000300030003
492,7,4,1,1,1,::::1O:1O:2O,::1O:2O1S,1O,,1L,1,0.03000300030003
493,8,7,0,1,1,::::1O:1O:1O:1O,::::1O:1O:1O,,,1L,1,0.03000300030003
494,9,6,0,1,1,::::::1O:1O:1O,:::1O:1O:1O1S,,,1L,1,0.03000300030003
495,7,4,1,1,1,:::1O:1O:1O:1O,:1O:1O:1O1S,1O,,1L,1,0.03000300030003
496,8,6,0,2,1,::::::1O:1O,::::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
497,7,4,1,1,1,::::1O:1O:1O,::1O:1O1S,2O,,1L,1,0.03000300030003
498,8,6,1,1,1,::::1O:1O:1O:1O,::::1O:1O,,,1L,1,0.03000300030003
499,7,4,0,1,1,::1O:1O:1O:1O:1O,::1O:1O,,,1L,1,0.03000300030003
500,8,7,0,1,0,:::::::,::::::,,,,1,0.03000300030003
501,8,6,0,2,1,::::::1O:1O,::::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
502,7,4,1,1,1,::::1O:1O:1O,:1O:1O1S:1O1S,1O,,1L,1,0.03000300030003
503,7,4,1,1,1,::::1O:1O:1O,::1O:1O,2O1S,,1L,1,0.03000300030003
504,8,6,1,1,0,:::::::,:::::,,,,1,0.03000300030003
505,8,7,0,1,1,:::1O:1O:1O:1O:2O,::1O:1O:1O:1O:2O1S,,,1L,1,0.03000300030003
506,9,7,0,1,1,:::::1O:1O:1O:1O,::::1O:1O:1O1S,,,1L,1,0.03000300030003
507,8,6,0,1,2,::1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
508,9,6,0,1,2,::1O:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
509,8,7,0,1,1,:::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O1S,,,1L,1,0.03000300030003
510,7,4,1,1,1,::::1O:1O:1O,:1O:1O:1O1S,1O,,1L,1,0.03000300030003
511,7,4,0,1,1,::1O:1O:1O:1O:1O,::1O:1O1S,,,1L,1,0.03000300030003
512,9,7,0,1,1,::::::1O:1O:2O,::::1O:1O1S:2O1S,,,1L,1,0.03000300030003
513,7,4,1,1,1,:::::2O:2O,::2O1S:2O1S,2O,,1L,1,0.03000300030003
514,8,6,0,1,2,::1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
515,10,7,0,1,1,:::::::1O:1O:1O,::::1O:1O:1O1S,,,1L,1,0.03000300030003
516,7,5,0,1,0,::::::1O,::::1O1S,,,,1,0.03000300030003
517,7,4,0,1,0,:::::1O:1O,:::,,,,1,0.03000300030003
518,7,4,0,1,0,::::1O:1O:1O,:::1O1S,,,,1,0.03000300030003
519,7,5,0,1,1,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O1S,,,1L,1,0.03000300030003
520,8,6,0,1,1,::::1O:1O:1O:2O,::1O:1O:1O:2O1S,,,1L,1,0.03000300030003
521,8,6,0,1,1,::::1O:1O:1O:2O,::1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
522,7,3,1,1,1,:::::1O:1O,:1O:1O,1O,,1L,1,0.03000300030003
523,8,6,0,1,1,::::1O:1O:1O:1O,:::1O:1O1S:1O1S,,,1L,1,0.03000300030003
524,7,3,1,1,1,::::1O:1O:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
525,8,6,0,1,1,:::1O:1O:1O:1O:2O,::1O:1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
526,7,3,1,1,0,::::::1O,::1O1S,,,,1,0.03000300030003
527,8,6,0,1,1,:::1O:1O:1O:1O:1O,:::1O:1O:1O1S,,,1L,1,0.03000300030003
528,8,6,0,1,0,:::::::1O,:::::1O,,,,1,0.03000300030003
529,8,6,0,1,0,:::::::,:::::,,,,1,0.03000300030003
530,10,5,0,1,1,:::::::1O:1O:1O,::1O:1O:1O1S,,,1L,1,0.03000300030003
531,8,6,0,1,2,:1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
532,10,5,0,1,1,::::1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
533,7,4,0,1,0,::::::1O,:::1O1S,,,,1,0.03000300030003
534,7,4,0,1,1,:1O:1O:1O:1O:1O:2O,1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
535,7,4,0,1,0,::::::2O,:::,,,,1,0.03000300030003
536,7,4,1,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
537,7,4,1,1,1,:::1O:1O:1O:1O,1O:1O:1O:1O1S,,,1L,1,0.03000300030003
