,num_dol,num_dmf,num_tfsi,num_ps,num_li,atoms_dol,atoms_dmf,atoms_tfsi,atoms_ps,atoms_li,count,%
320,3,4,1,1,2,:1O:1O,1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
321,6,2,0,1,1,:::::1O,1O:1O,,,1L,2,0.06000600060006
322,5,2,0,1,1,::::1O,1N1O:1O,,,1L,2,0.06000600060006
323,1,5,1,1,1,,:::1O:1O,1O,,1L,2,0.06000600060006
324,6,2,0,1,0,:::::1O,:,,,,2,0.06000600060006
325,2,4,0,2,1,:1O,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
326,3,3,0,1,1,1O:1O:1O,:1N1O:1O,,,1L,2,0.06000600060006
327,5,3,0,1,0,::::1O,::,,,,2,0.06000600060006
328,3,3,0,1,1,:1O:1O,1N:1N1O:1O,,,1L,2,0.06000600060006
329,3,5,0,1,1,:1O:2O,::1N:1O:1O,,,1L,2,0.06000600060006
330,3,3,0,1,1,:1O:1O,:1N:1N1O,,,1L,2,0.06000600060006
331,3,5,0,1,1,:1O:1O,::::1O,,,1L,2,0.06000600060006
332,3,3,0,1,1,:1O:2O,:1O:1O,,,1L,2,0.06000600060006
333,4,3,1,1,1,::1O:1O,:1O:1O,1O,,1L,2,0.06000600060006
334,4,3,1,1,1,::1O:1O,::1O,,,1L,2,0.06000600060006
335,2,4,0,1,2,:1O,:1O:1O:1O,,,1L:1L,2,0.06000600060006
336,2,4,0,1,2,:1O,1N:1O:1O:1O,,,1L:1L,2,0.06000600060006
337,4,3,1,1,1,:::,:1O:1O,1O,,1L,2,0.06000600060006
338,2,4,0,1,2,1O:1O,1N1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
339,5,3,0,1,0,::::,::,,,,2,0.06000600060006
340,2,5,0,1,1,1O:1O,:::1N1O:1O,,,1L,2,0.06000600060006
341,3,5,0,1,2,:1O:1O,:1N1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
342,3,6,0,1,2,::,1N1O:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
343,4,2,0,1,1,:1O:1O:2O,1O:1O,,,1L,2,0.06000600060006
344,2,5,1,1,2,:,1O:1O:1O:1O:1O,1O1S,,1L:1L,2,0.06000600060006
345,2,6,1,1,1,:,:::1O:1O:1O,,,1L,2,0.06000600060006
346,4,2,0,1,1,::1O:2O,1N1O:1O,,,1L,2,0.06000600060006
347,3,6,0,1,2,::1O,:1N1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
348,2,6,1,1,2,1O:1O,:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
349,2,5,1,1,1,:1O,::1O:1O:1O,,,1L,2,0.06000600060006
350,2,5,0,1,0,:,::::1N,,,,2,0.06000600060006
351,5,4,0,1,1,::::2O,::1O:1O,,,1L,2,0.06000600060006
352,4,2,0,2,1,:1O:1O:1O,:,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
353,2,5,1,1,1,:,:::1O:1O,1O,,1L,2,0.06000600060006
354,2,5,1,1,1,:,::1O:1O:1O,,,1L,2,0.06000600060006
355,2,6,1,1,2,:1O,:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
356,3,6,0,1,1,::1O,:::1N1O:1O:1O,,,1L,2,0.06000600060006
357,1,4,0,1,1,1O,:1N:1N1O:1O,,,1L,2,0.06000600060006
358,2,5,1,1,2,:1O,1O:1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
359,2,5,1,1,2,:1O,:1N1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
360,2,6,0,1,2,:1O,::1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
361,4,2,0,1,1,:1O:1O:1O,1N:1O,,,1L,2,0.06000600060006
362,3,7,0,1,2,::,:1O:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
363,1,4,1,1,1,,1N:1N1O:1O:1O,1O,,1L,2,0.06000600060006
364,5,3,1,1,1,:::1O:1O,::1O,1O,,1L,2,0.06000600060006
365,2,6,0,1,1,1O:1O,::::1O:1O,,,1L,2,0.06000600060006
366,2,6,0,1,1,:2O,::1N:1O:1O:1O,,,1L,2,0.06000600060006
367,2,6,0,1,1,:1O,::::1N1O:1O,,,1L,2,0.06000600060006
368,2,6,0,1,1,:,:1N:1O:1O:1O:1O,,,1L,2,0.06000600060006
369,2,6,0,1,1,:,::1N1O:1O:1O:1O,,,1L,2,0.06000600060006
370,2,6,0,1,1,:,::1N:1N1O:1O:1O,,,1L,2,0.06000600060006
371,2,6,0,1,1,:1O,::1O:1O:1O:1O,,,1L,2,0.06000600060006
372,2,6,0,1,1,:1O,::1N:1O:1O:1O,,,1L,2,0.06000600060006
373,2,6,0,1,1,:1O,::1N:1N1O:1O:1O,,,1L,2,0.06000600060006
374,4,2,0,2,1,::1O:2O,:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
375,1,6,0,1,2,1O,1N1O:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
376,4,2,0,2,1,:::1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
377,1,5,0,1,1,1O,::1N:1O:1O,,,1L,2,0.06000600060006
378,5,3,0,1,1,:1O:1O:1O:1O,:1O:1O,,,1L,2,0.06000600060006
379,5,3,0,1,1,:1O:1O:1O:1O,::1O,,,1L,2,0.06000600060006
380,3,5,0,1,2,::1O,1N1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
381,4,3,0,1,1,1O:1O:1O:1O,::1O,,,1L,2,0.06000600060006
382,2,5,0,1,1,1O:1O,::1O:1O:1O,,,1L,2,0.06000600060006
383,1,5,0,1,2,1O,:1N1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
384,2,5,0,1,1,1O:2O,::1N1O:1O:1O,,,1L,2,0.06000600060006
385,3,5,0,2,2,::1O,:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
386,2,5,0,1,1,:,1N:1O:1O:1O:1O,,,1L,2,0.06000600060006
387,3,2,0,1,1,:1O:2O,:1O,,,1L,2,0.06000600060006
388,2,5,0,1,1,:,::1N:1O:1O,,,1L,2,0.06000600060006
389,1,5,0,1,2,,1N1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
390,2,5,0,1,1,:,:::1O:1O,,,1L,2,0.06000600060006
391,1,5,0,1,1,1O,:::1O:1O,,,1L,2,0.06000600060006
392,1,5,0,1,1,1O,:1N:1N:1O:1O,,,1L,2,0.06000600060006
393,2,5,0,2,2,:1O,::1O:1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
394,5,3,0,1,1,:::1O:2O,1N:1O:1O,,,1L,2,0.06000600060006
395,5,3,0,1,1,::::,1O:1O:1O,,,1L,2,0.06000600060006
396,3,5,1,1,1,::1O,::1N:1O:1O,1O,,1L,2,0.06000600060006
397,2,5,0,1,1,:2O,:::1O:1O,,,1L,2,0.06000600060006
398,2,5,0,1,2,1O:1O,1N1O:1N1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
399,3,5,1,1,1,::1O,::1O:1O:1O,,,1L,2,0.06000600060006
400,1,5,0,1,1,,::1N1O:1N1O:1O,,,1L,2,0.06000600060006
401,1,5,0,1,1,,:1O:1O:1O:1O,,,1L,2,0.06000600060006
402,1,5,0,1,1,,:1N1O:1O:1O:1O,,,1L,2,0.06000600060006
403,4,2,1,1,1,:::1O,1O:1O,,,1L,2,0.06000600060006
404,4,2,1,1,1,:::,1O:1O,1O,,1L,2,0.06000600060006
405,3,5,1,1,1,::1O,::::1O,,,1L,2,0.06000600060006
406,5,3,0,1,1,::::2O,:1O:1O,,,1L,2,0.06000600060006
407,4,2,1,1,1,::1O:1O,:1O,1O,,1L,2,0.06000600060006
408,2,4,0,1,0,:1O,::1N:1N,,,,2,0.06000600060006
409,3,5,0,1,1,:1O:2O,:::1O:1O,,,1L,2,0.06000600060006
410,2,6,0,1,1,:1O,:1N:1N:1O:1O:1O,,,1L,2,0.06000600060006
411,4,4,1,1,1,:::,::1O:1O,1O,,1L,2,0.06000600060006
412,3,4,0,1,2,::1O,:1O:1O:1O,,,1L:1L,2,0.06000600060006
413,3,3,1,1,1,::,:1O:1O,1O,,1L,2,0.06000600060006
414,4,4,1,1,1,::1O:1O,::1O:1O,,,1L,2,0.06000600060006
415,3,3,1,1,1,::,1N:1O:1O,1O,,1L,2,0.06000600060006
416,3,3,1,1,1,:1O:1O,::1O,1O,,1L,2,0.06000600060006
417,3,3,1,1,1,:1O:1O,:1N1O:1O,,,1L,2,0.06000600060006
418,1,6,1,1,2,1O,:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
419,3,4,0,2,1,::1O,:::1N1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
420,3,4,0,2,1,::1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
421,4,4,0,1,2,::1O:1O,1N1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
422,3,4,0,1,0,::1O,:::1N1O,,,,2,0.06000600060006
423,4,4,0,1,2,:1O:1O:2O,1N1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
424,1,6,0,1,1,,:1N:1N1O:1O:1O:1O,,,1L,2,0.06000600060006
425,3,3,0,3,2,:1O:1O,:1O:1O,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
426,1,6,1,1,2,,:1O:1O:1O:1O:1O,1O1S,,1L:1L,2,0.06000600060006
427,3,4,0,2,2,:1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
428,1,6,1,1,2,,:1O:1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
429,1,6,0,1,1,1O,:::1N:1N1O:1O,,,1L,2,0.06000600060006
430,3,4,0,1,1,::1O,1N:1N:1O:1O,,,1L,2,0.06000600060006
431,4,5,0,1,2,::1O:1O,:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
432,3,4,0,1,1,1O:1O:1O,::1O:1O,,,1L,2,0.06000600060006
433,5,1,1,1,1,::1O:1O:1O,1O,1O,,1L,2,0.06000600060006
434,1,6,0,1,1,1O,:::1O:1O:1O,,,1L,2,0.06000600060006
435,4,5,0,1,1,:::1O,:1N:1O:1O:1O,,,1L,2,0.06000600060006
436,3,3,1,1,1,::1O,:1N1O:1O,,,1L,2,0.06000600060006
437,4,4,0,1,1,:::,::1O:1O,,,1L,2,0.06000600060006
438,1,6,1,1,2,1O,:1O:1O:1O:1O:1O,2O1S,,1L:1L,2,0.06000600060006
439,1,6,0,1,1,,::1N:1N:1O:1O,,,1L,2,0.06000600060006
440,1,7,0,1,2,1O,:1N1O:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
441,3,4,0,1,2,1O:1O:1O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
442,1,6,0,1,1,,::1N:1N1O:1N1O:1O,,,1L,2,0.06000600060006
443,1,7,0,1,2,1O,::1N1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
444,3,4,0,1,1,::2O,::1O:1O,,,1L,2,0.06000600060006
445,3,4,0,1,1,::2O,:1N:1O:1O,,,1L,2,0.06000600060006
446,1,7,0,2,2,,::1O:1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
447,3,4,0,1,1,::2O,:1N:1N1O:1O,,,1L,2,0.06000600060006
448,3,3,1,1,1,::1O,::1O,2O1S,,1L,2,0.06000600060006
449,1,7,1,1,1,,::::1O:1O:1O,,,1L,2,0.06000600060006
450,1,7,0,1,1,1O,:::1N:1O:1O:1O,,,1L,2,0.06000600060006
451,3,4,0,1,1,::2O,:1N1O:1O:1O,,,1L,2,0.06000600060006
452,1,7,1,1,2,,:1O:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
453,3,3,1,1,1,::1O,::1O,1O,,1L,2,0.06000600060006
454,4,4,1,1,2,:1O:1O:1O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
455,3,4,0,1,0,::,:::1N,,,,2,0.06000600060006
456,4,5,0,1,1,:::,:1N:1N1O:1O:1O,,,1L,2,0.06000600060006
457,3,4,0,1,0,::,:::1O,,,,2,0.06000600060006
458,0,6,0,1,1,,:::1O:1O:1O,,,1L,2,0.06000600060006
459,1,6,0,1,1,1O,::1N:1O:1O:1O,,,1L,2,0.06000600060006
460,1,8,0,1,1,,:::::1O:1O:1O,,,1L,2,0.06000600060006
461,4,4,1,1,1,:::1O,:1N:1O:1O,,,1L,2,0.06000600060006
462,3,4,1,1,1,:1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
463,3,4,0,1,1,::1O,:1N1O:1N1O:1O,,,1L,2,0.06000600060006
464,4,6,0,1,1,::1O:1O,::::1O:1O,,,1L,2,0.06000600060006
465,1,6,0,1,1,1O,::::1N1O:1O,,,1L,2,0.06000600060006
466,0,5,0,1,1,,::1N1O:1O:1O,,,1L,2,0.06000600060006
467,1,5,1,1,2,1O,:1O:1O:1O:1O,1N1O1S,,1L:1L,2,0.06000600060006
468,7,2,0,1,1,:::::1O:2O,1O:1O,,,1L,2,0.06000600060006
469,3,4,1,1,1,::1O,:1N:1O:1O,,,1L,2,0.06000600060006
470,4,4,0,1,1,:::,1N:1O:1O:1O,,,1L,2,0.06000600060006
471,6,3,0,1,1,::::1O:1O,::1O,,,1L,2,0.06000600060006
472,3,3,0,2,1,::1O,::1N1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
473,1,6,1,1,1,,::1N:1O:1O:1O,,,1L,2,0.06000600060006
474,7,3,0,1,1,:::::1O:1O,:1O:1O,,,1L,2,0.06000600060006
475,3,4,1,1,1,::,::1O:1O,,,1L,2,0.06000600060006
476,2,3,1,1,1,1O:1O,::1O,1O,,1L,2,0.06000600060006
477,7,2,0,1,1,:::::1O:1O,:1O,,,1L,2,0.06000600060006
478,7,2,0,1,1,:::::1O:1O,1O:1O,,,1L,2,0.06000600060006
479,4,4,0,1,1,:::,:1N:1O:1O,,,1L,2,0.06000600060006
480,3,4,0,1,1,::,1N1O:1O:1O:1O,,,1L,2,0.06000600060006
481,3,4,1,1,1,:1O:1O,::1N:1O,1O,,1L,2,0.06000600060006
482,1,6,0,1,2,,1O:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
483,3,4,1,1,1,:1O:1O,::1O:1O,1O,,1L,2,0.06000600060006
484,4,4,0,1,1,:1O:1O:1O,::1N1O:1O,,,1L,2,0.06000600060006
485,5,1,0,1,1,::1O:1O:1O,1O,,,1L,2,0.06000600060006
486,5,2,0,1,1,::1O:1O:1O,:1N1O,,,1L,2,0.06000600060006
487,3,4,1,1,1,::,:1N:1O:1O,1O,,1L,2,0.06000600060006
488,5,2,0,1,1,::1O:1O:1O,:,,,1L,2,0.06000600060006
489,4,6,0,1,1,:::,:::1O:1O:1O,,,1L,2,0.06000600060006
490,4,0,0,2,1,::1O:1O,,,2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
491,4,0,0,2,2,:1O:1O:1O,,,4S:4S:4S:5S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
492,3,5,1,1,2,:1O:1O,:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
493,3,5,1,1,1,::1O,::::1O,1O,,1L,1,0.03000300030003
494,3,5,1,1,2,::1O,1O:1O:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
495,6,4,0,1,1,::::1O:1O,::1N1O:1O,,,1L,1,0.03000300030003
496,3,5,1,1,2,:1O:2O,1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
497,4,0,0,3,2,:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
498,5,5,0,1,1,::::1O,::1N:1O:1O,,,1L,1,0.03000300030003
499,3,8,0,1,1,::,:::1N:1O:1O:1O:1O,,,1L,1,0.03000300030003
500,6,4,0,1,0,:::::1O,:::1N,,,,1,0.03000300030003
501,5,4,0,1,1,:::1O:1O,::1N1O:1O,,,1L,1,0.03000300030003
502,3,5,1,1,2,::1O,1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
503,3,6,1,1,2,::1O,:::1O:1O:1O,1O,,1L:1L,1,0.03000300030003
504,3,5,1,1,1,::1O,:::1O:1O,1O,,1L,1,0.03000300030003
505,3,5,1,1,1,::1O,:::1O:1O,,,1L,1,0.03000300030003
506,3,5,1,1,1,::,::1N1O:1O:1O,1O,,1L,1,0.03000300030003
507,4,1,0,1,1,::1O:1O,1N1O,,,1L,1,0.03000300030003
508,3,4,0,1,2,1O:1O:1O,1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
509,5,4,0,1,1,:1O:1O:1O:1O,:1N:1O:1O,,,1L,1,0.03000300030003
510,5,4,0,1,1,::1O:1O:1O,:::1O,,,1L,1,0.03000300030003
511,3,4,0,1,1,::,1N:1N1O:1N1O:1O,,,1L,1,0.03000300030003
512,3,4,0,1,1,::,1N:1N1O:1O:1O,,,1L,1,0.03000300030003
513,3,5,1,1,1,::,::1N:1O:1O,1O,,1L,1,0.03000300030003
514,3,5,1,1,1,::,::1O:1O:1O,,,1L,1,0.03000300030003
515,3,5,1,1,1,::,:::1O:1O,2O,,1L,1,0.03000300030003
516,7,3,0,1,1,::::::1O,:1O:1O,,,1L,1,0.03000300030003
517,5,4,0,1,1,::1O:1O:2O,::1O:1O,,,1L,1,0.03000300030003
518,5,4,0,1,1,::1O:1O:2O,:::1O,,,1L,1,0.03000300030003
519,6,3,0,2,2,:::::1O,1O:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
520,7,3,0,1,1,:::::1O:1O,1N:1O:1O,,,1L,1,0.03000300030003
521,6,4,0,1,0,:::::,:::1O,,,,1,0.03000300030003
522,3,4,0,1,1,::1O,::1N:1O,,,1L,1,0.03000300030003
523,4,1,0,1,0,:::,,,,,1,0.03000300030003
524,3,5,1,1,2,::1O,:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
525,5,5,0,1,1,::::,::1O:1O:1O,,,1L,1,0.03000300030003
526,3,6,0,1,1,1O:1O:1O,::::1O:1O,,,1L,1,0.03000300030003
527,5,5,0,1,1,:::1O:1O,::::1O,,,1L,1,0.03000300030003
528,3,4,0,1,1,::1O,1N1O:1N1O:1O:1O,,,1L,1,0.03000300030003
529,5,4,0,1,2,::1O:1O:1O,1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
530,7,1,0,1,1,::::1O:1O:2O,1N1O,,,1L,1,0.03000300030003
531,6,5,0,1,1,::::1O:1O,:::1O:1O,,,1L,1,0.03000300030003
532,7,1,0,1,1,:::1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
533,3,6,0,1,1,::2O,:::1O:1O:1O,,,1L,1,0.03000300030003
534,3,6,0,1,2,1O:1O:2O,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
535,3,4,0,1,1,::,::1N1O:1O,,,1L,1,0.03000300030003
536,3,6,0,1,2,:1O:1O,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
537,3,4,0,1,1,::1O,1N1O:1O:1O:1O,,,1L,1,0.03000300030003
538,3,6,0,1,2,::,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
539,3,6,0,1,2,::1O,1N1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
540,5,4,0,1,1,:::1O:1O,:::1O,,,1L,1,0.03000300030003
541,3,7,0,1,2,:1O:1O,::1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
542,5,4,0,1,1,::::1O,:::1O,,,1L,1,0.03000300030003
543,3,7,0,1,1,::,::::1O:1O:1O,,,1L,1,0.03000300030003
544,5,4,0,1,1,::::1O,:1O:1O:1O,,,1L,1,0.03000300030003
545,3,4,0,1,1,::,::1O:1O,,,1L,1,0.03000300030003
546,3,6,0,1,2,::2O,:1N1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
547,3,6,0,2,2,::,:1N1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
548,3,6,1,1,1,::,:::1O:1O:1O,,,1L,1,0.03000300030003
549,3,6,1,1,1,::1O,::1N:1N1O:1O:1O,1O,,1L,1,0.03000300030003
550,3,6,1,1,2,::1O,::1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
551,7,1,1,1,1,:::::1O:1O,1O,1O,,1L,1,0.03000300030003
552,3,5,1,1,1,:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
553,5,4,0,1,2,::1O:1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
554,3,6,0,1,1,::1O,:::1N:1N1O:1O,,,1L,1,0.03000300030003
555,3,6,0,1,1,1O:1O:1O,:::1O:1O:1O,,,1L,1,0.03000300030003
556,5,5,0,1,1,:::1O:1O,::1N:1O:1O,,,1L,1,0.03000300030003
557,3,6,0,1,1,:1O:1O,:1N:1O:1O:1O:1O,,,1L,1,0.03000300030003
558,3,6,0,1,1,:1O:1O,::::1N1O:1O,,,1L,1,0.03000300030003
559,5,5,0,1,1,:1O:1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
560,5,4,1,1,1,::::1O,::1O:1O,1O,,1L,1,0.03000300030003
561,3,6,0,1,1,:1O:1O,:::::1O,,,1L,1,0.03000300030003
562,3,6,0,1,1,::,::1N1O:1O:1O:1O,,,1L,1,0.03000300030003
563,5,4,1,1,1,::1O:1O:2O,::1O:1O,,,1L,1,0.03000300030003
564,3,6,0,1,1,::,::1O:1O:1O:1O,,,1L,1,0.03000300030003
565,5,4,0,1,1,:::1O:2O,:1O:1O:1O,,,1L,1,0.03000300030003
566,5,4,0,2,2,:::1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
567,6,4,0,1,1,:::::,:1O:1O:1O,,,1L,1,0.03000300030003
568,5,4,0,1,1,::::,1O:1O:1O:1O,,,1L,1,0.03000300030003
569,5,4,0,2,1,::::1O,:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
570,3,7,0,1,2,::1O,::1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
571,3,6,0,1,1,::1O,::1N:1N1O:1O:1O,,,1L,1,0.03000300030003
572,3,4,0,1,1,::1O,:1N:1N1O:1O,,,1L,1,0.03000300030003
573,3,6,0,1,1,::1O,::1O:1O:1O:1O,,,1L,1,0.03000300030003
574,6,4,0,1,2,:::1O:1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
575,5,4,0,1,1,::::1O,:1N:1O:1O,,,1L,1,0.03000300030003
576,3,5,1,1,1,:1O:2O,:::1O:1O,,,1L,1,0.03000300030003
577,3,4,1,1,1,::1O,:::1O,,,1L,1,0.03000300030003
578,3,4,0,1,2,1O:1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
579,3,4,1,1,1,:1O:2O,:1O:1O:1O,,,1L,1,0.03000300030003
580,6,2,0,1,1,:::::1O,1N1O:1O,,,1L,1,0.03000300030003
581,6,2,0,1,1,::::1O:2O,1O:1O,,,1L,1,0.03000300030003
582,3,4,1,1,1,:1O:1O,:::1O,1O,,1L,1,0.03000300030003
583,6,2,0,1,1,::::1O:1O,1N1O:1O,,,1L,1,0.03000300030003
584,6,2,0,1,1,:::1O:1O:2O,:1O,,,1L,1,0.03000300030003
585,6,2,0,1,1,:::1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
586,3,5,0,1,1,:1O:1O,:::1N:1O,,,1L,1,0.03000300030003
587,6,2,0,1,1,:::1O:1O:1O,1N1O:1O,,,1L,1,0.03000300030003
588,3,4,1,1,1,:1O:1O,:1N:1O:1O,,,1L,1,0.03000300030003
589,3,4,1,1,1,:1O:1O,:1N:1N:1O,1O,,1L,1,0.03000300030003
590,3,4,1,1,1,:1O:1O,:1N:1N1O:1O,,,1L,1,0.03000300030003
591,3,5,0,1,1,:1O:2O,::1N1O:1N1O:1O,,,1L,1,0.03000300030003
592,3,4,1,1,1,:1O:1O,:1N1O:1O:1O,,,1L,1,0.03000300030003
593,6,2,0,1,0,:::::,:,,,,1,0.03000300030003
594,3,4,1,1,1,1O:1O:2O,:::,,,1L,1,0.03000300030003
595,6,1,1,1,1,:::1O:1O:1O,1O,2O1S,,1L,1,0.03000300030003
596,3,4,1,1,1,1O:1O:1O,::1N1O:1O,,,1L,1,0.03000300030003
597,3,5,0,1,1,:1O:2O,::1O:1O:1O,,,1L,1,0.03000300030003
598,3,4,0,3,2,::1O,1N:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
599,6,1,1,1,1,:::1O:1O:1O,1O,,,1L,1,0.03000300030003
600,3,5,0,1,1,::,1N:1N:1O:1O:1O,,,1L,1,0.03000300030003
601,3,4,0,2,2,::1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
602,3,4,0,2,2,::1O,1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
603,6,1,1,1,1,::1O:1O:1O:2O,,,,1L,1,0.03000300030003
604,6,1,1,1,1,::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
605,6,1,1,1,1,:1O:1O:1O:1O:1O,1O,1O,,1L,1,0.03000300030003
606,3,4,0,2,2,::1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
607,3,5,0,1,1,:1O:1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
608,3,4,1,1,1,::,1N1O:1O:1O:1O,1N1O1S,,1L,1,0.03000300030003
609,3,5,1,1,1,:1O:1O,::1O:1O:1O,,,1L,1,0.03000300030003
610,3,5,0,1,1,:1O:1O,:1N:1O:1O:1O,,,1L,1,0.03000300030003
611,3,4,1,1,2,1O:1O:1O,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
612,3,4,1,1,2,1O:1O:2O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
613,6,2,1,1,1,:::::2O,:1O,1O,,1L,1,0.03000300030003
614,3,4,1,1,2,::,:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
615,6,3,0,1,1,:::1O:1O:1O,1N1O:1O:1O,,,1L,1,0.03000300030003
616,3,4,1,1,2,::1O,1N1O:1N1O:1O:1O,1O,,1L:1L,1,0.03000300030003
617,3,4,1,1,2,::1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
618,3,4,1,1,1,::1O,::1O:1O,,,1L,1,0.03000300030003
619,3,4,1,2,1,::,::1O:1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
620,3,4,1,2,1,::1O,::1N:1O,2O,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
621,3,4,1,1,1,::1O,::1N:1O,1O,,1L,1,0.03000300030003
622,3,4,2,1,1,::,::1O:1O,:1O,,1L,1,0.03000300030003
623,3,5,0,1,0,:1O:1O,:::1N1O:1O,,,,1,0.03000300030003
624,3,4,1,1,1,::1O,::1N1O:1O,,,1L,1,0.03000300030003
625,3,5,0,1,0,::,::::,,,,1,0.03000300030003
626,3,5,0,1,0,::1O,:::1N:1N1O,,,,1,0.03000300030003
