,num_dol,num_degdbe,num_tfsi,num_ps,num_li,atoms_dol,atoms_degdbe,atoms_tfsi,atoms_ps,atoms_li,count,%
326,7,0,0,2,2,:1O:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
327,7,0,0,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
328,6,1,1,1,1,::::1O:1O,,2O,,1L,2,0.06000600060006
329,6,1,1,1,1,::::1O:1O,,1O,,1L,2,0.06000600060006
330,6,1,1,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
331,6,1,0,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
332,6,1,0,1,1,::::1O:1O,,,,1L,2,0.06000600060006
333,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
334,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
335,6,0,1,1,1,::1O:1O:1O:1O,,,,1L,2,0.06000600060006
336,6,0,0,2,2,1O:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
337,6,0,0,2,1,::::1O:1O,,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
338,6,0,0,2,1,::::1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
339,6,0,0,1,2,:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
340,5,2,0,1,1,::::1O,:2O,,,1L,2,0.06000600060006
341,4,3,1,1,1,::1O:1O,::,2O,,1L,2,0.06000600060006
342,4,3,0,1,1,:1O:1O:2O,::,,,1L,2,0.06000600060006
343,4,0,0,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
344,4,0,2,1,2,1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
345,4,1,0,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
346,4,1,0,2,1,:1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L,2,0.06000600060006
347,4,1,0,1,2,:1O:1O:1O,3O,,,1L:1L,2,0.06000600060006
348,4,1,0,1,2,:1O:1O:1O,2O,,,1L:1L,2,0.06000600060006
349,4,1,0,1,1,:::1O,,,,1L,2,0.06000600060006
350,4,1,0,1,1,:1O:1O:1O,2O,,,1L,2,0.06000600060006
351,4,1,0,1,1,:1O:1O:1O,1O,,,1L,2,0.06000600060006
352,4,0,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
353,4,0,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
354,4,2,1,1,2,:1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
355,4,0,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
356,4,0,1,2,2,:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
357,4,0,1,1,2,:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
358,4,0,1,1,2,:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
359,4,0,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
360,4,0,1,1,2,1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
361,4,0,1,1,2,1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
362,4,0,1,1,1,::1O:2O,,1O,,1L,2,0.06000600060006
363,4,1,0,2,1,::1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
364,4,1,1,1,1,:1O:1O:1O,,2O,,1L,2,0.06000600060006
365,4,1,1,1,1,:1O:1O:2O,,1O,,1L,2,0.06000600060006
366,4,1,1,1,1,::1O:1O,,3O1S,,1L,2,0.06000600060006
367,4,2,1,1,1,::1O:1O,:1O,1O,,1L,2,0.06000600060006
368,4,2,1,1,1,:1O:1O:1O,:,2O,,1L,2,0.06000600060006
369,4,2,0,2,1,::1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
370,4,2,0,1,1,:::1O,1O:2O,,,1L,2,0.06000600060006
371,4,2,0,1,1,::1O:1O,:3O,,,1L,2,0.06000600060006
372,4,1,2,1,2,:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
373,4,1,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
374,4,1,2,1,1,::1O:1O,,1O:1O,,1L,2,0.06000600060006
375,3,1,2,1,1,::1O,,1O:2O1S,,1L,2,0.06000600060006
376,4,1,1,1,2,:1O:1O:2O,3O,1O,,1L:1L,2,0.06000600060006
377,4,1,1,1,2,:1O:1O:1O,3O,2O,,1L:1L,2,0.06000600060006
378,4,1,1,1,2,:1O:1O:1O,2O,2O,,1L:1L,2,0.06000600060006
379,4,1,1,1,2,:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
380,4,1,1,1,2,:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
381,4,1,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
382,4,1,1,1,2,1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
383,4,1,1,1,1,:::1O,,2O,,1L,2,0.06000600060006
384,4,1,1,2,2,:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
385,8,0,0,1,1,:::::1O:1O:1O,,,,1L,2,0.06000600060006
386,3,0,2,1,2,:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
387,1,2,2,1,2,1O,:,1O:1O,,1L:1L,2,0.06000600060006
388,1,4,1,1,1,1O,:::2O,1O,,1L,2,0.06000600060006
389,1,4,1,1,1,1O,:::,2O,,1L,2,0.06000600060006
390,3,0,2,1,1,:1O:1O,,:1O,,1L,2,0.06000600060006
391,1,4,1,1,1,,:::2O,2O,,1L,2,0.06000600060006
392,1,4,0,1,1,1O,:::2O,,,1L,2,0.06000600060006
393,3,1,0,1,1,:1O:1O,,,,1L,2,0.06000600060006
394,1,3,1,1,1,1O,::,2O,,1L,2,0.06000600060006
395,1,3,1,1,1,,::3O,,,1L,2,0.06000600060006
396,1,3,1,1,1,,::2O,2O1S,,1L,2,0.06000600060006
397,3,1,0,2,1,:1O:1O,,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
398,1,2,2,1,2,1O,:,1O:2O,,1L:1L,2,0.06000600060006
399,3,1,0,2,2,:1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
400,2,1,0,1,1,1O:1O,3O,,,1L,2,0.06000600060006
401,3,1,0,2,2,:1O:1O,3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
402,3,1,1,1,1,1O:1O:1O,,,,1L,2,0.06000600060006
403,3,1,1,1,1,1O:1O:1O,,2O1S,,1L,2,0.06000600060006
404,1,2,1,1,1,1O,:3O,1O,,1L,2,0.06000600060006
405,1,2,1,1,1,,:2O,2O,,1L,2,0.06000600060006
406,3,1,1,1,1,:1O:1O,,1N1O1S,,1L,2,0.06000600060006
407,3,1,1,1,1,:1O:2O,,1O,,1L,2,0.06000600060006
408,3,1,1,1,1,::,2O,1O,,1L,2,0.06000600060006
409,3,1,1,1,1,::1O,,2O,,1L,2,0.06000600060006
410,3,1,1,1,1,::1O,2O,,,1L,2,0.06000600060006
411,3,1,1,1,1,::1O,2O,1O,,1L,2,0.06000600060006
412,3,0,1,1,2,1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
413,2,1,0,1,2,1O:1O,3O,,,1L:1L,2,0.06000600060006
414,3,1,1,1,2,1O:1O:1O,2O,1O1S,,1L:1L,2,0.06000600060006
415,2,1,1,1,2,1O:2O,3O,1O,,1L:1L,2,0.06000600060006
416,2,2,0,2,2,1O:1O,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
417,2,2,0,2,2,:1O,:3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
418,2,2,0,1,2,1O:1O,:3O,,,1L:1L,2,0.06000600060006
419,2,2,0,1,2,1O:1O,1O:2O,,,1L:1L,2,0.06000600060006
420,2,2,1,1,1,:,:3O,2O,,1L,2,0.06000600060006
421,2,2,0,1,1,1O:1O,1O:2O,,,1L,2,0.06000600060006
422,2,2,1,1,1,:1O,:3O,1O,,1L,2,0.06000600060006
423,2,1,2,1,1,:1O,,1O:1O,,1L,2,0.06000600060006
424,2,1,2,1,1,1O:1O,,1O:1O,,1L,2,0.06000600060006
425,2,1,1,2,2,1O:1O,3O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
426,2,1,1,2,2,1O:1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
427,2,1,1,1,2,1O:1O,3O,2O,,1L:1L,2,0.06000600060006
428,2,4,0,1,1,1O:1O,:::,,,1L,2,0.06000600060006
429,2,3,0,1,1,1O:1O,::3O,,,1L,2,0.06000600060006
430,2,3,0,1,1,:1O,:1O:2O,,,1L,2,0.06000600060006
431,2,1,1,1,2,1O:1O,2O,2O,,1L:1L,2,0.06000600060006
432,2,1,1,1,2,1O:1O,2O,1O,,1L:1L,2,0.06000600060006
433,2,3,0,1,2,1O:1O,:1O:3O,,,1L:1L,2,0.06000600060006
434,2,3,0,1,2,1O:1O,:2O:2O,,,1L:1L,2,0.06000600060006
435,2,1,1,1,1,1O:1O,,2O,,1L,2,0.06000600060006
436,2,1,0,2,2,1O:1O,3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
437,2,3,1,1,1,:,::2O,2O,,1L,2,0.06000600060006
438,2,3,1,1,1,:,::2O,2O1S,,1L,2,0.06000600060006
439,2,3,1,1,1,:1O,::,1O,,1L,2,0.06000600060006
440,1,2,0,1,2,1O,1O:3O,,,1L:1L,2,0.06000600060006
441,2,2,0,2,2,:1O,2O:3O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
442,3,1,1,1,2,1O:1O:1O,3O,3O,,1L:1L,2,0.06000600060006
443,3,1,1,1,2,1O:1O:2O,2O,1O,,1L:1L,2,0.06000600060006
444,1,1,0,1,1,,3O,,,1L,2,0.06000600060006
445,3,1,2,1,1,:1O:1O,,:1O,,1L,2,0.06000600060006
446,3,1,1,2,2,1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
447,3,1,1,1,2,1O:1O:2O,3O,1O,,1L:1L,2,0.06000600060006
448,0,3,1,1,1,,::2O,1O,,1L,2,0.06000600060006
449,3,1,1,1,2,:1O:1O,2O,3O1S,,1L:1L,2,0.06000600060006
450,3,1,1,1,2,1O:1O:1O,3O,1N1O,,1L:1L,2,0.06000600060006
451,7,0,0,2,1,::::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
452,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
453,7,0,0,2,1,:::1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
454,6,1,0,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
455,2,1,1,1,2,1O:1O,2O,1N3O2S,,1L:1L,1,0.03000300030003
456,2,1,1,1,1,:1O,3O,,,1L,1,0.03000300030003
457,5,0,1,1,2,1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
458,2,1,1,1,1,:1O,2O,1O1S,,1L,1,0.03000300030003
459,7,0,0,1,2,::1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
460,5,0,1,1,2,1O:1O:1O:2O:2O,,2O,,1L:1L,1,0.03000300030003
461,2,1,1,1,1,:1O,2O,1O,,1L,1,0.03000300030003
462,2,1,1,1,1,:,3O,,,1L,1,0.03000300030003
463,5,0,1,1,1,::::1O,,2O,,1L,1,0.03000300030003
464,5,0,1,1,1,:::1O:1O,,1N1O1S,,1L,1,0.03000300030003
465,2,1,1,1,2,1O:1O,2O,2O1S,,1L:1L,1,0.03000300030003
466,5,0,0,3,2,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
467,5,0,0,2,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
468,2,1,1,1,2,1O:1O,3O,2O1S,,1L:1L,1,0.03000300030003
469,5,0,0,2,2,:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
470,5,0,0,2,2,:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
471,5,0,0,2,2,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
472,5,0,0,2,2,::1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
473,7,0,0,3,2,:::1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
474,7,0,0,1,2,:1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
475,5,0,1,1,1,:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
476,5,0,1,1,1,::1O:1O:1O,,,,1L,1,0.03000300030003
477,2,1,1,1,2,1O:1O,2O,3O2S,,1L:1L,1,0.03000300030003
478,7,0,0,2,2,::1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
479,5,0,1,1,1,::1O:1O:1O,,2O,,1L,1,0.03000300030003
480,5,0,1,1,1,::1O:1O:2O,,,,1L,1,0.03000300030003
481,7,0,0,1,2,:1O:1O:1O:1O:2O:2O,,,,1L:1L,1,0.03000300030003
482,5,0,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
483,2,1,0,2,2,1O:2O,3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
484,5,0,2,1,2,1O:1O:1O:1O:2O,,:1O,,1L:1L,1,0.03000300030003
485,1,1,0,1,1,,2O,,,1L,1,0.03000300030003
486,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
487,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:3O,,1L:1L,1,0.03000300030003
488,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
489,7,0,0,1,1,:::1O:1O:1O:2O,,,,1L,1,0.03000300030003
490,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
491,5,0,2,1,2,:1O:1O:1O:1O,,1N3O1S:1O,,1L:1L,1,0.03000300030003
492,0,4,1,1,1,,:::,3O1S,,1L,1,0.03000300030003
493,2,1,0,2,1,:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
494,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
495,2,1,0,2,1,1O:1O,1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
496,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
497,5,0,2,1,2,:1O:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
498,5,0,2,1,2,::1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
499,2,1,0,2,2,1O:1O,2O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
500,7,0,0,1,1,::::1O:1O:2O,,,,1L,1,0.03000300030003
501,2,1,0,2,2,1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
502,5,0,2,1,1,::1O:1O:1O,,1O:1O,,1L,1,0.03000300030003
503,5,0,2,1,1,:1O:1O:1O:1O,,:,,1L,1,0.03000300030003
504,5,0,1,2,2,::1O:1O:1O,,3O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
505,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
506,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
507,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
508,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
509,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
510,2,1,0,2,2,1O:1O,2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
511,5,0,1,1,2,::1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
512,5,0,1,1,2,::1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
513,2,1,0,2,2,1O:1O,3O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
514,5,0,1,1,2,::1O:1O:1O,,,,1L:1L,1,0.03000300030003
515,5,0,0,2,2,1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
516,5,0,0,2,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
517,5,0,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
518,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
519,0,3,1,1,1,,:1O:2O,1O,,1L,1,0.03000300030003
520,2,2,0,1,1,1O:2O,1O:2O,,,1L,1,0.03000300030003
521,4,2,0,2,1,::1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
522,4,2,0,2,1,:::1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
523,4,2,0,2,2,:1O:1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
524,2,2,0,1,1,1O:1O,:3O,,,1L,1,0.03000300030003
525,2,2,0,1,1,1O:1O,:,,,1L,1,0.03000300030003
526,4,2,1,1,1,:1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
527,7,1,1,1,1,:::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
528,2,1,2,1,2,:2O,,1O:3O1S,,1L:1L,1,0.03000300030003
529,2,1,2,1,2,:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
530,4,2,1,1,1,::1O:1O,:,2O1S,,1L,1,0.03000300030003
531,2,1,2,1,2,:1O,,1O:2O,,1L:1L,1,0.03000300030003
532,4,2,1,1,1,:::1O,:,1O,,1L,1,0.03000300030003
533,4,2,1,1,1,:::1O,:,2O,,1L,1,0.03000300030003
534,4,2,0,2,1,::1O:1O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
535,2,2,0,1,2,1O:1O,1O:3O,,,1L:1L,1,0.03000300030003
536,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
537,4,2,0,1,1,:::1O,:,,,1L,1,0.03000300030003
538,8,0,0,1,1,::::1O:1O:1O:2O,,,,1L,1,0.03000300030003
539,4,2,0,1,1,::1O:2O,:,,,1L,1,0.03000300030003
540,0,3,0,1,1,,:1O:3O,,,1L,1,0.03000300030003
541,2,2,0,2,2,1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
542,2,2,0,2,1,:1O,:1O,,:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
543,2,2,0,2,1,:1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
544,4,2,0,1,1,:::1O,:1O,,,1L,1,0.03000300030003
545,4,2,0,2,1,::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
546,2,2,0,1,2,1O:2O,1O:2O,,,1L:1L,1,0.03000300030003
547,7,2,1,1,1,:::::1O:1O,:,1O,,1L,1,0.03000300030003
548,4,2,0,1,2,1O:1O:1O:1O,:3O,,,1L:1L,1,0.03000300030003
549,4,2,0,1,2,:1O:1O:1O,:3O,,,1L:1L,1,0.03000300030003
550,4,2,0,2,1,:1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
551,4,2,0,2,1,:1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
552,2,1,2,1,2,1O:1O,3O,:2O,,1L:1L,1,0.03000300030003
553,4,2,1,1,2,:1O:1O:1O,:2O,2O,,1L:1L,1,0.03000300030003
554,4,2,1,2,1,:::1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
555,5,0,0,2,1,::1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
556,2,1,1,1,2,:1O,3O,1O,,1L:1L,1,0.03000300030003
557,2,1,1,1,2,:1O,2O,1O,,1L:1L,1,0.03000300030003
558,2,1,1,1,2,:1O,2O,1N3O1S,,1L:1L,1,0.03000300030003
559,2,1,1,1,2,1O:2O,3O,3O1S,,1L:1L,1,0.03000300030003
560,5,0,0,1,2,:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
561,2,1,1,1,2,1O:2O,3O,2O,,1L:1L,1,0.03000300030003
562,5,0,0,2,1,:::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
563,4,2,2,1,1,::1O:1O,:,1O:1O,,1L,1,0.03000300030003
564,5,0,0,2,1,:::1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
565,7,0,0,3,2,::::1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
566,5,0,0,2,1,::::1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
567,5,0,0,2,1,::::1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
568,2,1,1,1,2,1O:2O,2O,1N1O1S,,1L:1L,1,0.03000300030003
569,2,1,0,1,2,:1O,3O,,,1L:1L,1,0.03000300030003
570,2,1,1,1,2,:1O,3O,2O,,1L:1L,1,0.03000300030003
571,7,0,1,1,1,:::1O:1O:1O:1O,,,,1L,1,0.03000300030003
572,4,4,0,1,1,:::1O,:::2O,,,1L,1,0.03000300030003
573,2,1,1,2,2,1O:1O,3O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
574,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
575,4,3,1,1,1,:1O:1O:1O,::,1O,,1L,1,0.03000300030003
576,4,3,0,2,1,::1O:1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
577,4,3,0,2,1,::1O:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
578,7,0,1,1,2,::1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
579,4,3,0,1,1,:::,::2O,,,1L,1,0.03000300030003
580,7,1,0,1,1,::1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
581,4,3,0,1,1,::1O:1O,::,,,1L,1,0.03000300030003
582,2,1,2,1,1,:1O,,1O:2O1S,,1L,1,0.03000300030003
583,0,3,1,1,1,,::1O,2O,,1L,1,0.03000300030003
584,2,1,2,1,2,1O:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
585,4,2,2,1,2,:1O:1O:1O,:,1O:1O,,1L:1L,1,0.03000300030003
586,2,1,2,1,2,1O:1O,2O,:1O,,1L:1L,1,0.03000300030003
587,5,0,2,1,2,::1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
588,2,1,0,1,1,:,2O,,,1L,1,0.03000300030003
589,2,1,0,1,2,1O:2O,2O,,,1L:1L,1,0.03000300030003
590,1,2,1,1,2,1O,2O:3O,,,1L:1L,1,0.03000300030003
591,6,0,0,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,1,0.03000300030003
592,1,2,1,1,2,1O,:3O,2O,,1L:1L,1,0.03000300030003
593,1,2,1,1,2,1O,:,1N3O2S,,1L:1L,1,0.03000300030003
594,6,0,0,1,2,:1O:1O:1O:2O:2O,,,,1L:1L,1,0.03000300030003
595,1,1,1,1,2,1O,3O,1O,,1L:1L,1,0.03000300030003
596,6,0,0,2,1,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
597,6,0,0,2,1,:::1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
598,6,0,0,2,2,:1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
599,6,0,0,2,1,:::1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
600,1,2,1,1,2,1O,1O:3O,2O,,1L:1L,1,0.03000300030003
601,6,1,1,1,1,::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
602,1,2,1,1,1,1O,:3O,,,1L,1,0.03000300030003
603,1,2,1,1,1,,:2O,2O1S,,1L,1,0.03000300030003
604,6,1,1,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
605,6,0,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
606,1,1,1,1,2,1O,2O,1O,,1L:1L,1,0.03000300030003
607,1,2,1,2,2,1O,:3O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
608,1,1,1,1,1,,2O,1O,,1L,1,0.03000300030003
609,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
610,5,3,1,1,1,:::1O:1O,::,1O,,1L,1,0.03000300030003
611,5,3,0,2,1,::1O:1O:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
612,5,3,0,1,1,::1O:1O:1O,::,,,1L,1,0.03000300030003
613,1,3,0,1,1,1O,:1O:2O,,,1L,1,0.03000300030003
614,5,2,1,1,1,::1O:1O:2O,:,1O,,1L,1,0.03000300030003
615,5,2,1,1,1,::1O:1O:1O,:,2O,,1L,1,0.03000300030003
616,5,2,1,1,1,::1O:1O:1O,:,1O,,1L,1,0.03000300030003
617,5,2,1,1,1,::1O:1O:1O,:,,,1L,1,0.03000300030003
618,5,2,1,1,1,:1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
619,5,2,0,2,1,::::1O,:,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
620,5,2,0,2,1,:::1O:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
621,5,2,0,2,1,:::1O:1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
622,6,0,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
