,num_dol,num_btfe,num_tfsi,num_ps,num_li,atoms_dol,atoms_btfe,atoms_tfsi,atoms_ps,atoms_li,count,%
268,5,1,2,1,1,:::1O:1O,,1O:1O,,1L,2,0.06000600060006
269,4,0,3,1,2,1O:1O:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
270,5,0,1,2,2,::1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:4S:5S,1L:1L,2,0.06000600060006
271,4,0,3,1,2,1O:1O:1O:1O,,1O:2O1S:3O1S,,1L:1L,2,0.06000600060006
272,4,0,2,1,2,:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
273,3,2,1,1,1,:1O:1O,:1O,2O,,1L,2,0.06000600060006
274,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,2,0.06000600060006
275,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
276,7,1,0,1,2,:1O:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
277,4,0,2,1,2,1O:1O:1O:1O,,:1O1S,,1L:1L,2,0.06000600060006
278,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
279,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
280,4,0,1,2,2,:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,2,0.06000600060006
281,4,1,3,1,2,1O:1O:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
282,4,0,1,2,2,1O:1O:1O:2O,,1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
283,5,0,2,1,2,:1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
284,4,1,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
285,5,1,1,1,2,1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
286,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
287,4,1,2,1,2,:1O:1O:1O,,1O1S:2O2S,,1L:1L,2,0.06000600060006
288,4,1,3,1,2,1O:1O:1O:1O,,:1O:2O1S,,1L:1L,2,0.06000600060006
289,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
290,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
291,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
292,4,0,1,2,2,1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
293,5,0,3,1,2,:1O:1O:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
294,4,1,2,1,2,:1O:1O:1O,,1N2O2S:2O1S,,1L:1L,2,0.06000600060006
295,4,1,2,1,2,:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
296,4,0,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
297,4,0,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
298,5,0,2,1,3,:1O:1O:1O:2O,,1O:2O1S,,1L:1L:1L,2,0.06000600060006
299,5,0,2,1,2,:1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
300,4,0,1,2,3,::1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L:1L,2,0.06000600060006
301,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
302,4,0,1,2,2,::1O:2O,,1O,2S:3S:4S:4S:4S:5S:6S:7S,1L:1L,2,0.06000600060006
303,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
304,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
305,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O,,1L:1L,2,0.06000600060006
306,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
307,5,0,2,1,2,:1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
308,5,0,2,1,2,:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
309,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O2S,,1L:1L,2,0.06000600060006
310,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O2S,,1L:1L,2,0.06000600060006
311,4,0,2,1,2,1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
312,1,1,4,1,2,1O,1O,1O:1O:2O1S:2O1S,,1L:1L,2,0.06000600060006
313,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
314,4,1,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
315,5,0,2,1,2,::1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
316,4,1,2,1,2,:1O:1O:1O,1O,1O:2O1S,,1L:1L,2,0.06000600060006
317,5,0,2,1,2,::1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
318,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
319,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
320,5,0,2,1,2,1O:1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
321,2,1,1,2,2,1O:1O,,2O,2S:3S:4S:4S:4S:5S:5S:6S,1L:1L,2,0.06000600060006
322,4,0,2,1,2,:1O:1O:1O,,2O:3O1S,,1L:1L,2,0.06000600060006
323,4,0,1,1,2,1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
324,5,0,2,1,2,1O:1O:1O:1O:1O,,:3O1S,,1L:1L,2,0.06000600060006
325,4,0,1,1,1,:1O:1O:2O,,1O,,1L,2,0.06000600060006
326,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
327,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O1S,,1L:1L,2,0.06000600060006
328,4,0,0,2,2,1O:1O:1O:2O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
329,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
330,5,0,2,1,2,1O:1O:1O:1O:1O,,:1N1O1S,,1L:1L,2,0.06000600060006
331,4,0,2,1,2,:1O:1O:2O,,:1O,,1L:1L,2,0.06000600060006
332,3,3,1,1,1,1O:1O:1O,::,1O,,1L,2,0.06000600060006
333,5,0,2,1,2,1O:1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
334,5,0,2,1,2,1O:1O:1O:1O:1O,,2O1S:2O2S,,1L:1L,2,0.06000600060006
335,5,1,1,1,2,1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
336,4,1,3,1,2,:1O:1O:1O,,:1N1O1S:1O,,1L:1L,2,0.06000600060006
337,5,1,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
338,7,0,1,1,2,1O:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
339,3,2,1,2,2,1O:1O:1O,:,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
340,3,2,1,1,2,1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
341,4,0,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
342,4,0,1,1,2,1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
343,5,0,3,1,2,:1O:1O:1O:2O,,:1O:1O,,1L:1L,2,0.06000600060006
344,2,1,1,2,2,1O:1O,,1O1S,3S:4S:4S:5S:5S:5S:6S:7S,1L:1L,2,0.06000600060006
345,4,0,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
346,4,0,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
347,4,1,3,1,2,:1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
348,4,1,2,1,2,1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
349,4,0,2,1,2,:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
350,4,0,1,1,2,:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
351,2,1,1,2,2,1O:1O,,1O,3S:3S:4S:4S:4S:4S:4S:5S,1L:1L,2,0.06000600060006
352,2,1,1,2,2,1O:1O,,1O,3S:4S:4S:5S:5S:5S:6S:7S,1L:1L,2,0.06000600060006
353,5,0,2,1,2,1O:1O:1O:1O:2O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
354,5,1,0,1,2,:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
355,2,1,1,2,2,1O:1O,,1O,3S:4S:5S:5S:5S:6S:7S:8S,1L:1L,2,0.06000600060006
356,4,0,1,1,2,:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
357,4,0,2,1,2,:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
358,4,0,1,1,2,1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
359,4,1,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
360,5,1,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
361,5,1,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
362,4,0,1,1,2,1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
363,4,0,2,1,2,:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
364,6,2,1,1,2,:1O:1O:1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
365,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
366,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
367,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
368,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
369,5,0,1,1,2,:1O:1O:1O:1O,,1N4O2S,,1L:1L,2,0.06000600060006
370,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
371,4,0,3,1,2,:1O:1O:2O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
372,4,2,1,2,2,1O:1O:1O:1O,:,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
373,6,0,2,1,2,::1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
374,3,0,2,2,2,1O:1O:1O,,1O:1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
375,6,0,2,1,2,:1O:1O:1O:2O:2O,,1O:2O,,1L:1L,2,0.06000600060006
376,3,0,3,1,2,:1O:1O,,1N2O2S:1O:1O1S,,1L:1L,2,0.06000600060006
377,5,0,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
378,6,0,1,1,2,:1O:1O:1O:2O:2O,,2O,,1L:1L,2,0.06000600060006
379,3,0,2,2,2,1O:1O:1O,,1O:2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
380,3,0,2,2,2,1O:1O:1O,,1O:2O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
381,5,0,1,1,2,:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
382,5,0,0,2,2,:1O:1O:1O:1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
383,4,0,3,1,2,::1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
384,6,0,2,1,2,:1O:1O:1O:1O:2O,,:1O,,1L:1L,2,0.06000600060006
385,4,2,1,1,1,:1O:1O:1O,:,1O,,1L,2,0.06000600060006
386,5,0,1,1,2,:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
387,4,1,1,1,2,1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
388,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
389,4,1,1,1,2,:1O:1O:1O,1O,1O,,1L:1L,2,0.06000600060006
390,4,1,1,1,2,:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
391,6,2,0,1,1,::1O:1O:1O:1O,:,,,1L,2,0.06000600060006
392,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
393,5,0,1,1,2,:1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
394,3,0,3,2,2,1O:1O:1O,,:1N1O1S:1O,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
395,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
396,4,1,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
397,3,0,3,1,3,1O:1O:1O,,2O1S:2O1S:2O1S,,1L:1L:1L,2,0.06000600060006
398,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
399,6,0,2,1,1,:::1O:1O:1O,,1O:1O,,1L,2,0.06000600060006
400,3,0,3,2,2,1O:1O:1O,,1O:1O:1O,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
401,3,0,3,2,2,1O:1O:1O,,1O:1O:1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
402,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
403,4,1,1,1,2,1O:1O:1O:2O,,1N2O2S,,1L:1L,2,0.06000600060006
404,6,1,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
405,4,1,1,1,1,::1O:1O,1O,1N1O1S,,1L,2,0.06000600060006
406,3,0,3,1,2,1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
407,6,0,1,1,2,::1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
408,6,1,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
409,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
410,6,0,2,1,2,1O:1O:1O:1O:1O:2O,,:1O,,1L:1L,2,0.06000600060006
411,4,2,1,1,2,1O:1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
412,4,1,0,2,2,1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
413,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
414,5,0,1,1,2,1O:1O:1O:1O:1O,,1N1O,,1L:1L,2,0.06000600060006
415,5,0,1,1,2,1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
416,5,0,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
417,4,1,1,1,1,1O:1O:1O:2O,,1O,,1L,2,0.06000600060006
418,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
419,4,1,0,1,2,1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
420,4,1,0,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
421,5,0,1,1,2,1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
422,4,1,1,2,2,::1O:1O,,1O,2S:3S:3S:4S:4S:4S:5S:6S,1L:1L,2,0.06000600060006
423,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,2,0.06000600060006
424,5,0,1,1,2,1O:1O:1O:1O:1O,,2O2S,,1L:1L,2,0.06000600060006
425,5,0,1,1,1,::1O:1O:2O,,1O,,1L,2,0.06000600060006
426,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
427,4,1,1,1,1,::1O:1O,,2O1S,,1L,2,0.06000600060006
428,3,0,3,1,2,1O:1O:1O,,:1N1O1S:1O1S,,1L:1L,2,0.06000600060006
429,5,0,1,1,2,1O:1O:1O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
430,5,0,1,1,2,1O:1O:1O:2O:2O,,2O,,1L:1L,2,0.06000600060006
431,4,2,1,1,1,::1O:1O,:,1O1S,,1L,2,0.06000600060006
432,3,0,2,2,2,1O:1O:1O,,2O1S:2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
433,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
434,3,0,3,1,2,1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
435,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
436,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
437,3,0,3,1,2,1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
438,4,1,1,1,1,::1O:1O,,1O,,1L,2,0.06000600060006
439,3,0,3,1,2,1O:1O:1O,,1O:1O:2O2S,,1L:1L,2,0.06000600060006
440,4,2,1,1,2,:1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
441,3,0,1,1,2,1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
442,4,1,1,1,1,:1O:1O:1O,,1O,,1L,2,0.06000600060006
443,6,0,0,1,2,::1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
444,4,1,1,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
445,4,2,0,2,2,1O:1O:1O:1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
446,6,0,2,1,2,::1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
447,5,0,1,1,2,:1O:1O:1O:2O,,2O2S,,1L:1L,2,0.06000600060006
448,3,0,2,1,2,1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
449,5,0,1,1,2,:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
450,6,0,1,1,1,::1O:1O:1O:2O,,1O,,1L,2,0.06000600060006
451,6,1,0,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
452,3,0,2,1,2,1O:1O:2O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
453,3,0,2,1,2,1O:1O:1O,,:1O1S,,1L:1L,2,0.06000600060006
454,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
455,3,0,3,2,2,:1O:1O,,1O:1O:1O,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
456,5,0,1,1,2,:1O:1O:1O:2O,,3O1S,,1L:1L,2,0.06000600060006
457,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
458,3,0,2,1,2,1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
459,6,1,0,2,2,:1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
460,5,0,1,1,2,::1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
461,5,0,1,1,2,::1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
462,3,0,4,1,2,1O:1O:1O,,1O:1O1S:1O1S:2O1S,,1L:1L,2,0.06000600060006
463,4,0,3,1,2,:1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,2,0.06000600060006
464,6,0,0,2,2,:1O:1O:1O:1O:2O,,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
465,4,1,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
466,6,0,0,2,2,:1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
467,4,2,2,1,2,1O:1O:1O:2O,:,1O:1O,,1L:1L,2,0.06000600060006
468,6,0,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
469,6,1,1,1,1,::1O:1O:1O:1O,,,,1L,2,0.06000600060006
470,6,1,1,1,1,::1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
471,3,0,4,1,2,1O:1O:1O,,:1O:2O1S:2O1S,,1L:1L,2,0.06000600060006
472,3,0,2,1,2,1O:1O:1O,,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
473,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
474,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
475,4,0,3,1,2,1O:1O:1O:2O,,:1O:2O1S,,1L:1L,2,0.06000600060006
476,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O,,1L:1L,2,0.06000600060006
477,3,0,2,1,2,1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
478,4,0,4,1,2,:1O:1O:1O,,:1O:1O:2O2S,,1L:1L,2,0.06000600060006
479,3,0,3,2,2,1O:1O:1O,,:1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
480,5,0,0,1,2,:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
481,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
482,4,0,3,1,2,:1O:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
483,3,0,2,1,2,1O:1O:2O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
484,3,0,3,2,2,1O:1O:1O,,:1O:1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
485,3,0,2,1,2,1O:2O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
486,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
487,6,2,0,1,2,1O:1O:1O:1O:1O:2O,:,,,1L:1L,2,0.06000600060006
488,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
489,4,1,1,1,2,:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
490,4,1,2,2,2,1O:1O:1O:2O,,1O1S:2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
491,4,2,2,1,2,1O:1O:2O:2O,:,1O:2O,,1L:1L,1,0.03000300030003
492,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:2O,,1L:1L,1,0.03000300030003
493,4,2,2,1,2,1O:1O:1O:1O,:,2O1S:2O1S,,1L:1L,1,0.03000300030003
494,5,0,0,2,2,::1O:1O:1O,,,1S:1S:1S:2S:3S:3S:4S:5S,1L:1L,1,0.03000300030003
495,4,1,2,2,2,:1O:1O:1O,,1O:1O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
496,5,0,2,1,2,1O:1O:1O:1O:1O,,:3O2S,,1L:1L,1,0.03000300030003
497,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
498,5,0,0,2,2,:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
499,4,2,2,1,2,:1O:1O:1O,:,1O:3O1S,,1L:1L,1,0.03000300030003
500,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
501,5,0,0,2,2,:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
502,5,0,2,1,2,:1O:1O:1O:1O,,1N4O2S:1O,,1L:1L,1,0.03000300030003
503,4,2,1,2,2,:1O:2O:2O,:,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
504,4,3,1,1,2,1O:1O:1O:1O,::1O,2O,,1L:1L,1,0.03000300030003
505,5,0,2,1,2,:1O:1O:1O:1O,,1N2O1S:1N3O2S,,1L:1L,1,0.03000300030003
506,5,0,1,1,2,1O:1O:1O:1O:1O,,1N4O2S,,1L:1L,1,0.03000300030003
507,5,0,2,1,2,:1O:1O:1O:1O,,:2O2S,,1L:1L,1,0.03000300030003
508,4,2,1,1,2,:1O:1O:1O,:,1N2O2S,,1L:1L,1,0.03000300030003
509,4,2,1,2,2,:1O:1O:1O,:,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
510,5,0,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
511,5,0,2,1,2,:1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
512,4,2,2,1,2,1O:1O:1O:1O,:,2O:2O1S,,1L:1L,1,0.03000300030003
513,4,1,2,2,2,1O:1O:1O:1O,,:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
514,4,2,1,1,2,1O:1O:1O:2O,:,2O1S,,1L:1L,1,0.03000300030003
515,5,0,0,1,2,1O:1O:2O:2O:2O,,,,1L:1L,1,0.03000300030003
516,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1O1S,,1L:1L,1,0.03000300030003
517,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
518,5,0,1,1,2,1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
519,4,1,2,2,2,1O:1O:1O:1O,1O,1O:1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
520,4,2,1,2,2,:1O:1O:1O,:,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
521,5,0,2,1,2,1O:1O:1O:1O:2O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
522,5,0,1,1,1,::1O:1O:1O,,1N3O2S,,1L,1,0.03000300030003
523,4,2,1,1,2,1O:1O:2O:2O,:,1O,,1L:1L,1,0.03000300030003
524,5,0,2,1,2,:1O:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
525,5,0,2,1,2,1O:1O:1O:2O:2O,,:1O1S,,1L:1L,1,0.03000300030003
526,4,2,1,1,2,:1O:1O:1O,:,2O,,1L:1L,1,0.03000300030003
527,4,1,3,1,2,:1O:1O:1O,,1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
528,4,1,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
