,num_dol,num_nma,num_tfsi,num_ps,num_li,atoms_dol,atoms_nma,atoms_tfsi,atoms_ps,atoms_li,count,%
335,2,3,1,1,1,:,1N:1O:1O,1O,,1L,2,0.06000600060006
336,4,2,1,1,1,::1O:1O,1N:1O,1O,,1L,2,0.06000600060006
337,3,4,1,1,1,::1O,::1O:1O,,,1L,2,0.06000600060006
338,2,4,1,1,1,1O:1O,:1N:1O:1O,,,1L,2,0.06000600060006
339,2,6,0,1,1,1O:1O,:::1N:1O:1O,,,1L,2,0.06000600060006
340,4,2,1,1,0,:::,1N:1N,,,,2,0.06000600060006
341,2,4,1,1,0,:1O,:::1N,,,,2,0.06000600060006
342,2,5,0,2,1,:1O,::::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
343,4,2,0,2,1,:::1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
344,4,2,0,2,1,:::1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
345,2,4,0,2,1,:1O,:1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
346,3,4,1,1,1,::,:1N:1O:1O,1O,,1L,2,0.06000600060006
347,2,3,1,1,1,:1O,1N:1O:1O,,,1L,2,0.06000600060006
348,3,5,0,1,0,::,::::,,,,2,0.06000600060006
349,2,3,1,1,2,:1O,1O:1O:1O,1O,,1L:1L,2,0.06000600060006
350,3,4,0,2,1,:1O:1O,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
351,3,3,0,1,1,1O:1O:1O,:1N:1O,,,1L,2,0.06000600060006
352,1,4,0,2,1,,:1N:1N:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
353,3,3,0,1,1,:1O:1O,:1N1O:1O,,,1L,2,0.06000600060006
354,1,4,0,1,1,1O,::1N:1O,,,1L,2,0.06000600060006
355,1,4,0,1,1,1O,:1N:1N:1O,,,1L,2,0.06000600060006
356,1,4,0,1,1,1O,1N:1N:1N1O:1O,,,1L,2,0.06000600060006
357,5,2,0,1,0,::::1O,1N:1N,,,,2,0.06000600060006
358,1,4,0,1,1,,::1N:1O,,,1L,2,0.06000600060006
359,1,4,0,1,1,,1N:1N:1O:1O,,,1L,2,0.06000600060006
360,1,4,0,1,1,,1N:1N1O:1O:1O,,,1L,2,0.06000600060006
361,1,4,0,1,0,1O,::1N:1N,,,,2,0.06000600060006
362,5,2,0,1,1,:::1O:1O,1N:1O,,,1L,2,0.06000600060006
363,5,2,0,2,1,::1O:1O:1O,:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
364,3,4,0,1,0,:1O:1O,::1N:1N,,,,2,0.06000600060006
365,1,3,1,1,1,,:1O:1O,1O,,1L,2,0.06000600060006
366,3,3,0,1,1,::,1N:1O:1O,,,1L,2,0.06000600060006
367,3,3,0,1,1,::,:1N:1O,,,1L,2,0.06000600060006
368,1,3,1,1,0,,:1N:1N,,,,2,0.06000600060006
369,1,3,0,2,1,2O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
370,3,3,0,1,1,::1O,1N1O:1N1O:1O,,,1L,2,0.06000600060006
371,3,3,0,1,1,:1O:1O,1N:1N1O:1O,,,1L,2,0.06000600060006
372,1,4,0,2,1,,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
373,1,3,0,2,1,1O,1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
374,1,4,0,2,1,1O,:1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
375,1,5,0,1,1,1O,:1N:1N:1N1O:1O,,,1L,2,0.06000600060006
376,4,5,0,1,0,:::,:::1N:1N,,,,2,0.06000600060006
377,4,5,0,1,0,:::,::::,,,,2,0.06000600060006
378,1,5,0,1,1,,::::1O,,,1L,2,0.06000600060006
379,1,5,0,1,1,,::1O:1O:1O,,,1L,2,0.06000600060006
380,1,5,0,1,1,,:1N:1N:1N:1O,,,1L,2,0.06000600060006
381,1,5,0,1,0,1O,:::1N:1N,,,,2,0.06000600060006
382,1,5,0,1,0,,::::1N,,,,2,0.06000600060006
383,4,5,0,1,1,::1O:1O,::1N:1O:1O,,,1L,2,0.06000600060006
384,3,2,1,1,1,::1O,1N:1O,1O,,1L,2,0.06000600060006
385,1,5,0,1,0,,:1N:1N:1N:1N,,,,2,0.06000600060006
386,5,1,0,1,0,::::,,,,,2,0.06000600060006
387,1,4,1,1,1,,:1N:1O:1O,,,1L,2,0.06000600060006
388,3,4,0,1,0,::1O,:1N:1N:1N,,,,2,0.06000600060006
389,1,4,1,1,0,,:1N:1N:1N,,,,2,0.06000600060006
390,3,3,0,1,0,::1O,1N:1N:1N,,,,2,0.06000600060006
391,3,3,0,1,0,::1O,::,,,,2,0.06000600060006
392,3,3,0,1,0,::1O,::1O,,,,2,0.06000600060006
393,3,3,0,1,1,1O:1O:1O,1N:1O:1O,,,1L,2,0.06000600060006
394,3,3,0,1,1,::1O,1N:1N1O:1O,,,1L,2,0.06000600060006
395,3,3,0,1,1,::1O,1N:1N:1O,,,1L,2,0.06000600060006
396,3,4,0,1,1,:1O:1O,1N:1N:1O:1O,,,1L,2,0.06000600060006
397,5,4,0,1,1,::::1O,:1N:1O:1O,,,1L,2,0.06000600060006
398,6,1,0,1,0,:::::,,,,,2,0.06000600060006
399,6,1,0,1,1,::::1O:1O,1O,,,1L,2,0.06000600060006
400,0,5,0,1,1,,:1N:1O:1O:1O,,,1L,2,0.06000600060006
401,0,5,0,1,1,,:1N:1N:1O:1O,,,1L,2,0.06000600060006
402,0,5,0,1,0,,:::1N:1N,,,,2,0.06000600060006
403,0,5,0,1,0,,::1N:1N:1N,,,,2,0.06000600060006
404,0,5,0,1,0,,:1N:1N:1N:1N,,,,2,0.06000600060006
405,3,3,1,1,1,:1O:1O,:1N:1O,1O,,1L,2,0.06000600060006
406,6,2,0,1,0,:::::1O,:,,,,2,0.06000600060006
407,0,4,1,1,1,,1N:1N:1N1O:1O,1O,,1L,2,0.06000600060006
408,0,4,1,1,0,,:1N:1N:1N,,,,2,0.06000600060006
409,3,3,0,2,1,::1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
410,6,2,0,1,1,:::::1O,1O:1O,,,1L,2,0.06000600060006
411,3,3,0,2,1,::1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
412,6,3,0,1,0,:::::,::1N,,,,2,0.06000600060006
413,0,4,0,1,1,,1N:1N:1N:1O,,,1L,2,0.06000600060006
414,0,4,0,1,0,,:1N:1N:1N,,,,2,0.06000600060006
415,3,3,1,1,0,::1O,::1N,,,,2,0.06000600060006
416,3,3,1,1,0,::,1N:1N:1N,,,,2,0.06000600060006
417,3,3,0,2,1,::1O,1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
418,5,4,0,1,1,:::1O:1O,:::1O,,,1L,2,0.06000600060006
419,3,3,0,1,1,::1O,:1N1O:1O,,,1L,2,0.06000600060006
420,3,3,1,1,1,::1O,:1N:1O,1O,,1L,2,0.06000600060006
421,1,3,0,1,1,1O,1N:1N:1O,,,1L,2,0.06000600060006
422,1,3,0,1,1,,:1N:1O,,,1L,2,0.06000600060006
423,3,3,0,1,1,::2O,1N:1O:1O,,,1L,2,0.06000600060006
424,1,3,0,1,0,1O,:1N:1N,,,,2,0.06000600060006
425,5,3,0,1,0,::::1O,:1N:1N,,,,2,0.06000600060006
426,5,3,0,1,1,:::1O:1O,1N:1O:1O,,,1L,2,0.06000600060006
427,1,2,0,1,0,,1N:1N,,,,2,0.06000600060006
428,0,7,1,1,1,,::::1N:1O:1O,1O,,1L,2,0.06000600060006
429,0,7,0,1,1,,::::1N:1O:1O,,,1L,2,0.06000600060006
430,0,6,1,2,1,,:::1N:1N:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
431,3,3,1,1,2,::1O,1O:1O:1O,1O,,1L:1L,2,0.06000600060006
432,0,6,1,1,1,,:::1N:1O:1O,1O,,1L,2,0.06000600060006
433,0,6,1,1,1,,::1N:1N:1O:1O,1O,,1L,2,0.06000600060006
434,3,3,1,1,2,:1O:1O,1O:1O:1O,1O,,1L:1L,2,0.06000600060006
435,0,6,0,1,1,,::::1N:1O,,,1L,2,0.06000600060006
436,0,6,0,1,1,,:1N:1N:1O:1O:1O,,,1L,2,0.06000600060006
437,3,3,0,2,1,:1O:1O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
438,3,3,0,2,1,:1O:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
439,5,4,0,1,0,::::1O,:::1N,,,,2,0.06000600060006
440,3,4,0,1,1,1O:1O:1O,::1O:1O,,,1L,2,0.06000600060006
441,1,7,0,1,1,,:::1N:1O:1O:1O,,,1L,2,0.06000600060006
442,3,4,0,1,1,:1O:1O,:1N:1N1O:1O,,,1L,2,0.06000600060006
443,3,4,0,1,2,1O:1O:1O,1N1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
444,3,4,0,1,1,::,::1N:1O,,,1L,2,0.06000600060006
445,1,6,0,1,1,,::1N:1N1O:1O:1O,,,1L,2,0.06000600060006
446,4,4,0,1,0,:::1O,:::1N,,,,2,0.06000600060006
447,1,6,0,1,1,,:::1N:1O:1O,,,1L,2,0.06000600060006
448,1,6,0,1,1,,:::1O:1O:1O,,,1L,2,0.06000600060006
449,1,6,0,1,1,1O,:1N:1N:1O:1O:1O,,,1L,2,0.06000600060006
450,1,6,0,1,1,1O,::::1O:1O,,,1L,2,0.06000600060006
451,1,6,0,1,1,2O,::1N:1N:1O:1O,,,1L,2,0.06000600060006
452,1,6,0,2,1,,:::1N:1O:1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
453,3,4,0,1,1,::1O,:1O:1O:1O,,,1L,2,0.06000600060006
454,4,3,1,1,1,:::1O,1N:1O:1O,,,1L,2,0.06000600060006
455,4,3,1,1,1,:::,:1O:1O,,,1L,2,0.06000600060006
456,4,3,1,1,0,:::1O,::1N,,,,2,0.06000600060006
457,4,3,1,1,0,:::,::,,,,2,0.06000600060006
458,3,4,0,1,2,1O:1O:1O,:1N:1O:1O,,,1L:1L,2,0.06000600060006
459,4,4,0,1,1,:::,1N:1O:1O:1O,,,1L,2,0.06000600060006
460,2,2,0,1,0,:1O,1N:1N,,,,2,0.06000600060006
461,2,2,0,1,1,:1O,1N:1O,,,1L,2,0.06000600060006
462,4,3,0,2,1,::1O:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
463,2,2,0,2,1,:1O,1N:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
464,4,3,0,2,1,::1O:1O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
465,3,1,0,2,1,::1O,1N,,1S:1S:1S:1S:2S:3S:3S:3S,1L,2,0.06000600060006
466,4,3,0,1,2,:1O:1O:2O,1O:1O:1O,,,1L:1L,2,0.06000600060006
467,4,3,0,1,1,:::2O,1O:1O:1O,,,1L,2,0.06000600060006
468,2,3,0,1,1,1O:1O,1N:1N:1O,,,1L,2,0.06000600060006
469,4,3,0,1,1,:::,:1N:1O,,,1L,2,0.06000600060006
470,4,3,0,1,1,:::,1O:1O:1O,,,1L,2,0.06000600060006
471,4,3,0,1,1,:::,1N:1O:1O,,,1L,2,0.06000600060006
472,2,3,0,1,1,:1O,:1N1O:1O,,,1L,2,0.06000600060006
473,2,3,0,1,1,:1O,:1N:1O,,,1L,2,0.06000600060006
474,4,4,0,1,1,::1O:1O,:::1O,,,1L,2,0.06000600060006
475,3,4,0,1,1,::1O,:1N1O:1O:1O,,,1L,2,0.06000600060006
476,4,4,0,1,2,:1O:1O:1O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
477,3,2,0,2,1,::1O,:1N,,1S:1S:2S:2S:3S:4S:4S:4S,1L,2,0.06000600060006
478,4,4,0,2,1,:::1O,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
479,1,5,0,2,1,,::1N:1O:1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
480,4,4,0,1,1,:::1O,::1N1O:1O,,,1L,2,0.06000600060006
481,3,4,0,1,1,:1O:1O,:::1O,,,1L,2,0.06000600060006
482,4,4,0,2,1,::1O:1O,:::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
483,4,4,0,1,2,:1O:1O:2O,1N:1O:1O:1O,,,1L:1L,2,0.06000600060006
484,1,5,1,1,1,,:1N:1N:1O:1O,1O,,1L,2,0.06000600060006
485,4,4,0,1,1,:::,::1O:1O,,,1L,2,0.06000600060006
486,1,5,1,1,1,,::1N:1O:1O,2O,,1L,2,0.06000600060006
487,4,4,0,2,1,:::1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
488,3,2,0,2,1,::1O,1N:1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
489,4,4,0,1,1,:::1O,:1N:1N1O:1O,,,1L,2,0.06000600060006
490,3,4,0,1,1,:1O:1O,:1N:1N:1N1O,,,1L,1,0.03000300030003
491,3,5,0,1,1,:1O:1O,:::1N:1O,,,1L,1,0.03000300030003
492,3,3,1,1,1,::,:1N:1O,2O,,1L,1,0.03000300030003
493,3,4,0,1,2,:1O:1O,1N:1O:1O:1O,,,1L:1L,1,0.03000300030003
494,3,3,1,1,1,::,::1O,1O,,1L,1,0.03000300030003
495,3,4,0,1,2,:1O:1O,::1O:1O,,,1L:1L,1,0.03000300030003
496,3,4,0,1,0,::,:::,,,,1,0.03000300030003
497,3,3,1,1,1,::1O,:1N1O:1O,,,1L,1,0.03000300030003
498,3,4,0,2,1,::1O,::1N:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
499,3,4,0,2,1,::1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
500,3,3,1,1,1,::1O,::1O,1O,,1L,1,0.03000300030003
501,3,3,1,1,2,1O:1O:1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
502,3,3,1,1,2,1O:1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
503,3,4,0,2,1,::1O,:::,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
504,3,4,0,2,1,::1O,:::1N,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
505,3,4,0,1,1,:1O:2O,:1N:1O:1O,,,1L,1,0.03000300030003
506,3,4,0,1,1,1O:1O:1O,::1N:1N1O,,,1L,1,0.03000300030003
507,3,4,0,1,2,::1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
508,3,4,0,1,2,:2O:2O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
509,3,4,0,2,1,:1O:1O,:::1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
510,3,4,0,2,1,:1O:1O,:1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
511,3,4,0,2,1,:1O:1O,:::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
512,3,4,1,1,1,::,:1N:1O:1O,2O,,1L,1,0.03000300030003
513,3,3,1,1,1,1O:1O:1O,::1O,,,1L,1,0.03000300030003
514,3,3,1,1,1,:1O:1O,1N:1N:1O,,,1L,1,0.03000300030003
515,3,3,1,1,1,:1O:1O,1N:1O:1O,,,1L,1,0.03000300030003
516,3,4,0,2,1,:1O:1O,:::,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
517,3,4,0,2,1,1O:1O:2O,::1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
518,3,4,1,1,1,:1O:1O,:::1O,1O,,1L,1,0.03000300030003
519,3,4,1,1,1,:1O:1O,1N:1N:1O:1O,,,1L,1,0.03000300030003
520,3,4,0,1,1,1O:1O:1O,::1N:1O,,,1L,1,0.03000300030003
521,3,3,1,1,1,:1O:1O,:1N:1O,,,1L,1,0.03000300030003
522,3,4,0,2,1,::,:::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
523,3,4,0,1,2,::2O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
524,3,3,1,1,1,:1O:2O,:1N:1O,,,1L,1,0.03000300030003
525,3,3,1,1,1,:1O:2O,::1O,,,1L,1,0.03000300030003
526,3,4,0,1,2,::1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
527,3,4,1,1,1,1O:1O:1O,:::1O,,,1L,1,0.03000300030003
528,3,5,0,1,1,:1O:1O,:1N:1O:1O:1O,,,1L,1,0.03000300030003
529,3,3,1,1,1,::,1N:1O:1O,,,1L,1,0.03000300030003
530,3,4,0,1,2,1O:1O:2O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
531,3,4,0,1,0,::2O,:::1N,,,,1,0.03000300030003
532,3,4,1,1,0,::1O,:::1N,,,,1,0.03000300030003
533,3,4,0,2,1,::1O,:::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
534,3,4,0,2,1,::1O,:::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
535,3,4,1,1,2,1O:1O:1O,:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
536,3,4,0,1,1,::1O,1N:1N1O:1O:1O,,,1L,1,0.03000300030003
537,3,4,1,1,0,::1O,::1N:1N,,,,1,0.03000300030003
538,3,4,0,2,1,::2O,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
539,3,4,0,1,0,:1O:1O,:::1N,,,,1,0.03000300030003
540,3,4,0,1,0,::,:1N:1N:1N,,,,1,0.03000300030003
541,3,4,1,1,0,::,:::1N,1O,,,1,0.03000300030003
542,3,4,0,2,2,:1O:1O,1N:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
543,3,4,0,2,2,:1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
544,3,4,1,1,1,::1O,:::1O,1O,,1L,1,0.03000300030003
545,3,4,0,2,2,::2O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
546,3,4,0,1,0,::,::1N:1O,,,,1,0.03000300030003
547,3,4,1,1,0,:1O:2O,::1N:1N,1O,,,1,0.03000300030003
548,3,4,0,1,1,::,1N:1N1O:1O:1O,,,1L,1,0.03000300030003
549,3,4,1,1,1,::1O,::1N1O:1O,1O,,1L,1,0.03000300030003
550,3,4,1,1,1,::1O,1N:1O:1O:1O,,,1L,1,0.03000300030003
551,3,4,1,1,1,::1O,1N:1N:1O:1O,,,1L,1,0.03000300030003
552,3,4,1,1,1,::1O,1N:1N1O:1O:1O,1O,,1L,1,0.03000300030003
553,3,4,1,1,2,:1O:1O,:1N1O:1O:1O,1O,,1L:1L,1,0.03000300030003
554,3,4,0,2,1,::1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
555,3,5,0,1,0,::1O,:::1N:1N,,,,1,0.03000300030003
556,3,3,2,1,1,::,1N:1O:1O,:1O,,1L,1,0.03000300030003
557,3,4,0,1,2,1O:1O:2O,1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
558,3,4,0,1,1,::,:1N1O:1N1O:1O,,,1L,1,0.03000300030003
559,3,4,0,1,0,::1O,:::1O,,,,1,0.03000300030003
560,3,4,0,1,0,::1O,::1N:1O,,,,1,0.03000300030003
561,3,4,0,1,1,::2O,:1N:1O:1O,,,1L,1,0.03000300030003
562,3,3,1,2,1,:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
563,3,5,0,1,0,::,:::1N:1N1O,,,,1,0.03000300030003
564,3,4,0,1,1,::2O,:1N:1N1O:1O,,,1L,1,0.03000300030003
565,3,4,0,1,1,:2O:2O,::1N:1O,,,1L,1,0.03000300030003
566,3,4,0,2,1,::1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
567,3,4,0,1,1,::1O,:::1O,,,1L,1,0.03000300030003
568,3,4,0,2,1,:1O:1O,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
569,3,5,0,1,0,::,::1N:1N:1N,,,,1,0.03000300030003
570,3,3,2,1,1,:1O:1O,:1N:1O,:,,1L,1,0.03000300030003
571,3,5,0,1,0,:1O:1O,::::,,,,1,0.03000300030003
572,3,4,1,1,2,::1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
573,3,4,1,1,2,:1O:1O,:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
574,3,4,0,1,1,1O:1O:2O,:1N:1O:1O,,,1L,1,0.03000300030003
575,3,4,1,1,2,:1O:1O,:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
576,3,4,1,1,1,::,::1O:1O,2O1S,,1L,1,0.03000300030003
577,0,3,0,1,1,,:1N:1O,,,1L,1,0.03000300030003
578,3,5,0,1,1,:1O:1O,::::1O,,,1L,1,0.03000300030003
579,5,0,0,2,1,:::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
580,4,5,0,1,0,:::1O,:::1N:1N,,,,1,0.03000300030003
581,4,5,0,1,0,:::1O,::::1N,,,,1,0.03000300030003
582,4,5,0,1,1,::1O:1O,:::1O:1O,,,1L,1,0.03000300030003
583,4,5,0,1,1,:::,::1O:1O:1O,,,1L,1,0.03000300030003
584,4,5,0,1,1,:::,:::1O:1O,,,1L,1,0.03000300030003
585,4,5,0,1,2,:::1O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
586,4,5,1,1,1,:::1O,:::1O:1O,,,1L,1,0.03000300030003
587,4,6,0,1,0,:::,:::::,,,,1,0.03000300030003
588,4,6,0,1,0,:::1O,:::::,,,,1,0.03000300030003
589,4,6,0,1,1,::1O:1O,:::1N:1O:1O,,,1L,1,0.03000300030003
590,4,6,0,1,1,:::1O,::::1O:1O,,,1L,1,0.03000300030003
591,5,0,0,2,1,::1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
592,5,1,0,1,1,:::1O:1O,1O,,,1L,1,0.03000300030003
593,4,4,1,1,1,:::1O,:::1O,1O,,1L,1,0.03000300030003
594,5,1,0,2,1,:1O:1O:1O:1O,1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
595,5,1,0,2,1,::1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
596,5,1,0,2,1,::1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
597,5,1,0,2,1,:::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
598,5,1,0,2,1,:::1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
599,5,1,0,2,1,:::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
600,5,1,0,2,1,:::1O:1O,1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
601,5,1,0,2,1,::::1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
602,5,1,0,2,1,::::1O,1N,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
603,5,1,1,1,1,:::1O:1O,1O,1O,,1L,1,0.03000300030003
604,5,1,1,2,1,:::1O:1O,1N,1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
605,5,2,0,1,0,::1O:1O:1O,:1N,,,,1,0.03000300030003
606,4,5,0,1,0,:::,::1N:1N:1N,,,,1,0.03000300030003
607,4,4,1,1,1,:::1O,::1O:1O,1O,,1L,1,0.03000300030003
608,3,5,0,1,1,::,::1N1O:1O:1O,,,1L,1,0.03000300030003
609,4,4,0,1,1,::1O:2O,::1O:1O,,,1L,1,0.03000300030003
610,4,3,1,1,1,:::1O,1N:1O:1O,1O,,1L,1,0.03000300030003
611,4,3,1,1,1,:::1O,:1N:1O,1O,,1L,1,0.03000300030003
612,4,3,1,1,2,:1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
613,4,4,0,1,0,::1O:1O,:::,,,,1,0.03000300030003
614,4,4,0,1,0,::1O:1O,:::1N,,,,1,0.03000300030003
615,4,4,0,1,0,:::,:::,,,,1,0.03000300030003
616,4,4,0,1,0,:::1O,:1N:1N:1N,,,,1,0.03000300030003
617,4,4,0,1,0,:::1O,:::,,,,1,0.03000300030003
618,4,4,0,1,1,::1O:1O,1N:1N:1O:1O,,,1L,1,0.03000300030003
619,4,4,0,1,1,::1O:1O,:1O:1O:1O,,,1L,1,0.03000300030003
620,4,4,0,1,1,::1O:1O,::1N1O:1O,,,1L,1,0.03000300030003
621,4,4,0,1,1,::1O:1O,::1N:1O,,,1L,1,0.03000300030003
622,4,4,0,1,1,:::,:1N:1O:1O,,,1L,1,0.03000300030003
623,4,4,1,1,1,:::,::1O:1O,1O,,1L,1,0.03000300030003
624,4,4,0,1,1,:::1O,1N:1N:1O:1O,,,1L,1,0.03000300030003
625,4,4,0,1,1,:::1O,1N:1O:1O:1O,,,1L,1,0.03000300030003
626,4,4,0,1,2,::1O:1O,1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
627,4,4,0,1,2,::1O:2O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
628,4,4,0,1,2,:::1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
629,4,4,0,1,2,:::1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
630,4,4,0,2,1,:1O:1O:1O,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
631,4,4,0,2,1,::1O:1O,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
632,4,4,0,2,1,::1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
633,4,4,0,2,1,:::1O,:1N:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
634,4,4,0,2,2,:::1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
635,4,4,1,1,1,:1O:1O:1O,::1O:1O,,,1L,1,0.03000300030003
636,5,2,0,1,0,:::1O:1O,1N:1N,,,,1,0.03000300030003
637,5,2,0,1,0,:::1O:1O,:1N,,,,1,0.03000300030003
638,5,2,0,1,0,::::,1N:1N,,,,1,0.03000300030003
639,6,1,1,2,1,::::1O:1O,1N,1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
640,5,4,0,1,1,::1O:1O:2O,:::1O,,,1L,1,0.03000300030003
641,5,4,0,1,1,:::1O:1O,:1N:1O:1O,,,1L,1,0.03000300030003
642,5,4,0,1,1,::::,:1O:1O:1O,,,1L,1,0.03000300030003
643,5,4,0,1,2,:::1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
644,5,4,0,2,1,::::1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
645,6,0,0,2,1,::::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
