,r ($\AA$),g_full(r),O (DOL),O (DOL),S (SL),O (SL),O (SL),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
96,4.825,1.002897914534819,0.651249405734917,0.6182873959354497,0.3585532206959372,0.4976118842358065,0.4894319628511084,0.3934542186039827,0.5689135323057587,0.5901813279059742,0.6858864081069431,0.5051101455051128,0.6283666881881793,0.6702578007340579,2.0736100710209904,1.843208952018657,0.4608022380046648,0.5026933505505434,0.9634955885552078,1.1101144824657827,2.355733890207521
97,4.875,1.01045727684534,0.6653560827412617,0.6663345475688223,0.4460564470699106,0.510160367606904,0.5008118791952589,0.3281319432487338,0.6614723300410986,0.6927229913028826,0.7291820961082977,0.5989710075175301,0.6155433278836273,0.3282897748712679,1.9697386492276068,2.195437869451604,0.4308803295185391,0.6155433278836274,0.9233149918254407,1.3336772104145251,2.3974784515630656
98,4.925000000000001,1.01587236773635,0.6528737060540504,0.6394519264875937,0.3938643715773892,0.4880777760743062,0.4972374126226176,0.3164000167688127,0.6634193899991225,0.6123871292299594,0.6430064856914574,0.6787290682298713,0.6835230078778848,0.4824868290902716,2.251605202421265,2.090776259391176,0.3618651218177036,0.5427976827265556,1.1660098369681569,1.4072532515132925,2.321967864996931
99,4.9750000000000005,1.025853008037396,0.6990067601225224,0.7084020122747064,0.3962461493485789,0.4962694491841424,0.5219164491419794,0.335078054449138,0.6251456239722724,0.6251456239722724,0.6501514489311634,0.6551526139229418,0.8274654804578438,0.6895545670482033,2.3050824098468503,1.970155905852009,0.5910467717556028,0.4531358583459621,1.0835857482186049,1.3397060159793663,2.129577705172485
100,5.025,1.0315259524472755,0.6824027347990966,0.6906910271245915,0.4059973586292709,0.5052970221949442,0.516609642094831,0.3823665526161737,0.7255160229127402,0.6470818582735246,0.62257118182377,0.6176690465338192,0.8303920082068429,0.5793432615396579,2.162881509748054,2.3946188143639167,0.4441631671804044,0.5986547035909796,1.10075219692535,1.4290467117978225,1.918335595608357
101,5.075,1.037432312753019,0.7213888729202187,0.7015258501364332,0.4337739413453174,0.5077126813473601,0.5742575473491984,0.360451357509958,0.7353207693203141,0.6488124435179241,0.6968726245192518,0.6488124435179243,0.7383791444749449,0.7573119430512255,1.855414260475501,1.8932798576280625,0.624782353017261,0.5490511587121384,1.211699108881961,1.6282206775601342,1.8743470590517803
102,5.125,1.0454798583759644,0.6896750888987963,0.7295151132896122,0.4773119555987593,0.5534401915550172,0.5413563445778331,0.424143028899151,0.6739161459175397,0.7021923478441497,0.6079383414221164,0.6833415465597432,0.7983028725744962,0.5569554924938345,1.5780405620658653,1.9493442237284224,0.6497814079094735,0.6497814079094738,1.4295190974008425,1.336693181985203,1.7129223003840994
103,5.175000000000001,1.048876800232035,0.7337208968645653,0.6963836204560729,0.4942064047309884,0.5759815652260444,0.6269428971287603,0.4622074288850968,0.8181071491266223,0.6517124747279867,0.7349098119273042,0.6655786975945397,0.7465350290780505,0.600869657550626,1.98469068706116,1.5841109153607424,0.4734124574641296,0.5826614861096981,1.456653715274245,1.6023190868016697,1.588012666383797
104,5.2250000000000005,1.054667119326116,0.7410399384318739,0.7495576388736199,0.4685172048110981,0.5975628865332613,0.5452470696188707,0.4125974093981607,0.7163779196143889,0.7798544441371822,0.7526502193416997,0.702775807216647,1.0180975037097464,0.5358407914261827,1.5360769354217232,1.8218586908490195,0.571563510854595,0.7144543885682435,1.4646314965648983,1.536076935421722,1.7321873747328018
105,5.275,1.05763184317137,0.7187014776075766,0.7354154654589155,0.5475067263018498,0.6672738226803792,0.6570080715622196,0.3558793720962023,0.7384496970996196,0.7473466814020246,0.7695891421580373,0.7340012049484171,0.99888869213366,0.8411694249546607,1.629765760849656,1.99777738426732,0.5607796166364404,0.7009745207955506,1.296802863471769,1.6998632129292113,1.917844830492928
106,5.325,1.0583115373218286,0.7511926408486783,0.7175693894569799,0.537273256471187,0.6637563355987788,0.6357733534909045,0.467091937344638,0.724647304665514,0.6897245429948863,0.6591671265330878,0.7857621375891114,1.0833993109183189,0.8770375374100678,1.85725596157426,1.6336973736069895,0.5502980626886704,0.7738566506559424,1.5649101157709049,1.444532414557759,1.7256476876531834
107,5.375,1.059950916066151,0.7557946082596455,0.727623350230798,0.5185353047288934,0.6635494153734142,0.7041973100237721,0.5098564299251677,0.7112282972065359,0.7112282972065361,0.6983747737630448,0.8140564847544692,0.9451883905921112,0.5738643800023532,1.5865662270653302,1.4852960423590325,0.4894725594137718,0.7595263852972322,1.5359311347121811,1.7384715041247771,2.034704017211225
108,5.425000000000001,1.0591546662488387,0.7435074595970221,0.7521988326635114,0.5640213331059447,0.7020609710362712,0.6513745414837294,0.5005015309645674,0.8117377771106014,0.7360316631831878,0.8243554627651705,0.8243554627651707,1.010689366067997,0.6296097690259653,1.3586316068455038,1.5243183881681253,0.5633350564969163,1.0272580442002592,1.3420629287132413,1.938535341474681,1.796518100341005
109,5.4750000000000005,1.062324312108366,0.7470562229508904,0.7408501484092422,0.5558843394922977,0.6924730629104051,0.6808259624638993,0.5161783152428477,0.7763321861252428,0.7598144800374718,0.8217558778666133,0.8052381717788426,0.9272439553816968,0.862174204126841,1.3339299007245464,1.4478019654205438,0.3904185075291355,0.9923137066365528,1.4640694032342574,2.017162288900532,2.070612441717023
110,5.525,1.0597633376576117,0.7701616565147611,0.6977923613922076,0.5718624254883037,0.7184671563862146,0.7455006528638435,0.6123086952182943,0.7826197230273564,0.8921053837617532,0.7136843070094027,0.7785646985557121,1.1661267344213564,0.766768263729111,1.4057418168367035,1.198075412076736,0.6549478919352824,0.9265116520060092,2.0127666922889165,1.6932799157351202,2.0225468997344414
111,5.575,1.0606482052073307,0.7519200635249222,0.7092738509667923,0.5647144204607397,0.7485274325456098,0.7250402143347653,0.6173053655850228,0.7447490539638664,0.7965230523677714,0.7407664387020274,0.9279493560084536,1.3178835957357646,1.004101787227249,1.349261776586616,0.957034515950972,0.4549836223373477,0.8158327021221401,1.4747744999900223,1.976825393603647,2.435491149408189
112,5.625,1.0590956307147978,0.745961468394244,0.7547807172816636,0.6139032184118618,0.7683821328488335,0.7904505491969726,0.5555222260726936,0.7980741839354191,0.8450197241669141,0.8841410076931604,0.7785135421722965,1.2791474219642276,0.9863305422374768,1.4640843986337544,1.047976201127319,0.6935136625107258,0.970919127515016,1.556552886968518,1.941838255030032,2.309353318360548
113,5.675000000000001,1.055216465024359,0.693162338099073,0.7285424991062133,0.5982057058359779,0.762786188331214,0.7844674494982508,0.5803679409667335,0.8878476447901688,0.8840041484923759,0.8263517040254815,0.9185956151725124,1.0447321754909895,0.8327575311884694,1.1204374055990325,1.0750142675342067,0.5147955647346903,0.9841679914045556,1.922912844744286,1.7715023845282003,2.294331973682518
114,5.7250000000000005,1.054849979156938,0.7151630297866981,0.7215484139812223,0.6032963603783581,0.7834137328187666,0.8657254352780928,0.6609145520998874,0.9441636458569812,0.8799605179387066,0.8384173175209998,0.8648538996049949,1.1009520331083824,0.8033974295655767,1.1455852236398034,0.7587642390341557,0.5802314769084722,0.922419270982699,1.88947173249682,1.4877730177140311,2.374667912559476
115,5.775,1.05342300512954,0.7118972545404733,0.7446682349159893,0.6233486325488503,0.8060706744562993,0.8127324155675083,0.7757121685352191,0.8462314565838757,0.9093276616800416,0.8796353298700806,0.8165391247739145,0.9942432318183748,0.9796220078210458,1.052728127807691,1.06734935180502,0.7749248718584395,1.052728127807691,2.2809109435833315,1.827652999666132,2.235256917632485
116,5.825,1.0503038057837817,0.7134350957169812,0.7600379646014718,0.6463681117367053,0.902670373120001,0.8774143108669024,0.6785462058665789,0.8609510999167345,0.9010801766077688,1.076188874895918,0.8171739253446971,1.192817458667381,0.819163796916153,1.0634758065227252,0.991619333109028,0.847906386281632,1.0203619224745066,1.839525719390661,2.256293265190108,2.322870487495861
117,5.875,1.0470148084533784,0.7646730148850874,0.7545672041156805,0.6418498743715478,0.8698996864691748,0.8818539104904218,0.7889787854022742,0.9431882752763552,0.8750491983552495,1.0364312226420789,0.9862234817528434,1.2573670175074816,1.1302175438269493,1.003068070146418,0.9889403508485812,0.7346414034875175,0.9324294736572336,1.907242105207976,1.9778807016971605,2.4167049623360937
118,5.925000000000001,1.0458137649457229,0.7557960603420285,0.7504968767462915,0.6708431966966574,0.8516634653480475,0.9167587620625474,0.789822933469273,0.8603428382433158,0.906180776346443,0.948492719210868,0.9555447096882724,1.2223450160833982,0.944539330609898,0.986210183430923,1.0278810362519477,0.888978193515198,1.2084547318097227,2.2641163366090225,2.111323209598596,2.296574245779138
119,5.9750000000000005,1.0441848231687845,0.7568782764358876,0.7601350676425828,0.6169891374488368,0.8952565726382972,0.9459314729763132,0.7870612152499347,0.9361521062444148,0.9257504161750332,0.9604227164063074,0.8390696655968458,1.5980778379323857,1.03806765540907,0.9561149457715122,0.819527096375582,0.90147980601314,1.229290644563373,1.9258886764826195,1.70734811744913,2.212305034144492
120,6.025,1.041769397359832,0.7411652177108847,0.7110573825921197,0.624277982213294,0.9425373456945813,0.9906259857810388,0.7638224723550887,1.0263864472271504,1.002516994966053,0.9786475427049572,1.0161566819723946,1.4507667088562544,1.343302508200236,0.8059815049201416,0.9134457055761608,0.9403117557401656,1.2895704078722268,2.014953762300354,2.1627170382023806,2.0264677837992155
121,6.075,1.040024976119471,0.7359462431705265,0.7882437929848708,0.651884403636243,0.9537464427870616,0.964926518311166,0.7647171658487425,0.9257102533958456,0.9324182987103088,0.9357723213675398,0.9156481854241526,1.4005585520196262,0.9909612396365278,1.0041740561650148,0.8588330743516575,1.0173868726935018,1.387345735491139,1.8630071305166729,2.1801147272003614,1.9354079721064437
122,6.125,1.0383115395053433,0.7642698809038697,0.7407157402109686,0.6455150041154889,0.9407767818825998,1.0084585647518516,0.8446686502082624,1.0063435090371873,1.0327394043561953,0.9337547969099148,0.9766481268033032,1.442775641868516,1.1958140455126445,1.0138423429346333,0.8448686191121946,0.9228564916456278,1.442775641868517,2.001688728358121,2.131668515913842,1.733240677324671
123,6.175000000000001,1.0368540221377525,0.7934129156365393,0.779386399833587,0.6617397653576835,0.923106163247385,0.9963553448215684,0.8764930477001759,1.0485453866931738,1.0388065750520603,0.9901125168464948,0.9316796469998166,1.4962356066801004,1.3299872059378668,0.7289352955621002,1.0486437585279338,0.8951836963043338,1.700849022978234,2.0333458244627,2.0589225014999677,1.4727468216458737
124,6.2250000000000005,1.0336242929296957,0.7717172147808233,0.7543145715237132,0.7043910123900904,0.9247179685911766,1.0451196881508782,0.8944127738720677,1.0701009973112243,0.9423277439009288,1.073295328646482,1.0509350092996803,1.4345451632883173,1.1577031142326766,1.0444495487099157,0.9689471716947402,0.8431098766694494,1.384210245278201,2.076315367917303,2.3154062284653563,1.2373144641466358
125,6.275,1.0312971012102723,0.7842717702915409,0.7878151668440627,0.7044952604003084,0.953567383356482,1.0172460167336264,0.7607581541942919,0.9368013634293348,0.977668537001755,0.9336577346929952,1.053115626673916,1.634686942896825,1.126943271239478,1.0402553272979795,0.8916474233982683,1.3250871431057596,1.213631215180976,2.1052786385792444,2.1919665825207426,0.9966586207967876
126,6.325,1.0271708619991458,0.7957531983492184,0.7876154738956845,0.695781173183851,0.9821859662504075,1.0448618073923963,0.9437077599796924,1.0086843598471469,1.1169786929595709,0.9901196170278748,1.0891315787306617,1.6820782130189456,1.1457634204621798,0.9994957497648802,1.2067082832527212,0.987306777206772,1.51143259720543,2.3037158134824707,2.1330701976689537,0.816785538664258
127,6.375,1.0239103918364096,0.8079237188601499,0.8468322265672955,0.7544160565034032,0.987925788278266,1.0012022613223217,0.9929239898948522,1.0690684676475248,1.1604418409507318,1.1025720378587005,0.9837866525645312,1.4758184233518,0.9478833775999363,1.0318730439695514,0.9358848538328488,0.923886330065761,1.2598449955442197,2.123738706774541,2.1837313256099797,0.674733311024703
128,6.425000000000001,1.019666620749892,0.834266622845098,0.8145506661944711,0.7711677840653999,0.9695339737851144,1.0218165354166666,0.9385488674064156,1.0105142757698469,1.0734840080878492,1.0015185997244187,1.040499862587943,1.9018131275841104,1.1221878703136057,0.933187807944998,0.98043782353715,1.0276878391293016,1.3584379482743645,2.008125662666451,1.866375615889997,0.4176563878234842
129,6.4750000000000005,1.0158424263961314,0.8125576569975235,0.823650594294418,0.7275085224538885,0.9621886909874008,1.0749865784438306,1.000873067155342,1.15144689141765,1.0687789094697162,1.080588621176564,0.9861109275217824,1.5934164052951334,1.209600774822584,0.9537236878408836,0.9304621344789106,1.3142777649514612,1.8841858223197925,2.0237551424916287,2.2214783460683964,0.3720661723968601
130,6.525,1.0114196818191925,0.8067065890706557,0.8422082331394383,0.7164017395074969,0.990736640796528,1.0600658413940278,1.0001296292645767,1.0466472864396723,1.0844428828944392,1.0408325792927855,1.0408325792927866,1.7179816570348183,1.3743853256278542,1.0766018384084854,1.2369467930650686,1.0422422052677895,1.3972917477216518,1.8783266116914008,2.279188998332859,0.2892520136844336
131,6.575,1.0063189092558955,0.8267582290271419,0.8149243441614309,0.7833705007159323,0.9647130627373336,1.0278525782589545,1.0594223360197654,1.1224150154587786,0.9964296565807522,1.0565590324089011,0.996429656580752,1.6355537292360842,1.2407648980411672,1.0038915993242177,1.2633242598237344,1.0941290464544835,1.45507883497555,2.0303425604309995,1.8498676661704667,0.2924660116811322
132,6.625,1.005034438577481,0.8042595211094605,0.8270415760552485,0.790392365055581,0.9834708293463776,1.0348137917607845,0.9758055420000024,1.1563013647976912,1.17040260095376,1.22116705111561,1.037850981086708,1.688729857235945,1.4554184953809797,1.266547392926959,1.122116549873885,1.2998775874776685,1.4554184953809797,2.1442425160956406,1.855380829989493,0.2656212443275926
133,6.675000000000001,1.0004931391882728,0.8950716869377964,0.9070755637888572,0.8298846959770356,1.0443012569118753,1.0115332774999062,0.966797862128783,1.172381315569961,1.116818220045318,1.1307089939264794,1.1445997678076398,1.7510793741099548,1.1272573470832832,1.2148113157887803,1.3023652844942784,1.2038670697005935,1.6197484210517077,1.8714660810800137,2.3639571550484373,0.1953212898799939
134,6.7250000000000005,0.9994721918154176,0.8720422685334026,0.8910667755709827,0.7951329175177879,1.015496320960493,1.0955008687072076,1.0345851253351477,1.2480709448487497,1.141328035091949,1.0756400906262251,0.9743711762415674,1.5634062540137523,1.272289227404295,1.3154176757908806,1.261507115307648,1.4448030209506395,1.7574842717533907,1.897651729009796,1.962344401589675,0.2904568972974175
135,6.775,0.99554159292147,0.8683374130296468,0.876949861116872,0.8698742438868402,1.006094614352426,1.0565722135604867,1.113757110197563,1.0921831225908305,1.1622985823127108,1.105666864845038,1.216233551329541,1.6891451660271195,1.2110852133779335,1.3173207584110858,1.5191682939740765,1.3704385309276623,1.5297918484773922,2.0397224646365224,2.114087346159729,0.2110618430403545
136,6.825,0.993096837179308,0.9135705727227132,0.9045846326631464,0.9048721512361666,1.0282018646200113,1.0350156609395609,1.073581748108211,1.0974981731898297,1.0523227035912166,1.1081276954483266,1.1825343512578066,1.4027748313865178,1.3923063624955732,1.476054113623127,1.2980901424770754,1.3399640180408523,1.4655856447321824,1.9471352137156157,1.7901081803514522,0.2185559933762422
137,6.875,0.9917429795824032,0.9421492898137088,0.9077104123792648,0.8655696084811086,1.0482188974701396,1.0435183642976285,1.1208757102223927,1.110400236295081,1.2465813973501385,1.0815926829949725,1.160158737449813,1.7125812678135994,1.3514948559251894,1.4443456475536378,1.1038927449159943,1.495929420680553,1.7435315316897475,1.867332587194346,2.104617943578157,0.2119145618458799
138,6.925000000000001,0.990109903579502,0.9373217137375264,0.9412009551808268,0.90076827963459,1.051668476369848,1.0913790544580744,1.1253977830203208,1.189927472413688,1.3293116015033604,1.2312264736254428,1.205414597868096,1.4439006863049144,1.5354155185355072,1.3422175393820328,1.352385854074321,1.271039336536016,1.5354155185355067,2.16585102945737,1.8506332739964384,0.2670738981423433
139,6.9750000000000005,0.9869055282574836,0.9593020109851904,0.951176383587708,0.8957290405368253,1.0451259453313864,1.0810072980113032,1.11186526131603,1.2441695944703417,1.1423970305054878,1.2161821393800063,1.114409575415152,1.8442422197267512,1.4433199980470215,1.6838733310548584,1.43329694250503,1.353112498169084,1.523504442382969,2.0948186082765816,1.8141730531007707,0.2092568534583478
140,7.025,0.9842672575308384,0.9838621876550528,0.966427848122851,0.9544118251039364,1.0573133695895358,1.0785368131396904,1.025864085056124,1.1964233950410046,1.2566207985650806,1.2817030500334452,1.2791948248866087,1.7291552148645493,1.4327286066020566,1.5117757021387206,1.4327286066020557,1.6698698932120508,1.8773685189957967,1.85760674511163,1.976177388416628,0.2661789951744847
141,7.075,0.9831378234237004,0.979296442030798,0.9890522415007442,0.936531092837473,0.9720393807175666,1.0145225108598217,1.1622623515037822,1.248813803211512,1.09054829151738,1.1103314804791469,1.1968829321868744,1.6755761560041644,1.5294503284456626,1.5294503284456622,1.373582779049925,1.6853178778413989,1.6268675468179967,1.9873112547956384,1.9191192019350036,0.2689908090974884
142,7.125,0.9813227792873576,0.9944582840123394,0.995832477864038,0.9646967326193132,0.9959571581740542,1.029718417773174,1.2435397285676033,1.265484547307032,1.221594909828175,1.2411014153743338,1.267922860500302,1.6425364329208474,1.6713528615685824,1.4312159561707976,1.5272707183299112,1.4600323848185308,1.728985718864051,2.218865005875532,1.8442514334549869,0.2911047383801717
143,7.175000000000001,0.9805936783759236,0.9905840466342845,1.02446175000755,0.9630123625766264,1.0049360761843154,0.9987708241831852,1.209437485061824,1.180584105696531,1.1661574160138852,1.231077519585792,1.2094374850618232,1.6765562100893143,1.7333886239906475,1.2787293127799866,1.534475175335983,1.5534193133030936,1.695500348056425,1.5913075892373154,1.989134486546644,0.3189574249564592
144,7.225,0.9803126210567864,1.0624517428685556,0.9853850126730588,0.9880350025063706,0.9491216239461192,0.9752665501662876,1.0670778027068792,1.2022409910497505,1.1785281509895975,1.183270719001628,1.1311024708692916,1.88696721205944,1.522651760226182,1.4198961199655191,1.672114509696237,1.578700291277453,1.793552993640657,2.176551289157671,1.8682843683756836,0.3019757591333759
145,7.275,0.9780850689168016,0.9956127891763952,1.0325198828616633,1.0686522291590603,0.969702948681369,0.9427167812783628,1.1904497980379625,1.2114990086123074,1.143673774539418,1.2512586285860707,1.2325482191866528,1.8795456714869787,1.584714977920394,1.6860630288339074,1.575501518746438,1.7321303247036863,1.7321303247036863,1.5939284370943496,1.8334783756172,0.2854292046135691
146,7.325,0.9773603111209708,1.0410086178595317,1.0405752254291147,1.0505637669466936,0.9121448922476358,0.9251586326039573,1.2365419473115808,1.287295534701235,1.2388489285565654,1.245769872291519,1.3103653471510792,1.708564291739883,1.71765239967467,1.6085951044572304,1.8448859107616835,1.526802133044151,1.490449701305004,1.9266788821747625,1.82670969489211,0.3152089680646906
147,7.375,0.9764857246672708,1.0389121536074295,1.056013588234712,1.037534256951562,0.8525520525344391,0.8642228540749516,1.354104748737964,1.2630724967219662,1.2607966904215662,1.192522501409568,1.1788676636071689,1.5599617731832325,1.5868576658243216,1.7392677241238323,1.5061699879010515,1.6944412363886827,1.6047882609183823,1.6585800462005629,1.7840942118589829,0.2898169656019517
148,7.425000000000001,0.9763023556743496,1.0646161731187993,1.0979381531807584,1.0639073541286412,0.8658639938362969,0.8330486696018093,1.2483640187730236,1.252854536826164,1.2887786812512867,1.2438735007198831,1.1967230611619095,1.6805423623116234,1.680542362311623,1.7513020407247433,1.742457080923103,1.406348608460779,1.777836920129664,1.910511317154266,1.6186276437001412,0.31571091210344
149,7.475,0.9758650014228172,1.0508376758502869,1.057496449241814,1.0838040217794167,0.8281898656993651,0.8253497084095871,1.2029202185127197,1.271595221779561,1.236150058803127,1.258303285663398,1.2139968319428556,1.6668624937591865,1.6406814074697749,1.6581354649960494,1.6668624937591865,1.6494084362329124,1.6843165512854603,1.8937652416007515,1.9810355292321216,0.382030136672022
150,7.525,0.9755068331709054,1.0734683466405008,1.077574958525124,1.0800988643697955,0.8138575770964943,0.7891952262753881,1.2285213756749973,1.276612959776153,1.2569391299165895,1.202289602528912,1.2438232433435463,1.5328364409101396,1.7395110172126311,1.825625424005335,1.679230932457738,1.6964538138162788,1.601727966344304,1.7481224578919017,1.670619491778467,0.4117674594189924
151,7.575,0.9760672546688574,1.0836594380760254,1.07028592967793,1.1289444027993365,0.7976177505324071,0.7926395537537724,1.279230632216573,1.246872353155445,1.2101996368861665,1.2447151345513705,1.2188285113024682,1.2237312808571863,1.6656342433889482,1.6741323772837895,1.6571361094941064,1.78460811791673,1.4191883604385425,1.6146454400198988,1.5806529044405322,0.434965710372707
152,7.625,0.9753523883764412,1.077893327041553,1.076693445786961,1.1147330737267456,0.7096733574166354,0.7555291743574023,1.2412187021216954,1.2774120433499434,1.198638300676697,1.328508525083941,1.2071543809656968,1.4257982908097844,1.559991071121293,1.5599910711212928,1.7025709002022724,1.6857968026633332,1.2245091203425214,1.7193449977412096,1.6690227051243942,0.4123347037888084
153,7.675000000000001,0.9741710361802944,1.060342014636457,1.0785012598610575,1.1126489255230978,0.7537994415529362,0.7225482852912705,1.2734307363589776,1.227200577613272,1.1914772731279544,1.25451839869028,1.2419101735778149,1.2582753950621757,1.647347392219559,1.7715193062059578,1.5148973506340668,1.589400499025906,1.5148973506340668,1.7715193062059578,1.5066192230349735,0.4460052420735962
154,7.725,0.9756682191156004,1.0680923615303994,1.114073718210658,1.0807409622539477,0.7212031224489925,0.7344996401932582,1.2901877097616272,1.1968461551968796,1.244554060863306,1.1470639927623474,1.292261966529733,1.4299800446787985,1.6179202791222975,1.6424342227453637,1.822203142647841,1.7650039408606888,1.3972947865147125,1.7976891990247756,1.6914621099914944,0.4567598066909887
155,7.775,0.9766652603505994,1.0555530888298357,1.1386432736648366,1.0810616359676164,0.7350589074087733,0.7119570560330694,1.2941237107008172,1.2941237107008166,1.19583583393873,1.1937881698395194,1.251122764617404,1.3067819978595696,1.6939766638920342,1.572978330756889,2.024705441128098,1.532645553045174,1.209983331351453,1.9843726634163836,1.7827087748578074,0.4834994617930911
156,7.825,0.9755101706407348,1.0865405870084217,1.089958575572936,1.0792124734588613,0.721030043506857,0.6873370508196203,1.3140267148022142,1.21496931630174,1.1644298272708855,1.2270987936691449,1.255400907526423,1.1467869511001152,1.4494112854182006,1.6086872508487715,1.6962890318355863,1.6325786456633573,1.3379181096168,1.9113115851668587,1.648506242206415,0.490748752671032
157,7.875,0.9758114548992576,1.1099090516524126,1.0712872164091016,1.1433441817280443,0.71446216548449,0.6602121729763551,1.34130547514452,1.1975941742361786,1.1476944169763386,1.1257385237820086,1.393201222694755,0.982874006633228,1.5568724265070333,1.761310219886744,1.6197763629315596,1.6669543152499553,1.2187637682252028,1.6040503788254274,1.7455842357806135,0.4633548888413791
158,7.925000000000001,0.9767192461859168,1.107796204496284,1.0948373585212263,1.0945985564567668,0.7125503068347374,0.7034539199389747,1.3835604468454907,1.245598578926424,1.29684155843922,1.200268250895874,1.2219479729974416,1.1335568195254877,1.5683457366037572,1.7313915805081086,1.6692788780683565,1.498468946359035,1.1180286439155498,1.7857401951428926,1.7469197561180472,0.494128731016247
159,7.975,0.9776818056709806,1.1038207987517965,1.0884645637244454,1.0879027854260377,0.7051406586270597,0.7066377725519578,1.1930500867513885,1.1988888310584909,1.2553300260271536,1.187211342444285,1.3876748969881565,1.1500556968536284,1.502739443888741,1.5870768616580089,1.8630902289028792,1.571742785699959,1.1117205069585072,1.801753925070686,1.763418735175565,0.5344238411705533
160,8.025,0.9771585068123094,1.1153847112581368,1.0958862410710406,1.107408841303235,0.7062380371996159,0.6850459676953706,1.331995494165667,1.2551126373595685,1.1897622090743836,1.2320477803177388,1.189762209074384,1.082766900019228,1.3780669636608371,1.5597900797479805,1.8475183468859573,1.5143593007261935,1.1054822895301213,1.8020875678641717,1.6733670273024452,0.5609310471057226
161,8.075000000000001,0.9783434890222454,1.11766283179565,1.12408208226544,1.0586909798466857,0.7189363573487605,0.6868105620982404,1.364908219120962,1.1105303312736607,1.1864640291385269,1.1883623715851483,1.1845656866919054,1.1217478093673354,1.53305533946869,1.6676650765927707,1.6452301204054234,1.525577020739575,0.9946163909723704,1.7648832200712716,1.5405336581978062,0.6018520389442292
162,8.125,0.9797338340604076,1.1360040381156,1.1254365586912691,1.0211811832818756,0.7437699107989935,0.6947301364605982,1.3912872449063545,1.1437806191278654,1.2337830285018614,1.203782225377196,1.2037822253771957,0.9824126629270122,1.529018204705952,1.780161291469248,1.5881106957090805,1.6102703798352538,1.1005976449332693,1.610270379835254,1.5142450819551694,0.5297973459961615
163,8.175,0.9798818536561248,1.1204107348578336,1.120062781213468,1.0828152700878977,0.7536964182585495,0.7327999832217654,1.3372768585585535,1.1928065054178787,1.2187370816226146,1.1465019050522771,1.2631894979735918,0.9631356876044967,1.5979296635256446,1.510371873743417,1.8460100679086209,1.48848242629786,1.0506934773867245,1.444703531406747,1.7219698657171325,0.4913957589818868
164,8.225,0.9814876654511592,1.1384538849949664,1.132266635619994,1.0312190768489364,0.7403383545348597,0.7131269321248332,1.440000324191283,1.2149430943621498,1.205794426482916,1.105159079811353,1.2240917622413825,1.0235418730341943,1.31907156876942,1.6001851817858534,1.6218093058640413,1.4416082718791472,1.0812062039093602,1.5497288922700831,1.5353128095512918,0.5315562745342141
165,8.275,0.9810931701169424,1.1047016510832457,1.1294920662474246,1.0192584117871375,0.717049914977127,0.6832136875735516,1.2780360249298206,1.3159974910168444,1.2527283808718033,1.211151537062206,1.265382202900812,1.046816186036127,1.324542929270201,1.4812092972483968,1.7660572390269351,1.4456033045260797,0.9115134136913214,1.5310576870596415,1.274694539458957,0.5898968345301454
166,8.325000000000001,0.9838566157434104,1.132741766523709,1.1213338221926057,0.9662935187800874,0.7304446267555641,0.7258650366191657,1.402041520258407,1.3073813921390491,1.216293344326083,1.1841446215685658,1.1716423404961969,0.9568845426816684,1.4282908982674896,1.716763444222993,1.829338096303189,1.5760451291227475,1.0553873632518402,1.5056859715726247,1.5830810448777606,0.6610171056775309
167,8.375,0.984049246475474,1.156720184837901,1.1152785043836912,0.9394049168769067,0.7633796217588352,0.7212964535172397,1.3112300711147469,1.177106941364114,1.2229911699630145,1.224755947986049,1.2212263919399795,0.8551151693431559,1.3348139228771208,1.501665663236761,1.675469559444719,1.4947135073884426,1.0080625980061593,1.5781393775682626,1.5294742866300348,0.6320786592705754
168,8.425,0.9851550597748312,1.1407380791610515,1.1518768197387297,0.9349951114493724,0.7395896290469928,0.7243864565031006,1.3445417506538109,1.243395938023563,1.212005858241762,1.1631768452478493,1.241652044702352,0.8862148786882219,1.19535960381202,1.5800730395216345,1.4907645633747602,1.5457236256189903,1.0442221826403857,1.66938151566851,1.3464970249836548,0.56676532939363
169,8.475,0.9863421616813502,1.134440415053536,1.1334691475748944,0.9120642238883846,0.714980578610178,0.7432616398160193,1.3390640589384566,1.251171823409677,1.2322146745701363,1.2494484462424462,1.2752991037509114,0.8689998806885806,1.3510232520080272,1.5479060374765348,1.6361638378589685,1.4392810523904616,0.930101434799496,1.5343279143407755,1.4053357445510637,0.6218226187070082
170,8.525,0.988161416334082,1.1595685684597543,1.129171489540418,0.8786873158457045,0.7524742769394376,0.7594618500276736,1.3779057406683812,1.2246158560451994,1.270602821432154,1.248460949208806,1.1990675419413357,0.7649010404429494,1.422447548893906,1.543221397384898,1.556640713883896,1.3150930169019128,0.932642496680438,1.610317979879894,1.5968986633808946,0.6642561667004558
171,8.575000000000001,0.9880534603752128,1.1252129502182564,1.1122467526468829,0.8434347158170771,0.7748031294225449,0.7333651904673555,1.2827631977815703,1.1733411402280245,1.1699743076879154,1.2726627001612434,1.1918587191986243,0.941692858945668,1.359486169604661,1.7374896411532743,1.591593564415213,1.4456974876771518,1.1472736943492998,1.452329127528882,1.5319088057496424,0.6632316549674112
