,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
105,5.275,1.0644687448842274,1.0448142425967537,0.9910856620834712,0.2468643378660487,0.7304034912096778,1.8480088331811144,2.054809821656144,1.8964090645263325,1.966809401028471,1.3520064623705976,1.2826727976336436,2.4093448496091434,1.8373421155292744,0.970671306317352,0.849337393027683,3.1720151617156347,3.726684479611265,1.2198833818642092
106,5.325,1.06282570132148,0.974994671817925,1.0406973077723776,0.2481587279246534,0.889462693312357,2.037992190502099,2.007767730049737,1.9041410084987824,2.128665571859184,1.275707746365912,1.0545850703291542,2.2452456336040063,1.922066337857975,0.8504718309106084,1.3777643660751857,3.9291798588070095,4.01422704189807,1.3860955187045152
107,5.375,1.0585102265045845,1.047697747269417,1.0747659261502378,0.2628937513758312,0.7839973439644066,1.762934568049692,2.131625210887006,1.9748257420941244,2.042630917788345,1.452417683904576,1.1519174734415605,2.1368903855147785,2.1368903855147785,0.9181950875258814,1.3188620348099025,3.856419367608707,4.207002946482224,1.3716710287121343
108,5.425000000000001,1.057886475050514,1.0472308532049188,1.0644241955709697,0.2599677240304766,0.8611339628960126,2.0134726475443,1.847069949400144,1.851230016853748,1.9760320404618643,1.4585448617635592,1.163558260508008,1.70436702947652,1.8354721855900973,0.7538546476530754,1.376604139192573,4.031483550492537,4.211753140148707,1.953533716478091
109,5.4750000000000005,1.0553416758697496,1.1041541733111766,1.0220523689023533,0.3092703222184053,0.7964642334239063,2.0340471192056686,2.0422159831382216,1.9482740479138632,2.0748914388684327,1.6251088399154434,1.415936414975832,1.7699205187197895,1.9790929436594007,1.2389443631038528,1.126313057367139,4.0547270065217065,3.9742760738526233,1.7825628081392169
110,5.525,1.0541322149294552,1.0480929290236929,1.0518603371078898,0.274425936238373,0.8422765273777738,2.0736045935919507,1.8730625632639084,1.8369649978048608,1.961301056608247,1.785431773041776,1.358824181253033,2.1014373965889925,1.8486328977512196,0.869015464754847,1.31142333772095,4.02907170022702,4.455679292015764,2.101598623947946
111,5.575,1.0529439050420708,1.0700789678505358,1.0597185905684423,0.3162433759250014,0.8036009561311019,1.922339542117537,2.024759271820521,1.9341572032371128,2.170510425628614,1.7225136359138136,1.1483424239425415,1.8311406219624335,1.412150818632045,0.884534029253039,1.3190419734475145,4.081271047255253,4.2674887376243165,1.9125316873108145
112,5.625,1.0505794586353778,1.0562285222067098,1.0366014264740315,0.3424169393009176,0.9054633498008792,1.896055732489022,2.0198797803250392,1.9386202489326525,1.8457522130556396,1.737757944062293,1.2652097312032484,1.66154049037535,1.844462379224012,1.2652097312032484,1.44813162005191,4.08525551762013,4.634021184166117,2.171264155134762
113,5.675000000000001,1.0492392685559777,1.0605523296264352,1.04698297322044,0.3485482772340956,0.8591655008284771,2.0186587652208887,1.9008086301514957,1.9312215682339195,2.0718814068651303,1.8270802954062264,1.4826307315181664,1.5125828675084323,1.34784611956197,1.2430136435960388,1.587463207484098,3.9986101547005135,4.223251174627508,2.2995905223547086
114,5.7250000000000005,1.0469764148759249,1.0028100459462472,1.0126346370191988,0.3527102064295341,1.038470072664884,2.1292371993488635,1.890164952404429,1.893900456262936,1.9387265025650176,2.0013244914666606,1.2066809433843098,1.795305793815681,1.6481495812078382,1.3538371559921527,1.206680943384309,4.090942710498028,4.326392650670575,2.512316931777363
115,5.775,1.0424755781935209,1.0000034582930772,1.0510381175438956,0.3650490543357785,0.9361305583575398,2.041131727242322,2.0301184265557617,1.875932216943933,2.0044207249537918,1.8945102090111576,1.1424908894036758,1.7498911090866422,1.2437242593508364,1.2148004393659333,1.1714147093885787,4.353034907727932,4.13610625784116,2.507960819609337
116,5.825,1.0392414405109154,0.9985007849742246,0.9985007849742246,0.3390580957817217,1.114979507282199,1.9918080518439296,1.944899528883836,1.85469083088366,1.851082482963652,1.5351880241484843,1.7484085830579963,1.577832135930387,1.6062615437849883,1.2366792416751682,1.4641145045119806,4.1649082506991295,4.122264138917228,2.5225297550988555
117,5.875,1.0361859048375508,0.9735808938052136,1.014896441660055,0.3365475209979878,1.046421332392966,1.9970685089397968,1.8374449158629031,1.7948786243757318,1.7274819961877108,1.6908276896293155,1.6069849942757946,1.9144082105720348,1.3414831256563151,1.075981257036836,1.2436666477438751,4.066370724645709,4.02444937696895,2.2680304630834773
118,5.925000000000001,1.0325437675891582,0.9912879594097216,0.9867016965439792,0.3738436427203043,0.9834963523872616,1.973967856209896,1.9983808862336931,1.8240021003494264,1.9565299776214693,1.5250217456424038,1.3189377259609985,1.8684951117780808,1.5112828109969767,1.373893464542706,1.1815483795067272,4.506370563700078,4.011768916464704,2.2299132088792133
119,5.9750000000000005,1.028425259675238,1.023086453374964,0.995383230770982,0.3175551120780886,1.0631297518794671,1.7593082668198927,1.797032225757551,1.673571996507032,1.7455904635698347,1.5401351830746537,1.4455654788507708,1.891394084477644,1.8103343380000312,1.1078165351940497,1.3915256478656954,4.052987323880667,4.093517197119472,2.2291430281343665
120,6.025,1.026760337574705,1.0334216502976064,1.0023746479281506,0.3446139450973598,1.062421597565779,1.8212941672556209,1.821294167255621,1.7605843616804333,1.747093293774837,1.5943989342978526,1.5811122765120371,1.7671254855134535,1.793698801085084,1.3685257519389904,1.5412523031545904,4.1055772558169705,3.985997335744632,2.125187355027108
121,6.075,1.0245555636955312,0.9971607056317692,1.0195968215084843,0.4025205381733576,1.1445295522236951,1.9871687008173708,1.867739530150552,1.817977375706044,1.7947550369652732,1.607468382965033,1.620537231607026,1.8035011125949152,1.5813306856810485,1.5813306856810492,1.372229107409174,3.7899661061777183,3.8683791980296713,1.8923159411211024
122,6.125,1.0256288783367975,1.0030183796651682,1.0066969311798328,0.3542939884556568,1.1520280125591913,1.7916809600424806,1.8667422753083776,1.7459914637936749,1.7884174245961375,1.414198693415439,1.6713257285818812,1.954165467264968,1.7998892461651026,1.18278436176564,1.1185026029740293,3.8183364722216817,3.80548012046336,1.6537466353613195
123,6.175000000000001,1.0225756234203998,0.9934762565359868,1.0019211063183209,0.3676197615020374,1.1495018163056343,1.6696674426785751,1.6471911501809786,1.67608924053503,1.6760892405350312,1.6317204553449716,1.5684754764556317,1.9099983624580676,1.6696674426785751,1.5052304975662918,1.3660915440097434,3.693506767137456,4.022380657362024,1.4694777237859915
124,6.2250000000000005,1.0209424466636432,1.095104374559548,1.0072586035921698,0.3458849132826506,1.191141170117128,1.6397938124424114,1.7472176845484662,1.6650700176438364,1.6871866971950829,1.4313608627321803,1.8669924296506688,1.605613489499576,1.605613489499575,1.4064676303368373,1.4935939437205354,3.808664556487365,3.671751778312982,1.3747160584040046
125,6.275,1.0178627457018268,1.0122994347097742,1.0339122904998848,0.3829441418515183,1.1908908206211533,1.6697346492782226,1.7008284043858246,1.6852815268320245,1.5546877553800955,1.43313943995947,2.0700903021636807,1.8863544765278508,1.8373582563582969,1.5188828252561914,1.457637550044247,4.103433439200194,3.5767240723774827,1.4065164937959131
126,6.325,1.015421704113531,1.0377531842676213,1.011881221224938,0.3936653688889943,1.322097114501172,1.701587952922804,1.6740442630373635,1.5975340133555822,1.554688273533785,1.6396378356047066,1.8325364044993788,2.314782826736057,1.7240309594961254,1.687862477828376,1.0850544500325274,3.544511203439586,3.616848166775086,1.3397100862646505
127,6.375,1.011616552096063,0.9751307744347246,1.0419128007744214,0.3820178144253792,1.2351627453128269,1.6147493450918908,1.6719885942649242,1.461107149943222,1.6267997133388454,1.471605576825038,1.685225741202866,2.0412593484992465,1.708961315022625,1.4597377899151585,1.3647954946361234,3.7027495158823553,3.441658203865008,1.035040558354478
128,6.425000000000001,1.0083389452895168,1.0335598920495386,1.0541753723761336,0.4085638255640625,1.2960922479591492,1.568953773845286,1.5600561153924768,1.5956467492037127,1.527431367732178,1.109960423153421,1.729201501333751,1.9628773798923664,1.6707825316940978,1.437106653135482,1.343636301712036,3.5986085298026693,3.236410918036817,1.0268624194006903
129,6.4750000000000005,1.0043664234349563,1.049478283250818,1.0483810764727195,0.4142667809263946,1.276152763553744,1.492251858526232,1.5535772773697762,1.509773406767244,1.5360557291287626,1.299957291214513,1.7716232110357082,1.760119164210801,1.760119164210801,1.7256070237360794,1.4840220404130282,3.163612876849476,3.2441412046238245,1.0420553435173583
130,6.525,1.0018944750871372,1.0620881078717117,1.079915629519609,0.4184359116140431,1.3486914908582348,1.5298590045556086,1.5701184520439149,1.3947022879877262,1.432086060655439,1.3367530832697117,1.5293361545882298,1.914502297225264,1.710590809946834,1.7219192259067464,1.3933951630692751,3.455166867773407,3.081329141096284,1.02233174234152
131,6.575,0.9975228033491568,1.1156937827595663,1.084835299497737,0.4637695874028787,1.3225929555471658,1.4726945115300345,1.5350008177870746,1.4160524149327256,1.342417689356224,1.5507919477475351,1.785084256400039,1.930122352232542,1.829711362810041,1.718143596785038,1.539635171145034,3.146211001905068,3.380503310557574,0.9354615647218844
132,6.625,0.9951606693842489,1.1418882216663806,1.1429363063122424,0.4109889257972557,1.47286529063994,1.3557055516117626,1.4393910794890308,1.411495903529942,1.3445474812281268,1.3076920366276323,1.70329635022927,1.5934062631177044,1.8021974286296785,1.6263732892511729,1.4615381585838243,3.0439554129903708,2.8351642474783967,0.8288852284986671
133,6.675000000000001,0.9918630891359964,1.0923235132930689,1.1460104912621043,0.4249096082253745,1.2942532620860707,1.423403799916315,1.5910247107172708,1.456378405319782,1.3107405647878037,1.2556996199097945,1.8077744528011712,1.6670494953974857,1.894374426588053,1.840249442971252,1.5804495216106034,3.2583240137314498,2.9010991218605597,0.8894170777193581
134,6.7250000000000005,0.9906034902020932,1.2159989163552034,1.153952965792537,0.4655391362263619,1.43751000164898,1.3860736739063604,1.5106037305463846,1.4970678548246434,1.3860736739063595,1.3970664457046236,1.5677005154090051,1.695676067687291,2.0796027245221493,1.6210236621916243,1.6103590328351003,3.060748625322345,3.1140717721049653,0.9480637852452626
135,6.775,0.986565939286096,1.1530184007177264,1.206635510181784,0.4173255495638914,1.27233285121021,1.307008589293506,1.4403768126908034,1.3470190563126954,1.2616633933384254,1.344998325655162,1.6392167093922283,1.7337869041648566,1.6076933111346852,1.5446465146195996,1.5026153169428758,3.01573843330493,2.6584732530527804,0.8881234958068954
136,6.825,0.9851194719646378,1.211240779757643,1.2127221178494785,0.4867659644180335,1.3010706409676775,1.2984422154303692,1.345753875101921,1.2958137898930604,1.2590158323707423,1.3978444902958511,1.843083846464159,1.7809574246732318,1.7809574246732325,1.5531605447731684,1.2528828394503544,3.0441946677554097,2.754271366064418,0.9448921599936364
137,6.875,0.9842043658112536,1.1479442879124622,1.238456215657998,0.4738037323894388,1.4531768607919684,1.264082545573049,1.3392022050435788,1.2278178823803794,1.315889207276862,1.2653384646446575,1.6326947930898792,1.7245338752011858,1.8469859846829264,1.469425313780892,1.642899135546692,2.85721588790729,2.673537723684679,0.8830921262879637
138,6.925000000000001,0.9815590803687568,1.2311886869558415,1.214881552029274,0.4716447507244362,1.4450335183164076,1.37354776122655,1.3046150668899017,1.235682372553253,1.1284537369184668,1.2169599123630512,1.5890881500277858,1.9008712680712123,1.850583668386789,1.7198359092072872,1.5689731101540163,2.8060480623908366,2.604897663653143,0.8297453947929901
139,6.9750000000000005,0.9803198369522436,1.2367663081903988,1.261350347955652,0.5200071828240432,1.4092909896199233,1.2306130248645406,1.3086273475042145,1.2608121174992528,1.2557789353934674,1.4573350006296937,1.873716429381036,1.7051810891721582,1.5862149666717762,1.6853534020887606,1.5663872795883782,2.458633198341252,2.5082024160497443,0.9180421442950484
140,7.025,0.9774668441922002,1.276549710517496,1.2849388652415976,0.5239476836224815,1.4835754065422735,1.2726993036056629,1.292546466234991,1.3322407914936467,1.2478903503190026,1.3193852429723774,1.8569125641833453,1.6516748597209765,1.7005409798310642,1.7103142038530823,1.583262291566853,2.228295077020015,2.1794289569099266,0.8490737686067149
141,7.075,0.9769272564843704,1.291194934808035,1.3320904327432364,0.5076426761236916,1.4749100947630924,1.1887335092120448,1.2180849538839469,1.1495982496495083,1.1960713703800208,1.3875228390353846,1.74403912406531,1.6765900971677563,2.0138352316555235,1.7729458498785473,1.8211237262339424,2.688325500631057,2.534156296293793,1.03503776406785
142,7.125,0.9749666265523024,1.25456054695169,1.3329422640418462,0.5577477973994268,1.4156943979052814,1.1504024323693676,1.1166380003920695,1.1238732358157768,1.1865786094879012,1.5296310850321395,1.7291481830798094,1.6436408553450932,1.7101465546943164,1.6246392269596002,1.6816441121160786,2.2326913352953595,2.299197034644582,1.0205619490514215
143,7.175000000000001,0.9734567017384164,1.282261250230686,1.321131190568689,0.4957606538516451,1.5101882567042837,1.174855116239238,1.1415596271150494,1.141559627115049,1.1843681131318635,1.3959602258345,1.6582883219644715,1.901878696942304,1.677026043116613,1.82692781233374,1.7613457883012469,2.0424116055833608,2.1454690719201364,0.9464461194193646
144,7.225,0.9727007744911462,1.310399497239372,1.2725063039769025,0.5531138471788798,1.428376802344922,1.2125957418921585,1.2430865439126586,1.254813775459004,1.1797594935623903,1.5153004640490504,1.6908535665913185,1.6261761077599557,1.783249936350406,1.8202084842540416,1.395185183362235,2.199033600266304,2.3468677918808445,0.8836109973287519
145,7.275,0.9715738927304544,1.2759349572912817,1.3589402627553937,0.5328746954622717,1.431943479055244,1.2121783247575897,1.21217832475759,1.1265855804521872,1.1196456282112088,1.31228187829413,1.7405961024595753,1.7132568966617812,1.6494654164669265,1.8590659942500176,1.7952745140551636,2.150684189426491,2.1689103266250207,1.009597814104262
146,7.325,0.9710597769724312,1.3065866246982851,1.2817237558556014,0.5454007952394386,1.53568114402379,1.1112581235357897,1.134076565497509,1.0975670583587558,1.088439681574068,1.2944279803739651,1.59106772587633,1.7798384730141998,1.7528712234230757,1.7079258074378687,1.734893057028993,2.085467301713607,2.112434551304732,1.0261313645439016
147,7.375,0.9706091123581164,1.2707465909523863,1.306268292662869,0.545218059186311,1.4609047996146023,1.1637716200319703,1.1772776736493629,1.1930347362029878,1.1007433698174731,1.5252290852772348,1.8355954689092284,1.6405080277691169,2.0040800771665976,1.5784347510427188,1.6582432496909456,2.24350557311128,2.199167518306709,1.0062928724114908
148,7.425000000000001,0.9698091854571624,1.2762187166984515,1.28247673590423,0.5186529208617974,1.4723867587355914,1.1392675825510683,1.2147745958195604,1.163696322137933,1.1459299660747586,1.2335504039317786,1.6884767940342804,1.8372027292600968,1.784711222709808,1.7934598071348566,1.434767845707885,1.9946772489109608,2.04716875546125,0.9692181745178258
149,7.475,0.9697185287918302,1.3316511285343084,1.3048946143597393,0.5317274037399446,1.4637111498555595,1.1350334964448805,1.1591365243616627,1.141607049513094,1.165710077429876,1.467429523308285,1.6832279826183272,1.9508180721627804,1.7522834895975403,1.933554195417976,1.4501656465634822,2.080297147748805,2.2788317303140446,1.0580290176458076
150,7.525,0.9687144676497472,1.2538980092066332,1.2778630181289494,0.5690659900409312,1.4248650702511323,1.1870271981303064,1.2194596352376923,1.254054234818904,1.1070271865987558,1.1669125351162306,1.7716628270377823,1.8568389244915224,2.086814387616619,1.7205571685655394,1.3287471202783363,1.9675678511813832,1.856838924491522,1.0841700404468857
151,7.575,0.9691661235732276,1.286703170217884,1.2758804332721256,0.5596318428482221,1.4125182580625295,1.2247514805557274,1.199146919986618,1.1756760727982682,1.1479377988483996,1.2608306340849276,1.5298078360230452,1.689513049673803,1.8744348760062588,1.7399462750372,1.2776417092060597,1.689513049673803,1.84921826332456,1.03310918282673
152,7.625,0.9706751336917666,1.238631170982579,1.2516860507789465,0.613791726464214,1.4782871158504327,1.1729429110095304,1.1771545552142326,1.1792603773165835,1.1224031805531047,1.2692364125988551,1.4517409948026123,1.957776427276665,1.9328894387943352,1.6591325654887,1.4932193089398298,1.957776427276666,2.1568723351353096,1.072679993360858
153,7.675000000000001,0.9696388698632205,1.3088379995870276,1.2826768581871677,0.5963397588287129,1.4299902153740252,1.1431607826391192,1.076649609831025,1.1618670499913957,1.0288447043752065,1.1299341289556926,1.7194649788456156,1.948726976025032,2.0879217600268207,1.8340959774353245,1.3510081976644142,1.858659762847404,1.6539615510800698,1.149735547808287
154,7.725,0.9713196091149257,1.3112213337633958,1.3143047466587825,0.5764792025186322,1.43615885242841,1.1591853594600734,0.9930012636790712,1.099687349859468,1.0422409957623309,1.1315190958526862,1.6002912927059416,2.166050840632286,1.8104305533642977,1.6487849682424858,1.228506446925774,1.7053609230351197,2.157968561376196,1.2519285623209755
155,7.775,0.9728037270431292,1.300879285906454,1.2742453139809058,0.6088138821686332,1.407620050315769,1.1483749187468208,1.180780560192939,1.1362228032045265,1.1362228032045265,1.1808419345138603,1.6755189611345327,2.1781746494748937,1.882964165846428,1.6994549462935986,1.3643511540666904,1.723390931452662,1.8430708572479857,1.2063248030675604
156,7.825,0.97266315937467,1.2350991661335615,1.2358504429986077,0.6083550086623027,1.4136834560075042,1.2497201697378937,1.037767628950346,1.0917555402830232,1.1337461379862164,1.2760779042269097,1.5517737477327227,1.7486993502368753,1.9219938804405297,1.473003506731062,1.4493724344305638,1.6935601815357133,1.6541750610348829,1.1856528826688792
157,7.875,0.9733563806461086,1.238009388534083,1.3081063850688173,0.5790416632341785,1.362226858176831,1.1509829830682496,1.1272920811869134,1.0739875519539075,1.052270891896016,1.088824278384644,1.5943498362060866,1.7654507942379591,1.9676610173665363,1.6954549477703753,1.1899293899489327,1.7343415291412552,1.866555905802248,1.3513483828231578
158,7.925000000000001,0.9751880673066824,1.2656509258412645,1.2557630279831302,0.5690906047317451,1.4425626026192917,1.200835896234438,1.1774429891649352,1.072174907352177,1.1540500820954338,1.205679882041757,1.3669491656269603,1.7816416091317706,1.8814749751607065,1.6357313049356337,1.2440773305144244,1.5205389595176306,1.789321098826303,1.2412562934837803
159,7.975,0.976687422742257,1.2494688557903109,1.2686358165303646,0.596222542800905,1.3590793909252303,1.1781254776858936,1.1396246450817795,1.0337473554204657,1.1453997699723972,1.0086051450380829,1.5166994662226805,1.7290373914938546,1.6607859155138345,1.6835364075071746,1.266444054295938,1.744204386156082,1.65320241818272,1.3738511389447674
160,8.025,0.9783250529655042,1.2507336789479324,1.2400192271008623,0.6000895051807217,1.4619677234652375,1.1083578449677942,1.119764615241906,1.0836431760405538,1.1806007233704985,1.0110546379325729,1.5353051909346476,1.7674732929784245,1.707558944063901,1.5952195398491704,1.175819097447511,1.437944373948549,1.6027088334634856,1.3113905961393022
161,8.075000000000001,0.9804646476220222,1.2441112000515848,1.254340637194055,0.6140929764497378,1.2861957013989915,1.107818195365555,1.2674191218165247,1.1716585659459426,1.164147934112956,1.1243188259077228,1.5237478824802044,1.8492085952429675,1.797430754576164,1.5533352200040915,1.109525157145779,1.4867637105753453,1.531144716861176,1.2653115465572695
162,8.125,0.9827916821143609,1.2525381847495507,1.277972200740293,0.6412428268070081,1.2796874557702271,1.1999388172222274,1.186956480714414,1.2055026757255765,1.259286641257948,1.103217600209466,1.592724747322276,1.8119070519996536,1.6877037460158064,1.4758275181610077,1.139747984322362,1.3954606731126362,1.4466032108706917,1.2793089619944884
163,8.175,0.98452789734656,1.2458675771579466,1.2162696181425925,0.6350941903449717,1.330033794780142,1.2439296785891414,1.287897737920716,1.1248495178994586,1.2274416563398007,1.0248110798748395,1.3928770310974934,1.9991033036995112,1.6599052702198112,1.6959901673985025,1.2196695246397742,1.3495751544830636,1.638254331912596,1.3171723896695464
164,8.225,0.9853710613033998,1.2447059567472707,1.2623854732047568,0.648859727086666,1.3501083047161484,1.2306617254785264,1.2650478619257206,1.0967367729999804,1.082258399759057,1.1478498179262726,1.2547923475467329,2.1174620864851117,1.725339477876758,1.547101928509324,1.3617348771671924,1.5043249166611397,1.5613609324587183,1.5244766722426843
165,8.275,0.9860369680330622,1.2431454610380543,1.249527456109582,0.6263618786211781,1.3231141847075991,1.2015307190858195,1.1657708762558845,1.1550429234069042,1.2641104440382058,1.2537617622495445,1.4721135298323291,1.8947298541861075,1.7468141406622848,1.704552508226907,1.183325708190581,1.3171542109026109,1.620029243356152,1.4918787490835677
166,8.325000000000001,0.988523069851418,1.2000485642732102,1.2524843145926698,0.6446464884932931,1.2507381581555463,1.2560378961138317,1.2507381581555466,1.1341439230732493,1.1270776057955354,1.1552358094930968,1.5519131657648224,1.8789980033923848,1.9346720183077155,1.4892798989850764,1.0856432908489344,1.294420846781421,1.266583839323757,1.55603190666417
167,8.375,0.9892595619608648,1.2280642543411648,1.2536420946184976,0.6401570777966277,1.295197256426072,1.1607899939667623,1.1154057235259571,1.1607899939667623,1.1887187757764894,1.1002247379589274,1.4096629455098748,1.9185168868158788,1.62970789310166,1.5334382285302546,1.4853033962445514,1.2446292348160362,1.285887662489496,1.5097216493574144
168,8.425,0.990695325105757,1.2494995993103444,1.2430187922599791,0.6467436122134628,1.235022473407068,1.2005246389543565,1.1746512631148232,1.1850006134506366,1.1608521293337382,1.155154759704427,1.406570795640096,2.079278567467968,1.5492663836035845,1.3590055996522663,1.2434901236818232,1.3250304596609603,1.2502851516800852,1.567363345925484
169,8.475,0.992476758966626,1.2088612938338712,1.2549741484860768,0.6158088589694585,1.2750401374816345,1.1574227985962966,1.285267732167316,1.2409481551960289,1.1881055826533409,1.168425211061197,1.4437437952767669,2.041386575647149,1.73249255433212,1.5914757185143893,1.4571739701165505,1.0945592494423857,1.215430823000441,1.4833491067940867
170,8.525,0.9940928427343644,1.2589687442345994,1.2393468080499472,0.7154200130636301,1.2685508708875504,1.150624495107831,1.2517042457761625,1.246650258242746,1.1405165200409988,1.2476712658252538,1.4865870401322172,1.924599293028317,1.8515972508789675,1.5529525329952636,1.4202215472691713,1.3273098572609083,1.300763660115689,1.667128268675972
171,8.575000000000001,0.9950042807537142,1.246206555799521,1.2336944417854694,0.6706449209377123,1.2271592683888992,1.1638864702901506,1.2304894156572546,1.3004225082927143,1.1905276484369918,1.357791863506651,1.52177638808475,2.112120676565904,1.7644734844603354,1.5414545310341214,1.2659605297429168,1.0757384812323223,1.3053168156416597,1.6344906490600644
172,8.625,0.9971793152246214,1.2423120518623654,1.2413844918435528,0.6801586069173048,1.262347348268707,1.1191606216723873,1.2360141571705334,1.2047434927414522,1.2360141571705334,1.2902266168745398,1.355062125260195,1.85429553982974,1.640338362157078,1.53660154874003,1.4328647353229813,1.264292413520278,1.2578088626817123,1.5653805754214167
173,8.675,1.000045939870685,1.221308838576851,1.2439256689208664,0.6530462307392999,1.1697462270274797,1.216926533819965,1.2071650910353129,1.111177570319567,1.2657337477432258,1.2113063091863758,1.2561695058229077,1.7560736969156971,1.6855743879154323,1.6150750789151676,1.3330778429141064,1.1984882530045096,1.2433514496410418,1.6164484420775114
174,8.725,1.0001994514405368,1.2106747153455413,1.2197389133641,0.6991369652031901,1.2512683775486575,1.1885441272602293,1.1998023260299466,1.1740693002705909,1.2914762302976504,1.2101345257666587,1.393872228631753,1.9514211200844556,1.7233329372174406,1.5586025829245966,1.3875364457743369,1.1341051314776538,1.0580757371886484,1.636377550041665
175,8.775,1.0028125090987372,1.1894495329473642,1.2091641660901389,0.6730603005366308,1.2465898006623417,1.2370495725960475,1.2322794585629004,1.3070112450821996,1.149597481988358,1.3216588679718642,1.534627595512354,1.7538601091569748,1.785179039677636,1.4406708039503728,1.1775917875768267,1.3091312957635994,1.2590210069305434,1.6937149793203583
176,8.825000000000001,1.003738799992558,1.2415731361749327,1.191662132365807,0.6496793036466066,1.2482249076429832,1.3079636311825715,1.2356483342662277,1.2450807642987944,1.2372204059383225,1.331497067728472,1.3624621158151802,1.8640958948198605,1.7216566736210006,1.6225685197435329,1.2881460004070795,1.2324089138510037,1.306725029259104,1.5452822874781345
177,8.875,1.004704272319226,1.2214907489527511,1.2252869191024969,0.6820851965900763,1.2093295269464064,1.215547159475694,1.1968942618878315,1.2357544651958785,1.1953398537555098,1.3410302887031311,1.5675970498082268,1.7512998290826285,1.8737683485988963,1.5553501978566004,1.3777708445580117,1.0838463977189696,1.298166306872438,1.5588492984142075
178,8.925,1.0063699582080554,1.1899404252007637,1.1552903764203488,0.6604420876665703,1.1158914940314386,1.254225150316327,1.2265584190593497,1.251151069065552,1.1958176065515964,1.5561371907333794,1.6530173271214494,1.6287972930244323,1.9194377021886435,1.422927003199783,1.3502669009087302,1.1504516196083352,1.1080665599385544,1.5699772102173917
179,8.975,1.007127865499478,1.1810021332312115,1.1738635806850857,0.6739034060050486,1.2539691226411596,1.158211480548562,1.2235698711831922,1.2250898337560905,1.1536515928298667,1.4669941802064617,1.688540240074376,1.712491165465502,1.7544052848999725,1.5268714936842762,1.586748807162091,1.0658161799051027,1.3053254338163618,1.7158516269361972
180,9.025,1.0081115605523632,1.2001446343131037,1.1882843814563622,0.6554865495307343,1.1484200297298204,1.2356037492642833,1.2040372301224946,1.235603749264283,1.234100581686103,1.4803923118443278,1.5929021275444968,1.7942354819553248,1.746862927976307,1.5988236967918743,1.4803923118443283,1.0954903107648026,1.2672158189387448,1.643054193619223
181,9.075,1.0091097576103087,1.198686286914181,1.174109308058531,0.6930394455425801,1.1580998984053583,1.2413522659415588,1.2636520072458983,1.2859517485502372,1.2517588118835834,1.5578283925334462,1.5168329085194086,1.7100973331570155,1.7159538308733078,1.5109764108031165,1.4582679313564963,1.1244475615279008,1.188869036407104,1.526394537443965
182,9.125,1.010610937154158,1.1449799764431206,1.1850335582487304,0.7049159012357058,1.2027888754671752,1.1954368652259326,1.263075359445358,1.2277857102873977,1.221904102094404,1.6914079318638933,1.4828781868395775,1.720370396450604,1.755125353954657,1.5176331443436302,1.5871430593517362,1.1121586401296826,1.3496508497407087,1.7164693297919866
183,9.175,1.0119361941484672,1.1694205951037002,1.1691473659926943,0.6355558383633926,1.164990079980626,1.2391654783314523,1.2217124434253752,1.2522552545110102,1.2158947651233498,1.535514485170996,1.5756212067985969,1.541244016832082,1.535514485170996,1.5756212067985973,1.42092385194928,1.1802835221836765,1.3464399403551648,1.668872257813209
184,9.225,1.0124509861017208,1.1440753944398063,1.1692109984282075,0.6936535266437307,1.1581505010569664,1.2790009881237812,1.2502270626316818,1.198433996745905,1.2617366328285218,1.4849089428195097,1.6889422326725718,1.5472524480523908,1.6662718671333427,1.603928361900463,1.6549366843637283,1.0881775458829996,1.0598395889589636,1.5305966692888768
185,9.275,1.013901691832795,1.1713442623954198,1.1801674444677883,0.6959328248434984,1.0944612339037405,1.229667758248156,1.3050987665666194,1.2396303442524814,1.251016156828853,1.5530420866482937,1.6819950396912915,1.4633356845314236,1.5025822354575542,1.5586487367805977,1.631535188500553,1.2222497288423386,1.1605765773869912,1.5783292229592971
186,9.325,1.0141597564820222,1.1686034921969963,1.1543199728265492,0.7096839455364862,1.2066603221549528,1.2841005995394597,1.2404524431954642,1.2714285541492678,1.1601961557242486,1.591899035380691,1.5863523488462634,1.8026731236889368,1.5918990353806912,1.608539094983974,1.5197921104331344,1.2757379029183231,1.1869909183674832,1.6100106648808623
187,9.375,1.0140439122946323,1.1703032265028408,1.1420400895479423,0.6932383701466459,1.2648679787530774,1.3108378502275837,1.2202911336868902,1.2202911336868902,1.2286492921367995,1.5749640998290375,1.5804517796193835,1.531062661506277,1.6682546562649048,1.7560575329104262,1.437772105070411,1.2018018740855725,1.2018018740855725,1.5744041325034943
188,9.425,1.0149609241452058,1.1335800932110875,1.1812225640084462,0.7273962316758407,1.1618946987652357,1.321775819829016,1.2762923974574236,1.2170261198217118,1.2349438316650667,1.6886086009949497,1.5365795308089092,1.368261631674364,1.5094314825614024,1.5365795308089092,1.6180236755514306,1.31396553517935,1.3356839737773558,1.6381907971067216
