,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DEGDBE),O (DEGDBE),O (DEGDBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
96,4.825,1.0859175201440712,0.4312507959765995,0.44410919126948,0.4644565420626095,0.3806448352242437,0.1990528037411181,0.4054122691040426,0.9003311430752117,0.8213547270159827,0.6949924613212157,0.879270765459417,0.6222384295575626,0.2281540908377728,3.360087519610836,2.5719188421712604,0.3318604957640332,0.3318604957640332,1.514113511923402,2.053386817539957,0.0977803246447598
97,4.875,1.085946238388165,0.453455577499178,0.4660515657630437,0.4241901730556587,0.4207692845632744,0.2463039714516726,0.2888282468646969,0.9593223913720283,0.9180612132485,0.8819576823904124,0.9747953331683508,0.3657240788221808,0.507950109475251,2.864838617440417,2.905474626198436,0.3860420832011909,0.2844520613061407,1.8692564028689236,2.011482433521994,0.0410506619086121
98,4.925000000000001,1.0842881595357816,0.5382806909559428,0.547774177568922,0.4793048271806162,0.4692494811558479,0.2815496886935088,0.2779400773000025,0.9753169985254624,0.9753169985254618,0.9197289830654618,1.010691190181826,0.3981510749201137,0.4578737361581309,2.4486291107586986,2.787057524440793,0.2388906449520681,0.2388906449520682,1.6324194071724658,1.931032713362551,0.0536285121320969
99,4.9750000000000005,1.0831162969482753,0.5172814540024313,0.4912313088368413,0.4303020698890436,0.3843155891375429,0.2792036331341124,0.2030479996258576,1.1340973637639382,0.9756208762510736,0.9954304371901812,0.950858925077188,0.7218483948265894,0.6047918983682236,2.380148761320108,2.6727900024660225,0.5267542340626464,0.1950941607639431,2.1070169362505875,2.067998104097799,0.032847486251072
100,5.025,1.079318240401857,0.539868432024178,0.5717863291877696,0.4668574054511346,0.4217815180282659,0.321970624449058,0.2475706432302144,1.11164073136704,1.0194085309479406,0.9854282465830092,1.0776604470021085,0.6310624239201537,0.3633389713479673,2.4286341769048345,2.294772450618742,0.4972006976340605,0.4780775938789043,2.390387969394523,2.40951107314968,0.0708335373787927
101,5.075,1.076271016672792,0.6347821190644118,0.6276296444834045,0.4071984061845499,0.451390481274346,0.3693194846790104,0.2427164739547259,0.9946616285595632,1.127917731907256,1.008939068203959,1.099362852618465,0.6561853573939416,0.5436964389835516,2.006052378318621,2.737230347986156,0.5249482859151533,0.506200132846755,2.474756205028579,2.1372894497974086,0.1262630716851316
102,5.125,1.068463340962858,0.6522644266757631,0.6540178256722032,0.4054824638400486,0.4178636077740962,0.2971474544171351,0.2800043320469155,1.1526845002598027,1.0266825508386908,1.0173490731037933,1.0406827674410362,0.6434442983906397,0.5147554387125116,1.8935646495495964,2.13255824609469,0.3309142106009002,0.5882919299571563,2.206094737339335,2.720850176051844,0.0619057196702364
103,5.175000000000001,1.0642762905509735,0.7119478653602688,0.7171069078628792,0.4432214133705433,0.3642915726333232,0.3703630988438786,0.3295437610898364,1.1762881472234434,1.0618632301783613,1.15798016049623,1.0389782467693447,0.4687954177119727,0.7572849055347252,1.7489675199254355,1.9653346357925008,0.3966730457562846,0.3966730457562846,2.596405390404772,2.380038274537708,0.0850013669477753
104,5.2250000000000005,1.0609083668150951,0.7574297778758559,0.7388735917809016,0.399044068695016,0.4407352400512117,0.3871323054503884,0.3502058393920442,1.2167408009646656,1.1404138872510148,1.0326582443611552,1.126944431889782,0.6721122170150341,0.406804762930152,1.715654869748901,1.821777851382853,0.5306149081697638,0.5129277445641048,2.511577232003545,2.3170184323412992,0.0774264610900777
105,5.275,1.0563128804020885,0.8126532010925246,0.7505870197463543,0.4441067495724896,0.4499502594352854,0.3769063861503365,0.2731166609719072,1.237835189243644,1.0968717513226598,1.2642658338538286,1.2069994371984292,0.7288450483414532,0.6247243271498173,1.7874057137897537,1.7179918996619965,0.5726639665539989,0.4685432453623629,2.3253627732798736,2.273302412684056,0.1344007268443058
106,5.325,1.0525060073039303,0.8405041786332527,0.7982759493685866,0.4128687784306726,0.5074845401543682,0.4186030670199875,0.3544672546441121,1.2536037054486897,1.2017304486715024,1.2449581626524917,1.2665720196429864,0.8514549723528194,0.6471057789881428,1.5837062485762432,1.4645025524468485,0.6641348784351991,0.6471057789881428,2.775743209870189,2.213782928117328,0.0917486174290384
107,5.375,1.0488243985196748,0.7906668768214972,0.8082018277187484,0.4221075842149001,0.37989682579341,0.4305497358991978,0.2672915102505428,1.3661566079472178,1.2049331573199062,1.2897876050184924,1.30251577217328,0.7855464779369005,0.6351226842894088,1.3538141428274244,1.4373829170760308,0.7855464779369005,0.6351226842894088,2.908193343851508,2.6574870211056885,0.2026116404231519
108,5.425000000000001,1.0458456251659043,0.8332762247893556,0.8559663755113192,0.3812136934103873,0.400550619887726,0.4419868909105939,0.391498388371961,1.3494199769416528,1.178660041587925,1.2952765828051047,1.2702873239728525,1.2141245957892532,0.70550483268835,1.5586734675672858,1.4766380219058497,0.4593984957040418,0.6562835652914883,3.035311489473138,2.838426419885693,0.1657450840914729
109,5.4750000000000005,1.0437070111968387,0.8726679137715949,0.86268139715273,0.3959802774871177,0.4068290522127926,0.4068290522127925,0.4579851976500119,1.267637600638425,1.3698664393995883,1.4393820497571788,1.2717267541888706,0.934309629405056,0.5154811748441689,1.1437238566854997,1.0953974965438589,0.7087866154107321,0.6282426818413308,3.1251046224927697,2.7384937413596435,0.162731620885117
110,5.525,1.0429419255707877,0.8946622287269808,0.9029601077455278,0.3968356724695493,0.3968356724695493,0.482062125617372,0.4657953458579077,1.27692172398978,1.1845657502420912,1.305030063826033,1.4254943774099749,1.044024051060826,0.8225644038661064,1.4711247992220735,1.6767659001886006,0.9332942274634668,0.6960160340405517,3.1162536069542868,2.878975413531372,0.2024128262260787
111,5.575,1.0411882133716923,0.9409206688255776,0.932770962245199,0.4132914279556224,0.3583602887969635,0.4289860391438104,0.4535340207458489,1.3448269658637777,1.2541201617146085,1.3527145140506616,1.4118711254522942,0.8700204666745128,0.8078761476263334,1.2894946202497244,1.1807420619154103,0.7768039881022436,0.7768039881022436,3.293648909553508,3.293648909553511,0.2615768531364698
112,5.625,1.0412890467295548,0.9337286516496296,0.9548339758100658,0.4085462010423018,0.4059767280797716,0.4727830251055567,0.6043400407871027,1.2861595739828084,1.2667897008806577,1.3675130410118417,1.251293802398937,0.9919722891707492,0.961450064888572,1.342977868415783,1.1598445227227216,0.6257055977846269,0.7935778313365994,3.250616886051837,3.067483540358777,0.2826420258783218
113,5.675000000000001,1.0407494627646552,0.9752630523642504,0.914487862150936,0.3811837440437984,0.363512974452364,0.4720619876568894,0.5061995842961656,1.2864320262564228,1.3435222049364417,1.4196424431764674,1.3321041692004376,1.2294571812707065,0.809642534007538,1.0045564773797235,1.199470420751909,1.0195498576391226,0.9145961958233304,3.283550276808352,3.2985436570677504,0.3332202265813337
114,5.7250000000000005,1.0385362217791123,0.9526818451818156,0.9744614448872988,0.3299057337876764,0.4018400667188238,0.5134623074740527,0.6544688645990352,1.3612952383659938,1.2565802200301484,1.305197907114649,1.3874739929499555,1.0312842714893882,0.8250274171915107,1.2375411257872664,1.1196800661884785,0.7660968873921171,0.8986905794407528,3.152783344267557,3.1675159767174024,0.2381274469444883
115,5.775,1.0361220759813785,1.002540367190934,0.9908026356191392,0.416851516312607,0.3607837685044785,0.5143606429354389,0.6542112326187249,1.3378252172652574,1.389280033313921,1.3378252172652565,1.4333841613556315,1.0135039524736786,1.0135039524736784,1.1148543477210464,1.2162047429684142,0.9266321851187916,0.8397604177639052,3.41695618262555,3.083947741098483,0.3022782925307795
116,5.825,1.0342025375914938,0.9799741263716168,1.0139067484758977,0.3737851450409465,0.4432708450806097,0.4480629623247242,0.653865966739281,1.4052699506164674,1.3799823165436778,1.4305575846892575,1.4955829294478593,1.2096465649538009,1.2096465649538006,1.0815663404292803,1.3519579255366003,0.9534861159047608,1.05310406831272,3.315854701579245,2.9600763001222434,0.3066955036233407
117,5.875,1.031255618882704,1.0174039574521252,1.0307469601728092,0.4098480284673645,0.4074925800278969,0.4286916159831054,0.69960442419018,1.3033239780598789,1.3423881844867418,1.3779010994202534,1.4879911357141395,0.9792955330150204,1.007275405386878,1.2730841929195262,1.217124448175811,1.301064065291384,0.909345852085376,3.2596551313214244,3.1757155142058524,0.3156300908886601
118,5.925000000000001,1.027188250486726,0.9944016970197236,1.0435970316348158,0.3913806797663782,0.3404317155364356,0.4539089540485808,0.7087962897835539,1.3896597208564254,1.4525086529554587,1.3407772181127315,1.3303023960962257,0.9078179080971632,1.0591208927800235,1.251688327830937,1.3754816789350954,1.0178564424119707,1.1691594270948311,3.3149108462335803,3.369930113390984,0.2825351652751374
119,5.9750000000000005,1.0226704406754683,1.0203991019892236,1.03071919404474,0.4554530422460219,0.4440667161898714,0.4896120204144737,0.8274530732128118,1.5175695367637454,1.342465359444852,1.3184314527540235,1.383666342343415,1.17672504187563,1.2984552186213845,1.3119807938153574,1.460762120949058,1.1361483162937116,1.0144181395479568,3.2190868961655204,3.354342648105248,0.3370352512620559
120,6.025,1.019912949639134,0.9781595984698314,1.0346162808717867,0.4076118097014358,0.454643941590063,0.4658420682302123,0.7462431592995517,1.3202763587607456,1.3979396739819665,1.394563008102783,1.3776796787068657,1.170577504783611,1.1173694363843558,1.6494501203769056,1.3967117954804449,1.117369436384356,1.170577504783611,3.112672001356419,3.139276035556049,0.3493815511726593
121,6.075,1.0179071535041422,1.0170317953252983,0.9933218516305984,0.3877123338433035,0.41194435470851,0.4802345953286373,0.7506165008707602,1.3351674042037411,1.189029678370496,1.4281641388248978,1.2886690368931633,0.8112052825178767,0.9420448442143088,1.5308228718482513,1.2691437484553878,1.3999833101518198,1.0598004497410975,3.231737173901861,3.2971569547500774,0.3524657580393669
122,6.125,1.0158669066123784,0.9741016323272907,1.0293436908713718,0.4225829580463864,0.4030791292134763,0.4789273524525712,0.8756385649017984,1.4278136300824107,1.2971213069627388,1.2219732211689276,1.2807847665727798,0.9267273821213068,1.235636509495076,1.3643486459008132,1.63464413235286,1.055439518527044,0.9653410230430278,3.2821594783462924,3.140576128299982,0.2297117618098307
123,6.175000000000001,1.0136685715805416,1.0169690421078534,1.0538069943457276,0.4328243709072873,0.4072386938093196,0.5074492624430266,0.9933147101034084,1.2504835670881094,1.35335110988199,1.3051319491973592,1.2954881170604322,0.9750985827336588,1.177716470054938,1.5069705369520163,1.468979683079277,1.3043526496307374,1.0130894366063985,3.292540668970796,3.2038953432677357,0.277178168561317
124,6.2250000000000005,1.0114554773253457,1.001886364652327,1.0565563204933797,0.4405855136879834,0.3902328835522138,0.4888401175680959,0.8856898531573828,1.141907274963626,1.322208423642092,1.3664929162999613,1.1134386725407095,1.1214903984785032,1.445476513594515,1.3084054648915873,1.395632495884359,1.1962564250437366,1.2461004427538924,3.2024781378775,3.3146271777253538,0.2307828881222768
125,6.275,1.0073571888064403,0.981305291122361,1.0374467142139858,0.425333341016014,0.4707572900565592,0.4748867399693359,0.9774725593536064,1.1393469959344575,1.254526883501602,1.2763176730413328,1.3416900416605235,0.8952146871516813,1.1404789850014574,1.4470593573136774,1.4470593573136772,1.2263214892488787,1.0178468360765696,2.796012995487442,3.1761726571545963,0.2477669947666101
126,6.325,1.004650139503299,0.9957830372239772,0.9923294544359176,0.4389574204905691,0.4409896307706184,0.4836660466516457,0.980463298189762,1.127532792918226,1.179619905634557,1.2378349139645746,1.148980427566127,0.8811171117254584,1.2311499369314625,1.460481787928499,1.5570425672956727,1.520832275032983,1.0380283781971151,3.017524355224172,2.957173868119689,0.211349869125089
127,6.375,1.000606156877195,0.9677589668714688,1.0278189495930004,0.4601052584693366,0.496113496088676,0.4220965632044783,0.9862563955122656,1.0646743352166044,1.0827707828406827,1.2788156321015305,1.1491244241289695,1.081217047438617,1.104980059470235,1.6634108422132574,1.4851882519761228,1.152506083533471,0.9861649993121452,2.8277984317625373,3.2555326483316605,0.1800411880966971
128,6.425000000000001,0.9979027530388652,0.9293268468621414,0.9678163741331428,0.4667580915818733,0.5022080732210031,0.4746358652794578,1.009566998475042,1.0570760336973963,1.1461554747393117,1.113493013023943,1.113493013023943,1.0059678291400151,1.122940832528389,1.4621625423546731,1.801384252180957,1.3568868393051363,0.9357840271069908,2.9243250847093463,3.0529953884365573,0.2284554372299463
129,6.4750000000000005,0.9959696122430428,0.9814875411465136,0.9858814417224356,0.453759905904242,0.4285510222428954,0.4382467467280285,1.1665299040544157,1.0963626917804663,1.125599030227945,1.0729736210224834,1.0846681564014748,0.6795233814914082,1.0711131267576437,1.727601817351038,1.8888446536371348,1.2784253448397682,0.990491708614595,2.69505883506762,2.867819016802724,0.2133059386729345
130,6.525,0.9906012351352622,0.952981981083015,0.9832697171446768,0.5022090754626704,0.4754755125102846,0.456380110401438,1.0767456586053104,0.9500696987693912,1.0393186704719708,1.033560672297611,0.9932546850770914,0.7712227857779098,1.1568341786668648,1.3269568520002275,1.5651285946669349,1.2022002248890948,0.8165888320001391,2.585864634667109,2.6539137040004546,0.2711547099456245
131,6.575,0.9880040731859911,1.0072560016384875,0.9950048709998388,0.5152866854775853,0.5397345939126535,0.4645102602662905,1.0405839938173402,0.921498087167944,1.0972915684122913,0.9753702830331472,1.0575962661958251,0.69251977459894,1.1616460735208027,1.329191180278611,1.8094871529843284,1.1393067259530956,0.9382525978437252,2.591364317854099,2.502006927583268,0.218150567574452
132,6.625,0.9851491525738244,0.9952574711102588,0.999454656017419,0.4556729471400643,0.4834578829412875,0.4816055538878727,1.0444856071655813,0.8545791331354753,1.0361073803701353,1.075205772082216,0.9802525350671633,0.6711044291705597,1.0891694834079582,1.8702910321146764,1.2872002985730413,1.3752139942019677,0.9681506519181846,2.5413954612852367,2.629409156914161,0.3037819647600428
133,6.675000000000001,0.9813794994398652,0.9530118221937456,0.9943572374733012,0.5109112030973606,0.5784244692209402,0.5382814461204334,1.1086773107212713,0.9546179325565292,0.8693350625010466,0.9601200532052696,0.9298583896371952,0.715275684336304,1.2679887131416314,1.43055136867261,1.2788262235103622,1.235476182035435,0.7803007465486957,2.3842522811210154,2.3950897914897475,0.2992479903855967
134,6.7250000000000005,0.9789417339867682,1.0208683537473295,1.031051579221118,0.5410929592822509,0.5033422877044196,0.5392953082547353,1.0272054532921735,0.8212223017085182,0.8916902219871373,0.9486066191352526,0.9540272283874536,0.6833252875502429,1.1210805498871173,1.4627431936622388,1.334619702246568,1.0890496770331997,0.8755105246737487,2.669239404493137,2.4877311249876035,0.3127912787877461
135,6.775,0.9758360996137307,0.992812339057515,0.9837822116684112,0.4853130368461119,0.4923978986978798,0.5614753017526185,1.1215881300722057,0.857213785126614,0.8545433371978705,0.9213045354164544,0.8411910975541542,0.7995159253328561,1.209793834385243,1.4938323868061256,1.3886329229465402,1.1677140488414084,0.8941954428064839,2.2723084193670657,2.53530707901603,0.3507006616625193
136,6.825,0.973807059318586,0.9911720919945852,1.0307201056402548,0.5532787286587113,0.5881859039684091,0.5323344234728928,1.1183721935760895,0.9183809307248362,0.8341740832085188,0.818385299299209,0.860488723057368,0.6427151429749219,0.9329735946410156,1.2543311661284764,1.5860551108897278,1.1195683135692187,0.7256461291652344,2.270235746959808,2.25986937368602,0.32463673038019
137,6.875,0.9727990645259684,1.0177311396694393,1.02406455509103,0.5538606585166792,0.5487004660460272,0.6037425190663183,1.185150666618634,0.8039315244021364,0.7728115944252795,0.7857782319156363,0.8843246768423503,0.5823199018396711,1.1033429719067456,1.14420752642181,1.3280980217396008,1.215720496823173,0.8377233675588251,2.247550498328553,2.2271182210710214,0.368093729573197
138,6.925000000000001,0.9707826527923746,1.077034893209177,1.0189335904546917,0.5662353644391408,0.6391339293220242,0.6340479829348465,1.20899466067305,0.7591361822830779,0.8409286328994359,0.861376745553526,0.8255925484088688,0.6947711004060007,1.1176752484792196,1.389542200812003,1.4700953718735688,0.8961540280599146,0.6041487829617397,2.154797325896874,2.1346590331314825,0.3865319254255213
139,6.9750000000000005,0.970760667702628,1.0091108107901567,1.0157372420054764,0.6183059214178314,0.5798706884648311,0.6149637272480053,1.3176986152328276,0.8465520740310323,0.7785255680821102,0.7230965632348403,0.8843445773359894,0.6153688416928323,1.091783428809864,1.2108870755891217,1.3498413301649217,1.2307376833856642,0.8337255274548053,2.2728945927041693,1.9850607796542967,0.4311430479075687
140,7.025,0.9687801568412509,1.0647878618631927,1.0834519786355534,0.6391888644020184,0.5914144389699086,0.5667035292636451,1.3536509614477323,0.8792521841330238,0.8022555239405833,0.8519307885808672,0.8171581033326686,0.5087951348004821,0.9295295731931889,1.125220009654913,1.252418793355034,1.0567283568933092,0.7534081803776372,1.761213928155516,1.82970558091712,0.3294787960835148
141,7.075,0.9690277814073118,1.0672722833470507,1.059911784841209,0.6301863542169892,0.6431798872936281,0.6383073123898885,1.1656198672289508,0.7174929014665606,0.7689173073737202,0.7664685261400461,0.8080978071125086,0.6077429789027957,0.8778509695262606,1.2347793857072678,1.2251326717564297,0.9550246811329648,0.7620904021162042,2.083690213381014,2.074043499430176,0.4580220409515231
142,7.125,0.9675716672594648,1.0945301884774286,1.0831902569764191,0.6918376495179096,0.610162371449823,0.592546135003765,1.337651341439685,0.813697657157353,0.7967959254063103,0.7702360612261002,0.7726505943333921,0.447054463198582,1.0272740856478055,1.30311620123842,1.4933521430250492,1.141415650719784,0.7228965787891964,2.083083562563603,2.016500982938283,0.4548191955164036
143,7.175000000000001,0.9651941683216674,1.0422029421734835,1.057858351176089,0.6648573783596508,0.5843164607911423,0.6348519384811865,1.2857391727678693,0.7452525205117464,0.8214444714905831,0.7690625051926328,0.8143014760863172,0.6659580563775209,1.1068035303175707,1.322536421820148,1.2381192034060966,0.9942472390988348,0.6753377473124157,1.9978741691325623,1.8102803504346705,0.5085132442560749
144,7.225,0.9653538851830876,1.0953205241896595,1.0481198411093962,0.6494572721902092,0.6837212050155919,0.6665892386029005,1.2633088071926426,0.8195070143312873,0.7631512311107977,0.8359441177705966,0.8500330635757192,0.6475222567000707,0.9435324311915324,1.2117916518244194,1.3505464211172915,1.2672935595415684,0.7492757541815108,1.8315629546659165,1.5540534160801711,0.5637974401267518
145,7.275,0.9658994123471968,1.107726732680663,1.0755304333018854,0.6589941398220556,0.6697469579543502,0.6436329710616348,1.2436874879783228,0.8175450339969239,0.812913050801474,0.7804891684333245,0.7967011096173993,0.5656634023534388,1.067461581860521,1.2955516634546496,1.3776640928285362,1.1951920275532328,0.6021578154084992,1.8885858755993836,1.6604957940052558,0.6052300491605825
146,7.325,0.965867101996935,1.1051016598432792,1.120551624796428,0.6530588077106747,0.6636653312697807,0.6833631607366923,1.261034062534952,0.797284217073729,0.8498273030126849,0.8406893750233004,0.8246980010418794,0.5309689975649468,0.8459506062899149,1.2239285367598771,1.4219169765298572,0.8909479789649108,0.7469563864049251,1.664902788974833,1.6469038399048348,0.6394218488489668
147,7.375,0.9657070756609244,1.0859344199770975,1.046137992890218,0.6890760854233481,0.7324236048968343,0.66964443876282,1.3701955439300766,0.8473577705883362,0.842850548404356,0.8924299924281415,0.800031937656541,0.5237938507747059,0.8789083258762002,1.2517785247327702,1.1985113534675451,0.941053359018962,0.6569617789377666,1.6956716186096394,1.69567161860964,0.5889283680190872
148,7.425000000000001,0.9638543297467878,1.1206449998132384,1.1640840903762564,0.7284912789828539,0.684250917911021,0.7137444919589104,1.329570318078829,0.7959635014585634,0.8471008213846725,0.8960147795748628,0.827090565761412,0.6218675400763953,0.8758697747554858,1.217458986910125,1.2087002891625704,0.93718065898837,0.5955914468337307,1.629117781045203,1.813050433743856,0.6075676253865105
149,7.475,0.9643214868960012,1.06861298144768,1.0904550516431013,0.7027730240505187,0.7289633230834568,0.6882228579211082,1.3381675864863822,0.7985131171820379,0.8577434857642222,0.8862618113778663,0.859937203119118,0.5098730943045484,0.9160431863776634,1.1407330245457692,1.2530779436298225,1.0543138560195744,0.6740695145043183,1.555545033471503,1.650606118850316,0.5761865787246488
150,7.525,0.9660666206678772,1.090651772029256,1.0955316457296105,0.6819789478344234,0.690593418754437,0.7092581057478001,1.2923031683239117,0.889676050554652,0.9286399651774836,0.835559502467386,0.8550414597788016,0.5969219243565079,0.903910342596998,1.1597340244640728,1.236481129024195,0.9294927107837052,0.7248337652900454,1.4923048108912702,1.4923048108912702,0.7150010863611426
151,7.575,0.9650081419148072,1.1063992102834856,1.0867352417292993,0.7155112922684129,0.7424315191062344,0.6800899411660162,1.3265677448551736,0.835246357871776,0.8566081573058368,0.8437910776454002,0.8437910776454007,0.4965000050280186,0.9088474668309496,1.2622881483763186,1.287533911343845,0.9425084841209848,0.6984661087682297,1.4979152694065645,1.5736525583091434,0.6602539845486742
152,7.625,0.9672291330490136,1.125205700342266,1.0879760854770169,0.8110333381630701,0.7173450042718186,0.7257350043217813,1.2523043151498323,0.8939007232719337,0.879142928312256,0.8601686205069561,0.9023337489631784,0.6810307111262733,1.0215460666894105,1.370366674827258,1.3205351593789936,0.9467987935170143,0.755777984298669,1.6361347572179992,1.586303241769734,0.7019633375135542
153,7.675000000000001,0.9673675186255968,1.1082473489930689,1.0797104684017136,0.8350049223075958,0.7701367713184107,0.7439134762376762,1.2173129611161972,0.8573212649228606,0.8656447723492955,0.8947770483418207,0.8677256492059044,0.5902123447836112,0.8935159108529669,1.0902533591141708,1.2378064453100734,0.9017133045305172,0.7295680373019638,1.4017543188610766,1.352569956795776,0.7038884469039237
154,7.725,0.9695725915530996,1.1348500321964432,1.115556424032614,0.8201437207470097,0.7533878365001596,0.7561125664694187,1.300199222407871,0.8832316992660103,0.8852857264736057,0.9078800257571548,0.9304743250407036,0.6230549196372623,0.8658035896258061,1.3917590412676517,1.4645836422642151,1.0276360362848356,0.7120627652997286,1.4807668869301176,1.4079422859335549,0.727502901792198
155,7.775,0.9713682799500968,1.0837320587408106,1.114586996089846,0.7706271313863765,0.7706271313863765,0.7867659194782376,1.3707210686020872,0.877991453705183,0.9570715153553035,0.9550438214668387,0.9509884336899096,0.5990913761372755,0.8387279265921849,1.1662312122138945,1.3180010275020042,1.0224492819409492,0.7508611914253845,1.46178295777495,1.333976797532331,0.6993474839806553
156,7.825,0.9728500890021522,1.0879782307983212,1.0962518295116164,0.8311819976367775,0.7993155951714698,0.7634658923979984,1.2311462029385252,0.8848237751200453,0.924861050012355,0.890829366353892,0.9408759599692792,0.528370703503057,0.8122713800121634,1.1592610957455145,1.1829194854546066,0.8201575099151938,0.804385250109132,1.2302362648727905,1.3643004732243134,0.7090274548530973
157,7.875,0.9737681897436808,1.0834893474983307,1.1024262757788017,0.8285266068321718,0.8822759594905879,0.8245937273693609,1.476463456177117,0.992215066935626,0.90920105735137,0.928966297728574,0.9368723938794558,0.6929813065583244,0.856493749678828,1.2458090904419312,1.3859626131166485,0.965502045092497,0.8019896019719933,1.4015352267471732,1.3703899994861246,0.710540222947843
158,7.925000000000001,0.975792615956759,1.103591775817573,1.1065249101054608,0.8038658570168107,0.836227606494138,0.7883322172676935,1.231498993340902,0.8841030807978267,0.9114263548180686,0.9660729028585524,0.8977647178079478,0.5458740675472565,0.8534087534893727,1.1993852751742535,1.1071248693916187,0.8610971206379257,0.7611483477067378,1.260892212362677,1.2378271109170178,0.8336386665359519
159,7.975,0.9777465016832044,1.0887108828971035,1.093055588781629,0.8334446342701161,0.8858544962410897,0.7746433257173166,1.3278869418401804,0.9308699461666288,0.9578516837366756,1.0002515570610355,0.8788337379958232,0.6908960074754511,1.0097710878487365,1.1768008918537909,1.3286461682220214,0.9642175049382676,0.7288573265675089,1.2223544747642598,1.1768008918537898,0.8717933137610727
160,8.025,0.9798069005146752,1.0784047504166543,1.0787623116734235,0.9000984379847883,0.8950487973789829,0.7915311649599748,1.2295486441243069,0.9535663633224112,1.0068594934082944,0.9154998418324944,0.987826232663336,0.6598197058252204,0.8697623394968814,1.417112777283712,1.2446598996248477,0.9147500467122376,0.7572930714584917,1.064709070763424,1.1321906315864578,0.777644653294011
161,8.075000000000001,0.9826030813211314,1.0647381346948144,1.0520248435342796,0.8503346773621843,0.88898625360592,0.8428537271214618,1.3102404798534029,0.9117168331835016,0.9568327177121694,0.9248756328376964,0.9812704884985316,0.5702146516817768,0.9997269867148042,1.1700508437106605,1.3699962410536213,1.0071323718015808,0.6516738876363165,1.1478346884503312,1.458860862094937,0.8702838780041123
162,8.125,0.9840243897391346,1.0537669116546715,1.0478370746807797,0.8571426294747365,0.8903938521698774,0.7955662911504019,1.2718829512961771,0.9803710923859588,0.97665756552086,0.9153843722467376,0.956233167762819,0.6875651256288113,0.8484846231164047,1.228839798996172,1.2215252763831,0.9362588944732744,0.8338555778902601,1.0971783919608682,1.170323618091592,0.8916253789363633
163,8.175,0.9858935757728392,1.100180604133424,1.0598670649277833,0.9135977593257364,0.8807520342900576,0.8138440758840451,1.2233582123545246,0.8968848063588644,1.0326097054806564,0.8913824455836572,0.9500742938525388,0.6502790007063709,0.8236867342280696,1.3511352570232376,1.1488262345812552,0.953742534369344,0.8164614119979988,1.0476717233602642,1.025995756670052,0.8296586842345566
164,8.225,0.9884313205027698,1.025235791022676,1.049062652035819,0.9097345612659612,0.933769820480386,0.8436375984262938,1.2646983625411403,1.005598268209646,0.9276870510330426,1.0237171559251352,1.0055982682096465,0.5781572352851522,1.070661546824356,1.2134164197342705,1.1991409324432785,0.8636669811049804,0.7994272882955193,1.0421105722423731,1.299069343480219,0.87007638356216
165,8.275,0.991147839258972,1.0239810343064717,1.0623172700736103,0.930830707047722,0.9011486054199244,0.8880884807036937,1.1814389743298008,0.9630517699839888,0.9720020652440632,1.0310740139605536,0.9702120061920482,0.6910712825051271,0.8814684725830693,1.177641879370981,1.4385565472555686,0.8250544903377534,0.7474852647504434,1.0083999326350317,0.9026237159250636,0.8263497093178767
166,8.325000000000001,0.9919283966526808,1.0230146221514147,1.0542466372479495,0.907952515296636,0.9325868858667,0.8833181447265719,1.2150429545788366,1.0328749424658528,1.0151887276976013,0.9780476766842742,0.9267576538563466,0.6270567054198052,0.8012391235919732,1.0799309926674423,1.1217347730287628,0.982388838491028,0.9336177614028208,1.0032907286716883,0.961486948310368,0.8797989489308492
167,8.375,0.9935624613850276,1.058111236372301,1.0114926215522986,0.9504623021508328,0.9075755885171972,0.8913481833585246,1.0747535262782502,0.961161690167541,0.92621035597963,0.9873751908084736,0.9664043902957268,0.7297414925900116,0.860544212959919,1.1841088370328487,1.294258496291718,0.8743129203672783,0.7779319685157672,0.922503396293033,0.8811972740709573,0.9782807109942716
168,8.425,0.9950523547417794,1.0040642443877688,1.0309906845442105,0.911725158854972,0.9380689762590732,0.8693459743353316,1.089664869989831,1.027496985172662,0.946333357772468,0.9877786143172478,0.9566946719086628,0.8367546113017994,1.0340382188445003,1.1088699320503523,1.2585333584620564,0.761922898095948,0.8571632603579405,0.9387978565825064,1.000023803750931,0.8865267248162672
169,8.475,0.9970487579979608,1.0409828085281037,1.0445093902631852,0.9134500976186312,0.9259010902751432,0.8647780354159041,1.0922045586243547,0.9863972420076208,0.9898103812533212,0.9164278874707472,0.9096016089793452,0.8941390539117012,0.8336334036469993,1.2168358553234426,1.2101130052940312,1.0017046543822816,0.8403562536764109,0.8739705038234674,0.9479218541469914,1.009662313600768
170,8.525,0.9977494500523096,1.0465512374926575,0.9996576307264112,0.8994105836087709,0.9139532920502064,0.8781558558866737,1.0625642830464128,1.0035329339882788,0.9664275145803088,0.9546212447686824,0.9984731040690102,0.7840180905210179,0.9169025126432244,1.2092482413120784,1.2491135679487404,0.989988944810438,0.8637487437943417,0.8770371860065624,0.8305276382637902,0.9933788535380448
